-3.15057 11.9023 | 2.54022 4.93406 | 4817.54 -2915.22
15.7374 -71.4271 | -1.21634 0.357218 | -6426.84 11360.7
16.2103 -71.2806 | -1.16923 -0.724798 | 5660.9 7.19972
16.6956 -71.1664 | -1.86038 2.96896 | 923.315 1846.3
17.1879 -71.0828 | -1.93388 0.742547 | -7030.29 1750.61
17.6806 -71.0336 | -3.10055 2.17016 | 2643.45 -5548.1
18.178 -71.0303 | -1.55328 1.85795 | 10853.6 3611.32
18.6824 -71.0606 | -1.41781 -2.09584 | 700.409 -2658.94
19.1852 -71.1272 | -2.52625 -4.04868 | -7544.75 1885.48


55.9565 3.69949 | -1.46714 3.36137 | 2044.24 4220.13
56.3185 3.35316 | -4.63852 0.95392 | 8619.63 -15586.8
56.6514 2.96527 | -3.04208 -2.94172 | -10303.5 9712.27
56.9406 2.55233 | 1.74891 -7.74792 | 1530.19 -8585.47
57.1951 2.11225 | -0.280238 -3.13148 | 5224.82 6418.59
57.4259 1.66071 | 1.17704 -1.16118 | -6486.07 -6245.05
57.6201 1.19126 | 0.261347 -3.00939 | 3189.79 7392.98
57.7911 0.717515 | -2.11513 -3.45836 | -11471.7 2284.81
57.9327 0.238834 | -1.1347 -4.11362 | -1262.96 -307.938
58.079 -0.238401 | -0.453737 -1.93111 | 12678.4 -5114.95
58.2691 -0.70685 | 1.16886 -0.575143 | 6852.68 -5344.08
58.5007 -1.16172 | -0.468078 -2.12076 | -14631.1 10825
58.7537 -1.59263 | 1.83026 0.406514 | 5890.4 5915.69
59.0466 -1.99385 | -2.32301 2.14335 | -4948.86 800.761
59.3663 -2.37306 | -1.00435 1.12517 | 10142.6 -13336.1
59.7169 -2.7393 | 0.0844292 -2.7974 | -116.792 1717.26
60.0912 -3.0807 | -2.48987 -2.15593 | -11682 4386.72
60.4811 -3.39061 | 0.147251 1.50975 | 1264.94 7220.93
60.898 -3.65708 | -1.7336 -2.27974 | 1238.91 262.853
61.336 -3.89046 | -1.92864 -0.412925 | 3878.58 -17937.7
61.791 -4.10746 | -0.443459 0.523029 | 2690.14 16117.8
62.2681 -4.26691 | -4.05622 0.147572 | 754.934 -4754.67
62.7577 -4.38981 | -1.8513 0.282819 | 2040.71 233.976
63.2556 -4.4802 | 1.6379 -0.0765636 | -4369.28 30.6413
63.7549 -4.54393 | -2.6243 -2.60419 | -528.52 -5960.61
64.257 -4.58521 | -3.50052 -2.80978 | 9174.57 7891.37
64.7657 -4.58398 | -2.07713 -3.62334 | -9816.09 -5810.24
65.2673 -4.5515 | -1.65659 -2.67307 | 339.798 7824.36
65.7641 -4.47622 | 0.733612 -1.65313 | -307.912 -8894.44
66.2561 -4.37731 | -2.49032 -0.948197 | 5019.15 12020.4
66.7428 -4.23864 | -2.19326 -1.48882 | -7656.1 -4416.56
67.2208 -4.08733 | 0.0746554 -0.538207 | 5075.24 -4197.16
67.7009 -3.93778 | 0.248714 0.861683 | -486.768 -1008.25
68.179 -3.786 | 2.35227 -2.26667 | -9424.98 1480.07
68.6486 -3.62559 | -0.535227 -1.22107 | 2744.02 4210.47
69.1202 -3.46296 | 2.31255 0.217199 | 10132.7 -7014.58
69.603 -3.31803 | -0.0367858 0.9331 | -2258.73 348.529
70.086 -3.17644 | -1.02713 1.96567 | -7936.62 12392
70.5643 -3.02581 | 0.974797 4.12694 | 16279.7 -14495.8
71.0575 -2.90544 | 1.24069 2.31877 | -16754.4 1885.07
71.5428 -2.79081 | 0.403183 0.666669 | 6432.44 10497.1
72.0316 -2.67258 | -0.371067 2.55728 | -1124.14 -3570.46
72.5252 -2.57958 | -0.788863 4.18614 | -612.798 -6145.09
73.0242 -2.52721 | 0.912178 2.70467 | 5690.34 4153.47
73.5287 -2.50696 | -0.987262 2.99006 | -7582.17 -5852.92
74.029 -2.52588 | -0.697798 2.94469 | 3446.07 4939.61
74.529 -2.56764 | -1.55649 -0.905993 | -1394.5 6888.54
75.024 -2.63568 | 0.725004 4.1225 | -6031.02 -8985.22
75.5046 -2.75881 | 0.622074 -0.699343 | 266.18 3715.12
75.9705 -2.92516 | -3.10501 1.49849 | -4256.91 -3006.59
76.4166 -3.13379 | 2.854 2.05768 | 969.725 6686.46
76.849 -3.36588 | 0.135787 -0.163028 | 855.645 -1738.9
77.2664 -3.62482 | -3.51451 2.99054 | -1810.42 7764.39
77.6666 -3.90535 | 0.682209 1.48629 | 8682.58 -10976.5
78.0476 -4.22558 | -1.55083 -2.26284 | 846.346 -4642.63
78.4023 -4.5792 | -2.91737 -0.536305 | -5488.12 5844.77
78.7317 -4.94957 | -0.609551 -0.12791 | -222.167 6159.24
79.0456 -5.32848 | -1.19186 -1.78215 | 1692.54 -5950.37
79.347 -5.72157 | 1.76027 -0.965497 | 1223.97 -1334.18
79.6409 -6.12044 | 0.675565 -2.53703 | -8972.66 14278.9
79.9285 -6.5118 | 0.920154 0.895181 | 8922.7 -11895.8
80.2237 -6.90788 | 3.4247 0.243638 | 1101.6 2070.12
80.524 -7.30014 | 1.72989 -2.09458 | -10818.5 1967.52
80.8227 -7.68908 | 0.603476 0.663043 | 12454.8 -10092.8
81.1467 -8.07091 | -0.404801 -2.40109 | 7246.06 565.494
81.498 -8.43329 | -3.55682 -0.283897 | -9714.8 2604.9
81.8597 -8.77793 | 1.50759 0.972543 | -1981.13 -7892.8
82.2396 -9.10306 | 3.32219 2.21024 | -1317.1 14946.9
82.6515 -9.37516 | 3.15917 0.795408 | 1818.47 -4826.55
83.0918 -9.60598 | 4.16982 0.51064 | 12086.8 -4123.09
83.5611 -9.79686 | 2.28787 2.8087 | -9.0041 -1467.11
84.0458 -9.94896 | 1.97949 3.86944 | -3648.82 6622.2
84.5385 -10.0591 | 2.22263 1.38555 | -264.347 -10731
85.0351 -10.1463 | 4.13526 -1.97091 | -8331.24 1939.68
85.5308 -10.1865 | 1.57602 1.72717 | -5609.39 7110.39
86.023 -10.1606 | 1.43531 1.32187 | 5984.52 3190.85
86.5137 -10.0803 | -1.41057 -0.167031 | 2098.55 -9090.91
87.0013 -9.97084 | -3.58343 -0.684856 | 11334.4 9997.06
87.4867 -9.81995 | -2.0498 -1.32503 | -4463.48 -8582.64
87.9596 -9.64594 | -1.98372 2.39942 | -14735.6 5161.62
88.4105 -9.43861 | -0.429041 -1.62088 | 11687.8 -1818.76
88.862 -9.21948 | -1.63834 -3.49527 | 4325.13 -586.263
89.3111 -8.99285 | -1.69544 2.50642 | -19487 -4850.15
89.7421 -8.75902 | -0.0348301 2.92227 | 5854.22 -1700.47
90.1726 -8.52277 | 1.40764 0.68759 | -3771.01 3951.16
90.5993 -8.28068 | -0.81765 -2.80337 | 4672.64 -5513.34
91.0328 -8.04648 | -2.99249 -3.61076 | 7784.14 9240.44
91.4722 -7.80715 | -0.817052 -0.69307 | -95.2873 -7911.26
91.9124 -7.57198 | -0.6211 -3.43634 | -2741.73 7242.95
92.3443 -7.32039 | 1.7534 -6.01249 | 1829.1 4440.81
92.7739 -7.05865 | 1.59404 -3.04961 | 1340.68 -230.217
93.2096 -6.80432 | 1.05526 -4.31436 | 3727.48 -4071.14
93.6584 -6.57158 | 1.09683 -3.53108 | -5003.94 5146.14
94.1156 -6.357 | 0.504415 -2.82711 | 6392.71 5448.87
94.5938 -6.17962 | -0.0973706 -6.12438 | 8505.36 -16692.1
95.0952 -6.07577 | -1.267 -3.52046 | -11347.6 5855.75
95.5968 -6.01739 | -2.50082 -0.188888 | -8600.1 -2966.72
96.095 -6.00519 | -1.00663 0.452613 | 4009.36 -915.57
96.595 -6.0302 | -0.35007 -0.916403 | 5240.63 5788.65
97.0968 -6.07974 | 1.51927 -1.31495 | -5451.8 -2639.9


28.1221 79.7981 | -1.91537 -1.15426 | 2500.23 4217.25
28.5828 79.6043 | 0.625512 -3.00706 | -4120.47 -3739.78
29.0191 79.3659 | 2.65497 1.44736 | -9077.56 4908.71
29.4251 79.0915 | 1.03292 1.3538 | 4967.48 1253
29.8101 78.7866 | 1.91961 2.66218 | -3403.64 -3981.28
30.1695 78.4509 | 1.52759 3.1566 | 3317.42 591.801
30.5172 78.1 | -2.66135 -0.207706 | 7278.87 -2254.41
30.8621 77.7411 | -0.864075 0.847516 | -4334.08 9657.85
31.1955 77.38 | 1.8556 0.0992917 | -2510.78 -3016.18
31.5088 77.0024 | 4.95993 -0.871021 | -1884.46 -2437.63
31.803 76.6099 | 6.52158 1.79111 | -1198.84 5266.53
32.0882 76.2145 | 2.23162 0.474698 | -834.831 -3269.85
32.3729 75.8174 | 1.43516 0.14709 | 461.795 306.043
32.6713 75.4292 | 0.168454 1.50561 | 7912.3 -1911.03
32.9964 75.0563 | -1.74879 -0.0426951 | 2510.05 -4003.69
33.3402 74.6963 | 1.06374 0.800968 | -8852.51 3907.9
33.6922 74.3519 | 1.06262 -0.166775 | 1387.97 -2494.28
34.0614 74.0249 | -0.971934 -2.346 | 729.425 3139.86
34.4515 73.7246 | -2.16811 -2.38313 | 238.07 1233.78
34.8584 73.4479 | -0.115489 -1.37573 | -1103.21 -3764.16
35.2755 73.1853 | 0.0866192 -1.76944 | -481.453 -3839.23
35.704 72.9383 | -0.241301 -2.13369 | 3496.85 -1180.98
36.1499 72.7201 | 2.01116 -3.44733 | -4566.58 5286.16
36.6098 72.5438 | 1.5041 -2.6729 | 668.481 629.013
37.0822 72.4049 | 1.59211 0.662291 | 3037.11 -3254.85
37.5635 72.2936 | 2.00443 0.162973 | -9825.16 -3853.26
38.0436 72.2085 | 1.43018 -0.901206 | -5049.43 6518.4
38.5254 72.1663 | 0.60905 -1.39725 | 7459.04 -2173.76
39.0157 72.1548 | -1.85449 -5.13665 | 17091.1 -4875.01
39.5202 72.1658 | -2.71037 -5.8055 | 10960.7 4851.94
40.0328 72.21 | -1.58408 -1.34424 | -2567.88 5096.53
40.5426 72.2816 | -0.86128 0.4435 | 1442.83 -7677.07
41.0516 72.3572 | 0.0983389 2.8963 | -4608.51 472.303
41.5556 72.4443 | -0.0806238 5.95357 | -727.989 8087.02
42.0562 72.5477 | -0.130792 7.52317 | 189.863 -6937.23
42.557 72.6409 | 0.12522 5.1816 | -7783.82 -2206.36
43.0536 72.7232 | -1.32851 2.05089 | -2585.94 3733.04
43.549 72.7982 | -2.00839 2.53224 | 1361.68 -3781.79
44.0471 72.853 | -0.567968 -0.384353 | -1550 125.597
44.5461 72.8898 | -0.414758 2.13767 | 1883.73 2782.54
45.0476 72.9104 | -0.0043389 3.05978 | 1632.56 -2507.67
45.5507 72.9057 | -1.04213 -0.597116 | 1992.72 5599.22
46.053 72.8767 | 0.831661 1.24783 | -10371.2 -4917.76
46.5427 72.8029 | 2.35838 1.83808 | -8961.02 3437.97
47.0171 72.688 | 2.03105 3.61326 | 6243.34 1794.19
47.4812 72.531 | 1.89889 6.0514 | -6563.69 697.216
47.9229 72.3262 | 2.94062 5.04434 | 7285.05 -3093.12
48.3467 72.0748 | 0.982864 0.541336 | 7152.67 -2925.63
48.7514 71.7836 | -0.556971 -0.418338 | -7057.14 -1044.1
49.1285 71.4605 | 0.212529 1.80579 | 3350 -603.073
49.4945 71.1224 | 1.70464 1.40231 | 3924.88 4490.64
49.8601 70.7835 | 0.357362 0.000615201 | 2384.97 1125.04
50.2216 70.4392 | -2.30108 -0.842609 | -1845.58 404.838
50.5675 70.0796 | -1.27532 0.058258 | 3116.16 -4447.21
50.8925 69.6952 | -1.54663 1.0087 | 4827.2 -9270.54
51.1898 69.282 | -2.30195 -0.0689786 | -10028.9 12396.9
51.4465 68.8548 | -1.27896 0.847146 | -6783.92 2689.69
51.6667 68.4129 | 0.177189 2.44447 | 5236.99 -4797.48
51.8743 67.9608 | -1.24718 0.747684 | -159.892 2978
52.0797 67.508 | -0.63524 -1.65308 | 2003.32 -6941.98
52.2933 67.0533 | 2.00381 -1.38182 | 4752.56 -2299.78
52.5268 66.6042 | -0.774252 -2.24141 | -1729.91 -2466.8
52.7796 66.1648 | -0.902527 -3.16928 | -2632.66 3857.93
53.0599 65.7473 | 1.80526 -3.74068 | 547.618 9466.62
53.3775 65.3641 | 1.5297 -3.0862 | 4883.56 -262.784
53.727 65.007 | -0.567043 -3.52439 | -6333.87 -5884.15
54.0891 64.6614 | -1.5611 -3.11999 | 4366.47 52.8468
54.472 64.3337 | -2.3819 -2.08414 | 8794.46 -3251.48
54.8768 64.021 | -1.40306 -0.521036 | -319.778 -11411.6
55.2944 63.7153 | -0.118551 1.19734 | 4724.4 -1551.15
55.7356 63.4403 | -1.04154 -1.29941 | -4056.5 18378.3
56.1988 63.2264 | -1.7323 0.268714 | -12838.1 1147.13
56.6677 63.0531 | -1.83756 1.07013 | -7659.88 -1746.33
57.1415 62.9115 | -1.43468 -2.92633 | 7307.67 653.144
57.6293 62.806 | 0.560114 -3.45521 | 8842.41 -4252.67
58.1292 62.7331 | 1.42443 -1.27145 | -10724 4120.73
58.627 62.706 | 0.733297 -0.570274 | 798.303 6358.67
59.1248 62.7331 | 1.36458 -1.36603 | 7654.63 -2527.16
59.6233 62.8012 | 1.15929 1.46551 | -5042.28 1444.5
60.1117 62.9085 | -0.762873 3.32408 | -3536.79 364.065
60.589 63.0452 | 1.46259 1.92149 | -7841.55 -8283.75
61.0553 63.1957 | 2.28176 3.74649 | 8193.03 2569.92
61.5186 63.3694 | 2.09665 4.10901 | 334.523 5127.5
61.9723 63.5704 | 3.13617 2.84255 | -8490.81 -3087.17
62.415 63.7833 | 2.32869 5.91513 | 8873.69 542.575
62.8624 63.9965 | 2.44321 5.08412 | -2992.85 -3120.48
63.31 64.2034 | 0.974982 0.854312 | -4196.18 657.277
63.7563 64.4064 | 1.37019 -3.3756 | 152.377 1335.79
64.2062 64.6007 | 0.77001 -2.67058 | -4999.63 -681.693
64.6622 64.7767 | -0.802108 -1.89025 | 15534.9 7513.45
65.1402 64.9263 | 0.577659 -4.26604 | 9318.89 -4537.32
65.6379 65.0279 | 2.6826 -2.53208 | -4149.93 2922.85
66.1414 65.0843 | 2.71495 -3.62335 | 1232.73 -5646.83
66.6482 65.0847 | 0.0689823 -3.19984 | -3922.49 -1528.04
67.1512 65.0383 | -3.88023 1.64436 | 6067.89 2452.59
67.6533 64.9595 | -3.5081 1.14645 | -4738.64 -2556.78
68.1463 64.8503 | -0.969819 1.34533 | -9331.92 6338.47
68.6288 64.7251 | -0.475665 1.70546 | 13419.4 261.593
69.1126 64.5782 | -0.4728 -0.118379 | -6408.33 -3454.44
69.5818 64.3956 | 0.023146 1.0875 | -2589.76 1396.58


-91.5254 -38.7746 | -0.0536039 3.45751 | 3665.31 -1487.47
-91.03 -38.6808 | -0.616949 0.416815 | 7736.96 4890.88
-90.5337 -38.5737 | -3.05512 2.8754 | -22047.7 1320.03
-90.0512 -38.4649 | -3.86092 -1.11908 | 10994.9 -19622.9
-89.5599 -38.3826 | -0.548733 1.31293 | 6424.95 23930.7
-89.0678 -38.2733 | -0.98949 3.8973 | -16387.1 -4165.1
-88.5839 -38.1734 | -5.74336 1.55329 | 3890.06 -16864.2
-88.0937 -38.1114 | 1.15911 -2.43458 | 10281.3 21094.3
-87.5974 -38.0463 | 1.31674 -1.61412 | -23262.9 -11369.4
-87.1114 -38.0175 | -1.76244 -2.8711 | 17862.4 -296.096
-86.6152 -38.0222 | -0.878092 -2.71625 | -5568.22 4363.29
-86.1226 -38.0529 | 0.236942 -1.47665 | -4891.57 -216.325
-85.6352 -38.1171 | -2.74611 -3.1532 | 14812.4 -4046.78
-85.1444 -38.2184 | 2.32165 -2.32038 | -4809.3 4554.68
-84.6623 -38.3499 | 2.04319 1.19207 | 11249.6 -1116.68
-84.1877 -38.5208 | -0.771177 0.795932 | -21144.6 -941.391
-83.7482 -38.74 | 4.17344 4.58056 | -5053.37 14006.5
-83.3339 -38.9895 | 4.42184 1.89458 | 14796.4 -19330.8
-82.9397 -39.29 | -1.07853 -1.35525 | -15173.8 16227.8
-82.5758 -39.6077 | -0.193872 -2.72702 | 716.063 466.84
-82.226 -39.9399 | -0.900718 -1.70279 | 12578.1 -124.641
-81.8763 -40.2837 | -3.5149 1.92428 | 6937.38 -13583.8
-81.5402 -40.6566 | -4.77715 -0.701399 | -1870.42 -3524.84
-81.2265 -41.0532 | 0.115831 -1.87932 | 7374.7 -2200.5
-80.926 -41.4662 | 1.18697 -6.04936 | -4779.32 -10638.5
-80.6475 -41.8965 | 0.894544 -0.595062 | -10941.3 30551.2
-80.3778 -42.3097 | 1.45943 6.31458 | 12106.2 -16125.8
-80.1009 -42.7303 | 1.13816 -0.0815011 | -4168.46 -421.988
-79.8275 -43.1519 | -1.29459 -2.12491 | -9087.05 10984.4
-79.5539 -43.5635 | -2.01151 -3.54288 | 11532.4 -7502.84
-79.2587 -43.9694 | -2.11156 -4.53701 | 667.319 -7419.12
-78.9493 -44.369 | 0.579312 1.66331 | -12263.8 14578.5
-78.6279 -44.7437 | -0.491012 4.49911 | -1881.81 -8194.88
-78.2787 -45.0957 | -3.16167 1.88054 | 25437.8 6976.7
-77.875 -45.4 | -0.974729 0.455422 | -19501.6 -12312.7
-77.463 -45.6852 | -0.168087 3.91075 | 4477.41 15750.7
-77.0253 -45.9218 | 0.320333 -2.03798 | -2755.21 -11911
-76.5755 -46.1358 | 1.85048 1.93127 | -8328.22 5256.04
-76.1145 -46.3084 | 0.783037 3.84757 | 11488.2 4141.77
-75.6332 -46.4339 | 0.443478 -2.3117 | -14694.9 -6394.56
-75.15 -46.5322 | -2.02933 -4.5506 | 33854.7 -7030.85
-74.6394 -46.5948 | -4.00406 -2.44691 | -12933.3 14970.1
-74.1301 -46.5981 | -1.80288 -1.12112 | 6363.95 -12863.8
-73.6183 -46.574 | -3.10187 -3.44333 | 219.595 7324.8
-73.1127 -46.5007 | -1.85048 -0.703468 | -19314.7 -5107.98
-72.6295 -46.384 | 0.809843 -5.01497 | -4252.98 5867.27
-72.1621 -46.2189 | -2.22162 0.186836 | 25028.8 105.109
-71.6903 -46.0258 | 1.3006 -1.49372 | -17289.9 776.114
-71.2402 -45.805 | 0.495005 1.06888 | 2702.14 -10739.3
-70.7983 -45.5735 | 0.253098 1.14238 | -3293.48 16377.1
-70.3711 -45.3105 | 0.384967 -1.7429 | 2671.28 -13199.7
-69.9401 -45.0565 | 1.29307 3.87098 | 12337.6 4632.64
-69.4996 -44.8062 | -0.142673 -2.81807 | -16740.4 -12679.6
-69.0686 -44.5644 | -0.95574 -2.38956 | 846.838 10291.2
-68.6407 -44.3115 | 4.30924 -0.631964 | 4618.01 7649.11
-68.2028 -44.0647 | 0.0349242 -0.0525054 | 11785.9 -12981.3
-67.7415 -43.8612 | -3.10169 0.69266 | -25933.4 -1396.18
-67.2855 -43.6843 | -1.82609 7.03841 | 5250.99 4496.36
-66.8159 -43.5338 | 1.72237 -0.437725 | 24600.6 -1632.17
-66.3213 -43.4214 | -7.32025 -3.65285 | -25867 1745.78
-65.8355 -43.3363 | -6.06551 0.734923 | 7939.25 4805.47
-65.3425 -43.2842 | 0.646781 -3.62032 | -8173.45 -19665
-64.8513 -43.2873 | 1.08386 0.906935 | 12622.2 26870.5
-64.3534 -43.2867 | -1.71126 0.08521 | -10276.5 -9465.55
-63.8638 -43.3303 | -3.93386 1.42475 | -8515.9 2785.75
-63.3852 -43.4236 | -1.37157 1.08321 | 29319.8 -10884.5
-62.9029 -43.577 | -3.56391 4.46039 | -17292.3 9264.62
-62.4466 -43.7733 | -0.458143 3.48245 | 443.938 -10512.4
-62.011 -44.0172 | -2.26022 0.56077 | 6808.9 1420.94
-61.5807 -44.2769 | 2.68408 0.579774 | 3900.08 17661.4
-61.1529 -44.5334 | 0.200668 -1.33645 | -13988.4 -14653.3
-60.7543 -44.8289 | 1.47499 -1.2785 | 11629.4 8707.12
-60.3646 -45.14 | 5.53623 -3.22013 | -9382.26 -11907.3
-60.0014 -45.4834 | -3.24432 0.503563 | 5013.69 4970.98
-59.6398 -45.8318 | -0.771635 3.11631 | 17813.2 -7777.76
-59.2671 -46.1853 | 2.39795 3.78337 | -11619.8 5856.51
-58.9084 -46.5435 | 0.835166 1.05268 | -5839.26 -7141.03
-58.5627 -46.9109 | -1.36088 -2.47295 | -9211.05 16633.8
-58.2123 -47.2574 | -3.07676 -3.32603 | 16733.2 -908.919
-57.8356 -47.5861 | 0.720894 3.0759 | -3703.05 -4763.77
-57.4581 -47.9161 | -2.48399 0.916737 | -5691.04 -7882.96
-57.0855 -48.252 | 2.49264 2.20015 | -417.346 9914.15
-56.7009 -48.5678 | 1.1381 0.311841 | 6516.77 -0.916736
-56.2986 -48.8658 | 0.646804 -2.88809 | -4978.22 -10505.5
-55.8898 -49.1564 | -1.49406 -3.47618 | -6334.5 10139.9
-55.464 -49.41 | -1.49736 -7.306 | 12747 -5770.84
-55.0077 -49.6241 | 0.938429 0.0187646 | 948.725 3985.15
-54.5297 -49.7886 | -2.44609 4.90562 | 4296.97 -1649.97
-54.0373 -49.9109 | 0.927793 -0.524078 | -13147.8 3664.76
-53.5466 -49.9936 | -0.682711 -1.19969 | -11829.4 -7038.27
-53.0586 -50.0471 | 1.99459 -1.65238 | 22698 9267.14
-52.5541 -50.05 | 1.19894 -0.0623457 | -2997.32 -6288.29
-52.0512 -50.0225 | -1.16304 -2.12057 | -9623.58 2824.15
-51.5576 -49.9611 | -0.419607 -3.90484 | 2270.03 -7020.22
-51.0671 -49.876 | 1.42833 -2.57204 | 3598.1 4384.12
-50.5812 -49.7496 | -3.1134 -1.40903 | 9100.58 6320.15
-50.1004 -49.5789 | -1.15338 -2.01109 | 8087.56 -5407
-49.6299 -49.375 | -0.766101 -1.3845 | -22950.9 5194.96
-49.198 -49.1224 | -4.24524 -5.62773 | -2502.87 -5849.59
-48.7868 -48.8467 | -0.174081 0.215887 | 6899.2 649.119


-87.4235 44.605 | 0.951685 4.40323 | 7511.92 -14130.3
-87.0946 44.213 | 2.08871 4.78264 | -12136.1 22758.8
-86.743 43.8628 | 3.98752 2.70824 | 7715.8 -11171.2
-86.3656 43.5304 | -0.723014 -3.48832 | -1515.78 -3504.09
-85.9687 43.2171 | -1.2065 -5.15567 | 12969.3 3824.51
-85.5448 42.9315 | 2.78916 2.3851 | -9984.76 -7567.01
-85.118 42.6551 | -4.83944 -0.133472 | 839.741 14706.5
-84.681 42.405 | 2.12038 1.15227 | -3772.39 -7944.14
-84.2462 42.1506 | 1.73558 3.18177 | 2530.35 -4537.54
-83.8092 41.8926 | 0.215483 4.22596 | 9580.12 -5943.71
-83.3632 41.6418 | 0.702667 -2.04906 | -22389.1 32777.5
-82.9243 41.4251 | -2.3253 -6.94497 | 1529.79 -12393.3
-82.4977 41.1803 | 0.547496 -0.0495968 | 7017.91 -14174.3
-82.0872 40.8929 | 0.186564 3.33134 | -2923.23 4347.43
-81.6925 40.587 | -0.704301 -0.59786 | 2414.85 6573.76
-81.3061 40.2731 | 0.50139 1.07269 | -839.678 -3120.55
-80.9352 39.9399 | -2.18457 -3.44862 | -984.534 -461.119
-80.5813 39.5878 | -0.929198 1.64587 | 9546.18 2642.77
-80.2397 39.2172 | -2.3783 2.2879 | 7398.24 -15879.7
-79.9321 38.8057 | 6.75175 -1.86928 | -20103.2 8391.88
-79.6885 38.3658 | 4.3845 -3.78587 | 9099.66 11391.3
-79.4835 37.9114 | -0.961186 0.310707 | -2241.94 -19424.3
-79.3364 37.4261 | 0.0325458 0.214462 | -9111.14 20261.3
-79.2454 36.9397 | 2.92112 -0.0997171 | 11125.3 -3140.9
-79.1823 36.4467 | -0.805472 0.319117 | -10239.4 -9571.21
-79.1614 35.9441 | 3.25056 0.391656 | 8657.67 5551.77
-79.1527 35.4425 | 3.75026 0.357595 | -4958.78 -11413.2
-79.161 34.9342 | 0.605021 -1.20131 | 13254.4 4691.68
-79.1712 34.4293 | -0.482491 -1.08648 | -10004.6 15499.6
-79.2195 33.9341 | -0.851027 -1.00071 | -2824.58 -29219.2
-79.3017 33.4242 | -0.333833 -5.42014 | -4321.63 -3024.27
-79.4134 32.9162 | 1.64431 -1.19667 | 7398.83 16607
-79.5384 32.4242 | 2.93058 -0.00143171 | -803.562 6968.3
-79.6803 31.9447 | 1.67165 -1.56871 | -2135.59 9553.8
-79.8322 31.4743 | 1.83719 3.06292 | 2143.14 -8252.07
-79.9716 30.9942 | -1.47333 2.6816 | 2474.84 -21200.3
-80.0916 30.4965 | 3.1886 1.00439 | -2383.06 27257.2
-80.2067 30.0122 | 0.445548 1.96535 | -4746.76 -14691.4
-80.3086 29.5176 | 2.10177 4.82684 | 1391.45 7186.22
-80.3762 29.0217 | -4.22505 4.71402 | 10179.5 3141.59
-80.3904 28.524 | -7.13844 -1.82745 | -7327.63 -5976.22
-80.3726 28.0223 | 1.67382 -0.329069 | 932.587 -1728.99
-80.3153 27.521 | -1.61464 -6.11482 | 3265.65 -9733.94
-80.2136 27.0234 | 0.33834 -3.91164 | -5637.55 33472.4
-80.0738 26.5581 | -1.51565 -3.3103 | -6173.6 1480.98
-79.9038 26.1052 | -4.66583 -2.07082 | 11485.5 -36989.8
-79.6902 25.6449 | -3.47827 0.79713 | 7093.14 27575.8
-79.4326 25.2189 | 7.06647 1.27662 | -19944.7 -19274.4
-79.1766 24.7897 | 9.48234 0.847656 | 7078 15353
-78.8839 24.3891 | 0.0560714 -2.44728 | 17616.8 -12499.3
-78.5547 24.0019 | -6.24109 -3.49369 | -18631.6 -2847.5
-78.228 23.622 | -1.80179 8.43501 | -15026.4 19288.7
-77.8883 23.2751 | -0.190199 1.4423 | 33562.7 -405.01
-77.505 22.9566 | 0.269184 0.706709 | -36805.4 -15242.3
-77.1436 22.6242 | -5.19925 1.13861 | 31622.6 538.202
-76.744 22.3162 | -0.809964 2.73938 | -12335.1 4592.4
-76.3337 22.0342 | -1.7425 -3.06351 | -2391.26 10957.4
-75.9116 21.7761 | 1.58388 0.0694018 | 21753.6 -26253.2
-75.4774 21.5017 | -2.65658 -0.190135 | -18646.2 17322.8
-75.0529 21.2352 | 4.45183 -0.665121 | 4280.84 -21064.7
-74.628 20.9578 | 1.31805 -1.58027 | 1549.57 28109.7
-74.1885 20.7216 | -4.82239 2.79742 | -13227.4 -4547.15
-73.7546 20.4841 | -0.872628 0.64926 | 27242 -17913.3
-73.3092 20.2293 | 0.732304 1.84085 | -22412.8 15479.8
-72.8793 19.9771 | -0.780053 5.68946 | 10056.5 8766.65
-72.4534 19.7154 | -3.2529 0.549729 | -740.381 -28008.6
-72.0575 19.395 | -1.85567 1.63418 | -4738.09 15668.2
-71.6858 19.057 | 0.458911 4.67628 | 3090.63 -6364.94
-71.3339 18.6962 | -2.5467 2.52455 | -5108.8 16089.9
-71.0041 18.3285 | 2.56138 2.57838 | -8248.81 -2665.03
-70.706 17.9359 | 2.97158 -4.7821 | 24647.6 -17144.7
-70.4181 17.5149 | 2.81649 -1.45104 | -18275.7 12639.1
-70.1771 17.0766 | 1.31774 2.16891 | 6366.87 -6946.91
-69.9678 16.6155 | 3.52044 0.841921 | 12323.1 -12054.6
-69.7909 16.1303 | 6.53084 3.42797 | -19662.4 4311.03
-69.6828 15.6324 | -4.17046 1.1002 | 2204.9 19053.7
-69.6137 15.1406 | -0.837396 1.94713 | 5473.07 -844.904
-69.5714 14.6453 | -0.106857 0.895892 | -12600.2 -15897.6
-69.5654 14.1381 | -0.878119 -2.93448 | 16598.4 3250.46
-69.553 13.6315 | 3.65818 -1.4852 | -6600.24 -680.299
-69.5563 13.1261 | 3.52 2.91716 | 6258.52 17741.9
-69.5712 12.6319 | -0.515787 3.45995 | -12301.4 -13755
-69.6179 12.132 | 3.19691 3.69463 | 4226.86 1600.04
-69.6688 11.6336 | 4.37203 -4.53616 | 6191.24 9021.55
-69.7129 11.1403 | -0.399629 -4.16316 | -6658.34 -8069.28
