-76.1968 0.869383 | -0.52265 -4.55778 | 2524.34 3744
16.2999 -11.1576 | 1.55591 0.583866 | -9474.87 -5234.16
16.7326 -10.9109 | -0.196956 1.99857 | 4899.35 -5525.11
17.1681 -10.6685 | -1.55857 2.69139 | -1100.86 6711.84
17.6036 -10.4225 | -0.942235 4.20119 | 1620.94 -2401.95
18.0471 -10.1884 | 0.859211 1.15035 | 6515.73 5281.88
18.5034 -9.97001 | 1.78761 -1.72822 | -7184.08 -8910.72
18.9667 -9.78447 | 0.0431954 -0.556256 | -7376.4 1419.88
19.4342 -9.62414 | -0.84888 -0.669131 | 5168.82 1709.98
19.9136 -9.49325 | -2.58949 1.97079 | -1686.32 -3955.01
20.4015 -9.39849 | -2.47438 1.77161 | 10861.6 10160.8
20.9013 -9.32944 | 0.603708 0.453646 | -4728.18 -14931.4
21.4016 -9.31069 | 1.93049 -3.30918 | -11339.6 5548.28
21.8948 -9.30765 | -0.19876 -0.861604 | 9228.67 8263.4
22.3928 -9.30807 | -0.695644 1.28555 | -3935.01 -4329.33
22.8891 -9.33248 | -0.339456 0.984425 | 5511.06 4168.29
23.3863 -9.3827 | -2.73535 -2.90783 | -1621.23 -5467.72
23.8754 -9.47691 | -0.88387 -2.04595 | -13045 -261.6
24.3472 -9.60857 | 1.32397 0.771679 | 3610.91 2588.34
24.8142 -9.76043 | 1.31893 0.0790692 | 5093.15 -765.272
25.2812 -9.92622 | 0.0704078 0.621424 | 6945.62 1420.9
25.7512 -10.1018 | -0.449869 -0.0256905 | 6096.19 -10414.9
26.2215 -10.2963 | 1.29033 0.0919603 | 846.971 4242.23
26.6932 -10.4886 | 0.00647199 1.51911 | 941.461 6106.49
27.1656 -10.6741 | -2.38932 1.06853 | -9146.65 -334.064
27.6275 -10.8695 | -0.677225 -0.0593263 | -1588.76 -1256.3
28.0818 -11.0815 | 0.532544 -0.0299304 | 10234.1 -10686.3
28.5368 -11.3114 | -1.59589 -1.89046 | -5806.01 3146.6
28.9907 -11.5338 | -1.19889 -2.55367 | -6737.52 13728.2
29.4485 -11.7277 | 0.125954 0.634371 | 1133.96 -4935.66
29.9116 -11.9131 | 1.04704 3.6429 | 6864.25 -10135.3
30.3842 -12.0929 | 0.961132 1.94379 | 225.001 7359.45
30.8664 -12.2391 | 0.365128 -0.325495 | -10308.7 2805.35
31.35 -12.3507 | 2.26985 1.91511 | -2192.99 349.641
31.8382 -12.4304 | 2.86548 3.19865 | 9633.71 -3575.39
32.3366 -12.482 | 1.76982 2.81293 | 546.781 1456.11
32.8375 -12.4996 | 0.00164009 2.71304 | -10368.1 -2515
33.3306 -12.4842 | -1.52893 1.23981 | -7555.22 2871.54
33.8157 -12.4289 | -0.86119 -0.727561 | 8704.57 -3928.81
34.3026 -12.3421 | -1.1847 1.29755 | 13440.2 7049.55
34.7916 -12.215 | -1.55441 0.92464 | -246.922 -3682.2
35.2713 -12.0588 | -0.583554 -0.0836762 | -13926.2 -1755.99
35.7289 -11.8719 | -0.999666 5.99296 | -5122 -8150.77
36.1699 -11.6605 | -0.702015 5.60581 | 13649.9 10351.2
36.6011 -11.4082 | 1.5624 1.62045 | 1217.34 2670.58
37.0134 -11.1218 | 1.32719 0.395815 | -10357.2 -3880.48
37.4016 -10.8147 | 1.55756 -1.80474 | 1653.8 -5631.61
37.7816 -10.5009 | 4.43906 -0.762004 | 2684.85 1353.35
38.1569 -10.1776 | 4.5477 -0.828233 | 4904.22 7604.25
38.5282 -9.84069 | 1.07539 0.0403213 | -4759.41 626.234
38.8955 -9.50122 | 3.19298 -0.0776251 | 3107.97 -6691.26
39.2739 -9.1761 | 2.96988 -0.0731035 | 6352.09 -1421.15
39.6629 -8.85884 | 0.73095 0.640637 | -3359.14 12167.8
40.0457 -8.52944 | 1.78101 -1.17008 | -4930.34 -6343.7
40.4284 -8.20802 | 4.80401 -0.33723 | -1315.39 -6517.4
40.8196 -7.90323 | 6.09085 -1.0252 | 628.109 9893.81
41.2212 -7.6071 | 3.01836 0.222495 | 14.6622 -8789.01
41.6411 -7.34388 | 1.45756 2.27543 | -5223.53 -3111.54
42.0735 -7.10974 | 1.84482 0.135592 | 4897.7 8867.47
42.5207 -6.89408 | 0.617324 -0.0762519 | -1874.55 -1255.18
42.9806 -6.71206 | 0.861555 0.837246 | -8022.17 -6833.59
43.4494 -6.57492 | -1.32325 -0.147483 | 3578.36 4309.69
43.9304 -6.47132 | -1.04021 -1.60755 | 11791.7 2540.83
44.4272 -6.40097 | -0.744979 -1.38927 | 7463.09 827.05
44.9337 -6.36556 | -1.95218 -4.29629 | -6931.72 1020.8
45.4375 -6.36712 | -1.75374 -5.2067 | -1473.7 -6943.54
45.9377 -6.41261 | -2.9462 -2.15428 | 415.385 6830.56
46.4346 -6.48159 | -2.63131 0.418985 | -3250.32 -4300.99
46.925 -6.58046 | 0.631825 0.323481 | 4019.58 -3843.35
47.4143 -6.69749 | -0.945774 -1.18483 | 1187.23 4286.79
47.9043 -6.8082 | -1.92835 -2.98197 | -8180.79 10587.5
48.391 -6.90391 | -0.411109 -1.43995 | 1081.21 -13205.8
48.8765 -7.01263 | 0.813881 -4.5921 | 264.522 8501.92
49.3646 -7.11035 | 0.510077 -3.52425 | 7536.86 -1386.21
49.8589 -7.20739 | -0.708645 2.51618 | 6277.33 -3458.15
50.3563 -7.3129 | -2.32163 0.167525 | -8475.96 2227.93
50.8462 -7.42603 | -1.01364 -2.22245 | -2163.02 -5488.36
51.3308 -7.55051 | -0.0643868 -0.499986 | -7915.03 8431.86
51.8105 -7.66604 | 0.112408 0.987993 | -297.995 -6795.81
52.2907 -7.77979 | -1.21804 2.67065 | 3477.44 272.642
52.7779 -7.8718 | 0.421714 3.34113 | 1.9656 -722.699
53.2721 -7.92608 | 1.04127 6.41571 | 10407 5995.13
53.7763 -7.92557 | 0.875112 2.50181 | 797.733 1408.83
54.2793 -7.87904 | 2.67578 -0.316693 | -9662.67 -8157.47
54.7707 -7.8006 | 2.26861 0.090879 | -4800.82 4699.5
55.2486 -7.6763 | 1.0564 -0.344809 | -880.575 2262.79
55.7158 -7.51606 | -0.749949 -0.0380234 | 6303.34 -2999.75
56.1812 -7.34017 | 0.766183 -2.71173 | 3181.15 -548.765
56.6448 -7.15213 | 2.45823 -0.489306 | 2048.73 -648.386
57.1039 -6.95012 | 2.74024 0.951845 | 604.295 -2652.79
57.5525 -6.72862 | 1.86862 -0.513357 | -14647.8 3964.29
57.9756 -6.47561 | -0.966737 3.24656 | 9915.44 -6847.66
58.3932 -6.20966 | 0.502322 -0.20026 | 619.288 6824.61


30.3476 -46.5936 | 0.377222 -3.98828 | 1918.53 -3215.43
30.7569 -46.8834 | 0.199598 -2.35691 | -9469.9 6251.4
31.1763 -47.1446 | 0.52391 -0.11999 | 2637.82 3566.75
31.6158 -47.3731 | 1.52214 -1.40965 | 13217.5 -11509.9
32.078 -47.5822 | 0.618754 0.85564 | 4588.18 -174.331
32.5563 -47.7603 | 1.55961 0.187617 | -14638.8 4104.55
33.0363 -47.8993 | 2.32441 -3.92303 | -6645.82 6884.46
33.5206 -47.9936 | 2.20782 -3.68809 | 7669.68 -7447.67
34.0144 -48.0605 | 1.45098 -0.216482 | -1421.27 259.555
34.5119 -48.0918 | -1.95699 2.21225 | 2428.81 -808.123
35.0125 -48.0819 | -2.71426 -0.270924 | 6982.39 52.3603
35.5143 -48.0227 | -0.773858 2.08545 | -2297.36 3421.81
36.0043 -47.9055 | 0.122614 2.00422 | -11254.6 12001
36.4725 -47.7359 | 2.22353 -0.238838 | -2958.05 -21273.5
36.936 -47.5738 | 0.0856855 2.59533 | 6593.18 2180.58
37.4003 -47.4017 | 1.45901 1.53725 | 3296.4 2813.5
37.8588 -47.2065 | 3.42016 -0.582041 | -5702.93 3127.58
38.3028 -46.9831 | 0.836614 0.387746 | 4905.21 3568.56
38.7429 -46.7418 | 0.310431 0.883601 | 11423.4 -2474.31
39.1878 -46.4978 | 0.98155 0.226242 | -11530 -107.232
39.6209 -46.2461 | 3.54084 -2.55392 | -3297.83 -2466.92
40.0488 -45.994 | 1.30374 2.40809 | -1076.95 -4832.99
40.4766 -45.7473 | 0.224619 3.45343 | 31.9461 3081.86
40.9034 -45.4981 | 2.72494 1.1637 | -4851.07 4566.59
41.3302 -45.2499 | 0.9806 1.66326 | 7762.54 -5789.31
41.7748 -45.0258 | -1.08848 3.98287 | 13019.4 6191.25
42.2379 -44.8171 | -0.28213 2.96738 | -7406.92 1253.31
42.7042 -44.6229 | -0.704696 0.448558 | -3226.45 913.047
43.1775 -44.4516 | 0.290147 -1.02238 | 6140.97 -1062.03
43.6664 -44.3187 | 1.13939 -2.5983 | 3278.94 -5084.07
44.1666 -44.2335 | 1.94274 0.267512 | -11310.6 -1305.7
44.6636 -44.1851 | 1.22667 2.4121 | -6074.31 2623.33
45.1579 -44.1613 | 1.01122 0.471583 | 7538.41 -1855.05
45.6573 -44.1614 | 2.33089 -0.118763 | 2480.62 4917.02
46.1583 -44.176 | -1.41295 2.11118 | -6415.26 -2598.94
46.655 -44.2146 | -3.04197 1.87389 | 8863.22 2768.13
47.154 -44.2748 | -1.75785 -2.47645 | -6312.16 224.142
47.6438 -44.3666 | -1.38173 -1.5999 | -7960.2 -2835.78
48.1205 -44.4969 | 0.224896 4.16495 | 10760.1 -3224.41
48.5957 -44.6564 | -2.69628 -0.537184 | 2383.71 2898.38
49.0677 -44.8311 | -3.8641 -0.98361 | -1323.3 -1646.52
49.5332 -45.0207 | -3.39774 0.754578 | -3556.1 3512.2
49.9927 -45.2173 | -2.73572 0.438408 | -16.883 -6137.53
50.4498 -45.4227 | 0.118481 -1.91938 | 5137.4 2651.37
50.9145 -45.6163 | 1.98512 -1.91017 | -3066.16 3601.87
51.3848 -45.7916 | 3.21968 -1.65892 | 6695.06 1641.4
51.8645 -45.9533 | 1.20119 -0.695687 | 2722.57 -11283.2
52.3473 -46.1177 | -0.0100338 0.607639 | -8530.85 2952.63
52.8297 -46.261 | 0.996359 2.64046 | -5376.78 13821.5
53.3161 -46.3621 | 1.55243 2.02295 | 265.946 -5651.27
53.8066 -46.4489 | 2.53663 2.2421 | 9213.34 -4804.05
54.3061 -46.5276 | 2.88353 -2.16975 | 5571.01 -524.837
54.8127 -46.5907 | 2.28611 -2.05862 | -2976.2 2625.27
55.3204 -46.6303 | 0.527818 -0.74214 | 3747.48 -2880.46
55.8306 -46.6476 | -2.78504 1.20447 | -11204.1 3335.9
56.3334 -46.6318 | -2.61242 2.31216 | -339.998 -1689.32
56.8334 -46.5842 | -1.1153 0.320961 | 8204.04 -1712.97
57.3325 -46.499 | -0.51335 -1.50513 | -8832.25 3719.05
57.8149 -46.3613 | 0.750302 -3.04496 | 387.407 -295.919
58.2805 -46.1752 | 0.995067 -1.7663 | 4079.47 -1662.06
58.7271 -45.9439 | 0.398802 0.0547956 | -4652.1 2764.83
59.141 -45.6619 | -0.00460746 0.421295 | -1584.41 -2163.01
59.5194 -45.3382 | 2.82413 -2.71573 | -5106.67 -6414.55
59.8578 -44.9801 | 1.82558 -1.75672 | 721.152 7626.86
60.1593 -44.5851 | -1.01081 -0.432712 | 5500.64 3611.49
60.4378 -44.1685 | 1.54056 -2.55669 | -3047.42 -10349.7
60.6974 -43.7457 | 1.24675 -1.25939 | -417.817 12015.4
60.9441 -43.3075 | -1.38566 -1.06165 | 10961.7 2268.5
61.2004 -42.868 | 3.60041 -1.25906 | 809.729 -2987.5
61.4573 -42.4305 | 0.789097 -0.870949 | -6403.74 -3063.47
61.7001 -41.992 | -0.924424 -1.21855 | -10773.6 -12540.8
61.9272 -41.5579 | -1.94665 0.41989 | 3441.68 594.841
62.1591 -41.1239 | -2.44134 -0.894435 | 12083.2 20010.5
62.4061 -40.6803 | -1.77086 -1.24695 | 1159.73 -4886.15
62.6602 -40.2423 | -1.70256 -0.0730348 | -6799.68 -8729.43
62.9063 -39.81 | -0.0101893 -0.846671 | -9878.07 -6617.8
63.1382 -39.3789 | 5.99131 0.305598 | 606.506 7514.77
63.375 -38.9452 | 4.70672 -0.376225 | 8772.6 5746.19
63.6411 -38.5211 | 2.19135 0.122689 | -2850.68 -4039.14
63.9368 -38.1201 | -0.0115283 0.568702 | 288.944 -733.976
64.2669 -37.7476 | -0.736634 -2.55034 | 6401.7 -3221.22
64.6319 -37.4077 | 2.04996 -3.45973 | -9732.1 1090.26
65.0094 -37.0866 | 3.15465 -3.54615 | 4769.25 8332.15
65.407 -36.7817 | 0.337536 0.871377 | 2979.88 -3741.09
65.829 -36.5097 | -1.11267 3.76152 | -1273.24 -982.432
66.2694 -36.2707 | -2.61692 0.705991 | -222.511 857.313
66.7244 -36.062 | -2.19291 1.67882 | -2551.08 -1938.8
67.1894 -35.8842 | -1.58363 2.18276 | -5281.06 -490.839
67.6601 -35.7334 | -1.54287 0.0426113 | 2553.31 -555.693
68.1398 -35.6071 | 1.19771 -1.62908 | 6489.4 7777.41
68.629 -35.4976 | 0.274747 0.494682 | -3602.29 -3499.36
69.1215 -35.4222 | 1.0846 -0.758472 | -6381.96 -7955.22
69.6135 -35.3857 | 1.97123 -2.01829 | 3107.1 4661.9
70.1076 -35.3616 | -0.149278 -1.53681 | -3211.36 6005.74
70.6007 -35.3411 | -0.401875 -4.11454 | 6841.37 -8332.57
71.0984 -35.339 | 0.0306816 -2.15109 | -2698.32 2592.75
71.5952 -35.3358 | -1.88933 -0.14678 | 1522.29 1416.71
72.0933 -35.3222 | -2.84482 -1.53206 | 6326.29 -3485.63
72.5945 -35.2946 | -3.15132 -0.228818 | -7543.76 8220.8
73.089 -35.2353 | 0.471259 2.1437 | 3420.54 -4985.77


16.7161 -58.3475 | -3.96946 -2.16127 | -1282.23 388.311
17.103 -58.0315 | -0.816081 -1.33821 | 1867.06 44.278
17.4813 -57.7034 | 1.29138 -0.683835 | 6332.26 -3553.97
17.8535 -57.3662 | -0.236591 0.837242 | -5914.06 2802.44
18.2007 -57.0053 | -2.23098 0.204293 | -4761.34 7159.6
18.5241 -56.6209 | -1.2334 -1.25339 | 7071.19 -5568.75
18.8478 -56.2362 | -1.17461 -1.05479 | -4021 724.519
19.1694 -55.851 | -1.22588 -0.239655 | 2005.47 4213.05
19.5 -55.4706 | 1.39382 -0.909722 | 3728.32 -10190.2
19.8476 -55.1113 | -0.15444 1.26396 | -9498.22 -1496.95
20.1947 -54.7605 | -0.385916 2.34236 | -6455.79 -196.512
20.5434 -54.4168 | -0.0672131 5.28883 | 439.684 1763.69
20.91 -54.0898 | 3.89904 1.28543 | 11612.2 4623.57
21.3113 -53.7913 | 2.84412 -0.927772 | 7127.53 230.157
21.7424 -53.5288 | 0.207849 -0.0498789 | -12097.1 -1744.59
22.1849 -53.3 | 1.12666 0.29556 | 3193.04 -1482.42
22.6458 -53.1076 | 2.66484 0.890307 | 6368.79 5165.39
23.1236 -52.9459 | 2.67363 -1.23469 | -3848.07 -1856.77
23.6104 -52.8225 | 2.8742 -0.682574 | -2509.4 -3194.35
24.1035 -52.7399 | 2.69016 -1.71915 | 1132.32 5324.73
24.603 -52.6894 | 1.3577 -2.81823 | 9567.95 -7193.36
25.112 -52.6827 | 0.672526 -0.3176 | 4848.46 2037.18
25.6238 -52.7023 | -0.284567 0.774033 | -10872.1 6630.52
26.1266 -52.7394 | -0.076716 2.3145 | -6387.76 823.235
26.6202 -52.8101 | -0.253377 1.4527 | 4203.01 -4318.97
27.106 -52.9317 | 0.144225 1.22963 | -1198.51 -3119.58
27.5762 -53.1051 | -1.53129 -0.00370781 | 1626.72 -2464.25
28.0309 -53.3192 | -2.35372 0.254118 | -2207.02 4207.86
28.4706 -53.5559 | -0.585165 0.337089 | -8850.24 32.4628
28.8941 -53.8086 | -0.752077 -0.215593 | 830.533 10165.2
29.3149 -54.0581 | -3.18172 0.0884421 | -553.812 -1254.8
29.73 -54.318 | -4.49189 0.710569 | 4602.05 -14223.8
30.1413 -54.5977 | -2.40973 2.07094 | 1197.82 8126.04
30.5585 -54.8651 | -1.48961 -0.0133564 | -6112.03 5420.69
30.9792 -55.1172 | -0.204401 -0.549972 | 3796 -3781.1
31.4078 -55.3626 | -0.735498 -1.37099 | 4706.94 -3164.12
31.8455 -55.6024 | 0.439071 -0.0716678 | 1220.96 -10674
32.292 -55.8353 | 1.9167 4.47578 | 2758.89 9795.7
32.7568 -56.0258 | 1.40699 4.72302 | -7395.78 4722.62
33.2316 -56.1746 | 0.701787 1.16925 | 6469.29 -10152.5
33.7201 -56.2951 | 1.45275 2.79735 | 3840.6 5908.22
34.2208 -56.3664 | 0.0734974 1.52285 | 576.241 707.873
34.7263 -56.3921 | -1.06862 0.118346 | -3793.5 -1448.19
35.2289 -56.3782 | -0.221303 1.56986 | -9144 511.485
35.723 -56.3249 | 1.09589 -1.15793 | 8465.45 -62.4062
36.2169 -56.2358 | 1.0346 -0.249733 | 1661.72 230.822
36.7053 -56.1122 | -1.36468 3.12956 | -2585.14 1356.21
37.1834 -55.9547 | -0.17424 -3.19145 | 5318.02 1194.92
37.6552 -55.7695 | -2.26659 -2.32624 | -1672.72 -488.156
38.118 -55.5618 | 0.307006 -2.52223 | 6676.99 1783.99
38.5767 -55.3336 | 3.81367 -2.79079 | 5983.55 751.795
39.0278 -55.0839 | -0.081503 2.1473 | -10098.5 -1815.36
39.4544 -54.8075 | -2.21456 2.90777 | -10771.7 1397.86
39.8538 -54.5048 | 0.733575 -1.10229 | -1732.18 -8875.86
40.2424 -54.1968 | 3.11944 -1.04351 | 5339.1 1693.13
40.6284 -53.8811 | 2.54122 1.82848 | 833.447 672.38
41.0071 -53.5551 | 3.14961 1.73755 | -6658.84 3963.85
41.3741 -53.2164 | 2.37563 1.59078 | 12240.4 2457.21
41.7508 -52.8791 | 1.59956 -0.120697 | -6285.37 -3937.45
42.1286 -52.5499 | 2.21131 -2.0023 | -5861.34 -4697.38
42.5092 -52.2324 | 2.39854 1.18465 | 4046.46 4286.65
42.9014 -51.925 | 4.24364 1.94489 | -4701 1001.97
43.3052 -51.6368 | 3.30529 -0.708563 | 927.896 -6755.28
43.7302 -51.3857 | 2.02814 -1.43746 | -569.012 1341.18
44.1719 -51.1671 | 2.34412 -2.3421 | -6509.83 5025.47
44.6243 -50.9801 | -2.13578 0.945055 | -3447.28 -6062.44
45.0919 -50.8477 | -4.38282 0.193143 | 7516.11 -531.817
45.5772 -50.7673 | -1.18576 -1.92197 | 8199.78 9972.56
46.0746 -50.7243 | 3.96158 -0.645567 | 785.649 -4238.06
46.5749 -50.7374 | 1.9913 3.53208 | -2022.48 -5697.76
47.0694 -50.8065 | -2.36519 -0.389975 | -3673.64 10618.4
47.5541 -50.9068 | -2.597 -1.15147 | -6161.81 -6159.96
48.0245 -51.0518 | -1.51465 -0.321902 | 7472.74 -639.172
48.491 -51.2252 | -0.972007 -1.75534 | 8962.88 7320.9
48.9565 -51.4143 | 0.535745 -2.29671 | -3516.19 -11414.2
49.4061 -51.6418 | 1.31465 -0.108088 | 2203.17 6878.65
49.8445 -51.8875 | 0.733711 -1.84931 | -4193.89 2925.25
50.2628 -52.1559 | 1.03638 -3.10921 | -13349.9 2419.94
50.6503 -52.4514 | 0.876309 -2.3539 | -3312.59 2920.18
51.0205 -52.7644 | 0.0898977 0.660248 | 10948.5 -7513.08
51.3941 -53.0887 | -0.163188 -0.185846 | 10443.1 -4392.72
51.7796 -53.4143 | 0.101966 -3.20568 | 3290.88 -7450.92
52.1734 -53.7388 | 1.69045 -1.87063 | -252.783 11316.7
52.5763 -54.0442 | -0.0401453 -0.0215839 | -7269.47 2944.21
52.976 -54.3453 | -0.774416 -0.0883994 | 1610.29 -11074.7
53.3736 -54.6569 | 0.721451 -1.09628 | 4274.18 4773.56
53.7782 -54.9611 | 3.17161 1.50291 | -1259.32 -1427.41
54.1853 -55.2616 | 2.19209 0.285484 | 2389.46 3450.22
54.5949 -55.5563 | 3.71811 0.459075 | -12003.7 -362.576
54.993 -55.8548 | 2.78795 1.82409 | -2988.45 291.001
55.3912 -56.1492 | -0.562579 2.28847 | 7697.55 5152.08
55.8041 -56.4264 | -2.36823 -1.87591 | -3321.34 -8773.27
56.2215 -56.6994 | 0.739569 -2.96418 | -789.147 4097.85
56.6507 -56.9497 | 4.0707 -0.965474 | -495.41 2996.99
57.0939 -57.1719 | 2.92442 0.590501 | 2585.16 -4532.23
57.5502 -57.3711 | 1.74331 2.03441 | -4445.8 105.736
58.0157 -57.5393 | 1.33634 1.40582 | -3765.33 5231.6
58.4915 -57.6662 | 0.39394 1.56702 | 12176.7 -5723.82
58.9833 -57.7613 | 0.332047 1.52554 | -255.624 3091.97
59.4817 -57.8202 | -0.340924 -1.63784 | -2307.28 -1475.84


-16.3144 42.0494 | 5.94684 -5.57208 | 5907.12 -2309.28
-15.8917 42.3247 | 2.27065 -4.46699 | 2356.54 9522.32
-15.4623 42.5956 | 1.05656 -4.39723 | -10112.3 -8134.53
-15.0316 42.8476 | -1.37291 -1.70268 | -5956.07 2182.06
-14.5946 43.0809 | -1.19651 2.46851 | 6322.8 -1839.5
-14.1373 43.2792 | -1.40525 4.16319 | 4606.39 -2066.41
-13.6616 43.4394 | -1.50431 2.77122 | 2918.74 3869.06
-13.1748 43.5723 | 0.534858 1.81497 | -4485.98 -7477.78
-12.6848 43.6774 | 0.166546 -0.183972 | 247.624 14287.3
-12.1928 43.7811 | 1.61873 1.98334 | 2690.59 -6058.81
-11.6945 43.8546 | 1.55125 -0.204025 | -5253.84 -1638.34
-11.1962 43.8935 | -0.641723 -0.138832 | -2458.73 -3100.5
-10.6977 43.8984 | -1.34137 0.180617 | 7894.22 8037.49
-10.1937 43.8828 | -3.06217 1.25929 | 6977.91 -4848.05
-9.68748 43.8275 | 1.43572 1.77825 | -5922.49 -4970.57
-9.19142 43.7304 | 5.1388 0.5705 | -10017 5996.51
-8.70824 43.6104 | 2.55927 -0.247493 | 1364.39 -9655.34
-8.22902 43.468 | 0.938274 1.11349 | 9589.37 9238.11
-7.74117 43.3402 | -1.45912 -2.99305 | -3921.08 866.352
-7.25287 43.2228 | -1.12287 -4.35613 | -1325.62 6405.97
-6.76525 43.1107 | 0.907845 -4.62484 | 2235.44 -9846.26
-6.28139 42.9748 | 1.39744 -4.18694 | -3542.57 -307.817
-5.8043 42.8229 | 1.54873 -5.05644 | -2257.19 -169.077
-5.32994 42.6658 | 0.28063 -2.97619 | 5258.69 -4060.98
-4.84916 42.5159 | 1.3654 0.389409 | -44.4634 4151.83
-4.36036 42.3977 | 2.01565 -1.33377 | -2943.49 3401.84
-3.86597 42.3202 | -0.30399 -3.88926 | 288.375 2510.11
-3.367 42.2809 | 0.29961 0.40372 | 2556.91 -4390.95
-2.86478 42.2669 | 2.55431 2.04178 | -903.171 -2053.05
-2.36299 42.2823 | 2.8037 -1.06996 | -397.466 881.62
-1.86434 42.339 | 0.725091 -0.859285 | 2522.92 1749.51
-1.37223 42.4452 | -0.290206 1.74642 | -3375.47 3696.77
-0.895041 42.6028 | 1.12954 0.701408 | 3747.52 -552.402
-0.43045 42.7987 | -0.00749631 -1.13882 | -4826.33 -2143.2
0.0163422 43.0246 | -0.123081 -2.65689 | -4195.41 2467.23
0.447471 43.2748 | -1.88915 -0.46199 | 9967.92 -9354.7
0.876298 43.5304 | -0.622488 -2.8564 | -15649.9 429.581
1.27905 43.8101 | 1.64185 -5.13596 | -496.353 -4199.77
1.66495 44.1096 | -1.25951 -1.8171 | 10526.8 6706.93
2.0406 44.4356 | -3.87856 -0.257704 | 892.018 7349.08
2.39888 44.789 | -2.32305 -1.00914 | 4813.8 1914.77
2.74747 45.1575 | -0.409777 1.29714 | -306.327 -4498.88
3.08665 45.5332 | 1.94718 2.55329 | -791.493 6569.14
3.41471 45.9232 | 1.10249 0.0449743 | 3988.82 7341.2
3.7416 46.3193 | -3.22522 -0.212916 | -7830.73 -17882.2
4.0717 46.697 | -0.220313 -0.0114402 | -2678.47 3401.73
4.41021 47.0659 | 0.938398 2.98119 | 7664.05 1359.28
4.77016 47.4187 | 0.673935 2.15581 | -4175.56 -3584.34
5.14326 47.7521 | 0.924816 -0.721941 | -2383.68 -5550.12
5.52675 48.0665 | 3.37786 -0.74265 | -7963.31 2983.15
5.91372 48.3736 | 0.967767 1.23412 | 16637.4 5476.14
6.32324 48.6686 | -0.88292 0.755688 | -762.989 1634.96
6.74137 48.9506 | 0.753596 -0.910644 | -22599.5 -4350.36
7.15554 49.2124 | 0.412996 2.26144 | 7859.76 -6656.15
7.59348 49.4329 | 0.38761 2.26384 | 1390.65 1740.02
8.04931 49.6201 | 0.649143 -1.16253 | 5292.64 7225.26
8.5204 49.7825 | 0.673329 0.376925 | 464.347 -2658.4
9.0028 49.9091 | 1.87264 -0.96866 | -2468.9 3174.32
9.49155 50.0016 | 0.0653062 1.41176 | 67.3894 13.3941
9.98561 50.0493 | 1.90275 1.16208 | -6126.09 -5687.25
10.4778 50.0428 | 0.753727 0.611376 | 905.3 4985.25
10.9692 49.9979 | -1.29115 0.619906 | 11649.6 -2022.43
11.4639 49.9127 | 1.1811 -3.40727 | 2759.92 -2779.79
11.9533 49.7899 | 2.29443 -1.03958 | -7194.18 8576.18
12.429 49.6422 | 1.73081 2.61629 | -6136.38 -7228.67
12.8868 49.4548 | 1.26356 1.52667 | -770.111 -351.211
13.3356 49.248 | 2.26192 3.1019 | 4128.45 5694.37
13.7874 49.0443 | 1.95626 1.94248 | 3022.08 -51.834
14.2433 48.841 | 1.45064 1.22703 | 7765.8 -10681.9
14.705 48.6301 | 1.87442 2.48548 | 2589.64 4155.46
15.1741 48.4324 | 1.79326 -1.06407 | -2407.75 4405.13
15.6478 48.2508 | 2.99842 3.34498 | 955.229 -7221.97
16.1259 48.0745 | 1.97334 0.875 | 2692.99 1188.68
16.6129 47.9187 | -2.36402 -1.01642 | 3863.41 7323.96
17.1091 47.7933 | -3.03449 0.730854 | -10492.2 -3721.23
17.6014 47.6809 | 1.2196 0.852463 | -5014.9 -345.923
18.093 47.5849 | 0.169507 0.669508 | 2339.78 2686.76
18.5902 47.5144 | -3.23528 -2.45046 | 6086.13 -2278.02
19.0951 47.4669 | -0.429778 1.27521 | 4014.4 -1315.18
19.6042 47.4474 | 3.63373 1.04352 | -7963.38 1614.63
20.107 47.466 | 3.50712 0.301816 | -11460.3 241.104
20.5984 47.5268 | -0.902507 0.418071 | 8684 -2685.78
21.0863 47.6298 | -0.389314 1.40107 | -6074.22 3456.72
21.5575 47.7864 | 2.21482 0.0806469 | 7815.23 -2558.52
22.0147 47.99 | 0.722882 -1.28307 | -1999.74 7063.06
22.4441 48.2484 | 0.670898 -2.48201 | -7094.71 -6599.63
22.8438 48.5413 | -1.89457 -0.0799034 | 3005.11 1990.66
23.224 48.8627 | -3.18575 0.42581 | 2197.02 4515.8
23.5917 49.2039 | -2.51427 -2.40829 | 5706.06 -2279.29
23.9585 49.5495 | -3.63315 1.06126 | 2245.36 -1537.84
24.321 49.8993 | -0.672703 3.02394 | -10679.3 -2625.02
24.6654 50.2585 | 1.40014 -0.0965093 | 3916.61 372.615
25.0027 50.6259 | -0.281392 -2.37001 | -1045.95 3782.95
25.3291 51.0037 | 1.77471 0.673789 | -6218 -7641.04
25.6451 51.3824 | 3.13201 2.23427 | 2346.98 2162.1
25.9576 51.7668 | 2.34642 1.44102 | -1584.09 13624.4
26.2659 52.163 | 1.63436 0.356218 | 1623.17 -3232.73
26.5886 52.547 | -0.195027 2.44239 | 1294.4 -8211.95
26.9326 52.9081 | 1.43784 1.85965 | 545.091 9235.76
27.2903 53.2618 | 1.23333 1.05613 | -3034.81 -2757.13


-49.3482 -52.8622 | -2.11253 -0.785698 | -3570.31 -1562.97
