-4.61057 12.4943 | 3.31514 3.07073 | 4595.37 -3630
43.9804 74.9088 | -3.74136 -1.72863 | -2510.94 -599.75
44.4828 74.8926 | -2.27634 -1.13711 | -2752.63 7010.72
44.9817 74.8454 | 0.411367 -0.974348 | 5955.08 -4887.73
45.478 74.7524 | -0.319101 -2.82177 | -2888.83 -708.646
45.9634 74.6157 | -0.132154 -2.55567 | 756.727 -1818.03
46.4381 74.4406 | 2.96181 -3.6857 | 8291.28 3267.24
46.9062 74.236 | 2.85439 -5.94303 | 1891.92 -3314.57
47.3566 73.9892 | 1.1894 -5.42686 | -4196.67 -8213.03
47.7767 73.6943 | -0.231103 -1.59463 | -8829.59 8652.71
48.1679 73.3753 | 0.259059 -0.364507 | -2407.53 -119.216
48.5415 73.0385 | 2.08133 -3.72017 | 9274.81 -582.618
48.9136 72.6936 | 3.26736 -3.7556 | 344.083 3479.65
49.2763 72.3407 | 3.3598 -1.12351 | -4906.79 -909.676
49.6162 71.9704 | 0.466083 0.00575689 | -10278.5 6725.51
49.9292 71.5873 | -0.756784 -0.547788 | 3100.35 -3290.86
50.2323 71.1923 | -1.0088 -2.40394 | 8120.25 -9345.01
50.5388 70.7893 | -2.64886 -2.24918 | 835.685 5889.61
50.8508 70.3922 | -1.05026 -1.54654 | 4959.97 2818.11
51.1639 69.9963 | 0.267408 -2.06467 | -6651.28 -516.892
51.4534 69.587 | 0.6614 -0.425787 | -8402.64 -1371.63
51.7128 69.161 | 1.73371 0.987391 | 1348.88 -538.813
51.9638 68.7293 | 1.45413 0.0556142 | 5730.28 4044.55
52.2238 68.3025 | 2.81253 -1.01486 | 1224.32 -6125.49
52.4876 67.8745 | 3.24137 -1.21095 | -7529.45 3026.59
52.7516 67.4521 | 0.456374 -0.161865 | 65.1525 9466.24
53.0309 67.0466 | -2.92477 0.186028 | 1748.73 -4628.49
53.3273 66.6503 | -4.27933 0.307428 | -4415.66 -2609.86
53.6399 66.2653 | -3.05335 -0.194749 | 10555.8 -3267.63
53.9867 65.9017 | -1.49108 -0.712612 | -528.374 -2874.9
54.3595 65.5627 | -2.15147 -0.217939 | -8575.24 2451.74
54.7549 65.2593 | -1.5235 0.213759 | 6748.92 5759.59
55.1856 65.0072 | -1.79266 -0.667797 | -619.678 205.153
55.6381 64.797 | -1.74385 -0.16072 | -2983.02 -5741.9
56.1026 64.616 | -1.45761 -0.730338 | 643.863 4633.07
56.5793 64.4741 | -1.73333 -1.13425 | -3352.36 931.634
57.0616 64.3624 | -0.814736 -2.72007 | -1125.37 -9109.31
57.5482 64.2689 | 0.689705 -3.89532 | 2299.36 6797.47
58.0432 64.217 | 0.182121 -2.22343 | 11824.9 -3358.26
58.5497 64.2 | 2.01037 -0.121199 | 5719.17 2419.7
59.0602 64.2224 | 2.51255 2.88531 | -9797.16 1808.79
59.5616 64.2806 | 0.858262 3.8576 | -4181.15 -1600.62
60.0556 64.3634 | -0.156269 3.10671 | 669.005 1368.51
60.5467 64.4645 | 0.893238 2.18325 | 5409.9 -1040.06
61.0389 64.5729 | 3.52763 -0.0601308 | -7712.11 -1283.71
61.5258 64.6839 | 1.79958 0.797144 | 1071.16 -5158.06
62.0129 64.7941 | 1.46983 1.28081 | 8339.62 7903.05
62.5027 64.9206 | 4.23981 1.17876 | -2767.45 3676.67
62.9893 65.0558 | 4.51881 0.230125 | -4999.09 -3183.25
63.4746 65.1772 | 2.95671 0.458318 | -6769.62 -1448.9
63.9602 65.27 | 0.685409 -0.139912 | -1958.43 -1304.08
64.4499 65.3211 | -0.732718 -0.770342 | 6079.18 -2418.77
64.946 65.3234 | 1.55481 -0.979448 | -467.049 653.601
65.4407 65.2832 | 2.15643 -2.37956 | -42.7836 7953.09
65.9292 65.2067 | 2.91725 0.640169 | -10955.3 -6325.61
66.3982 65.0719 | 3.11108 -0.681064 | 1366.98 1181.63
66.8537 64.8931 | 1.7229 -1.11355 | 15324.5 5063.48
67.3041 64.6813 | 1.89964 -0.0145444 | -5037.53 -10929.5
67.728 64.4168 | -2.23467 -2.28196 | 2643.38 4747.3


-89.5869 -40.2104 | 1.21864 -0.315784 | 13318.9 556.633
-89.0836 -40.121 | 1.62865 2.99012 | -10062.6 -4222.57
-88.5916 -40.0172 | 2.87459 1.49312 | -7801 7746.52
-88.1118 -39.8867 | -0.44 -1.74871 | -3773.35 -6647.31
-87.6361 -39.7535 | -0.57351 -2.88421 | 11138.4 8583.18
-87.1527 -39.6182 | -4.57102 -2.24461 | 593.928 -6981.61
-86.6644 -39.5074 | 1.64447 -2.46742 | -17116.9 -4205.55
-86.182 -39.4209 | 1.29731 -1.68231 | 14316.3 4059.46
-85.6895 -39.3491 | -0.598788 3.09306 | -8262.88 3072.43
-85.1987 -39.2929 | -1.83317 3.07592 | 2469.92 520.043
-84.7031 -39.2667 | -5.58524 -0.435878 | 12635.4 -3548.56
-84.1994 -39.2848 | -1.47503 0.729522 | -10209.1 -4142.35
-83.7049 -39.3464 | -1.80731 0.833027 | -4393.36 4095.61
-83.2181 -39.431 | 1.60609 0.531927 | 3343.98 3617.54
-82.734 -39.5315 | 1.71861 0.413593 | -9540.71 -1394.55
-82.2598 -39.6541 | -0.172127 0.346188 | 13929.6 2029.03
-81.7817 -39.7939 | -0.672367 2.34622 | 1932 -2763.77
-81.3105 -39.9616 | 2.38233 -0.967937 | -7886.66 5820.43
-80.8567 -40.1576 | 2.01234 5.71125 | -1689.55 -4612.03
-80.4218 -40.3951 | -3.65516 -0.609718 | 16673.1 -8051.52
-79.996 -40.6694 | 0.0750773 -1.89368 | -13779.3 9813.34
-79.5965 -40.9656 | -3.09768 -0.648929 | 3057.36 3726.22
-79.2151 -41.2868 | -0.386221 5.07112 | 10986.5 -29321.8
-78.8519 -41.6544 | 1.01861 -1.5085 | 5294.72 18498.5
-78.4986 -42.0235 | -1.18735 -1.02866 | -16983.4 12075.4
-78.1825 -42.4071 | 0.744353 1.65529 | 4257.56 -14547.3
-77.9016 -42.8247 | 0.451555 -5.65129 | -6393.27 5240.19
-77.6557 -43.2584 | 2.18138 0.477972 | -2144.03 7105.13
-77.4284 -43.6959 | 1.3566 2.45073 | 12029.4 3310.22
-77.2038 -44.1353 | -2.6894 -2.03645 | -22923 -5646.04
-77.0134 -44.5888 | -0.990995 0.176308 | 13217.7 -9359.05
-76.7974 -45.04 | -3.85188 -1.085 | 7312.43 10992
-76.5371 -45.4641 | -2.33467 1.77358 | -2458.16 -4952.34
-76.2494 -45.8704 | 1.8521 0.334208 | -10401.5 12054.4
-75.9414 -46.2503 | -1.70243 0.076321 | 9294.75 -16719.7
-75.6021 -46.6161 | -2.47135 -1.80219 | -6706.06 12730.8
-75.234 -46.9434 | -2.5742 -4.35302 | 10812.5 -4039.35
-74.8333 -47.2419 | -9.98452 -0.372208 | -2620.82 -12102.1
-74.4171 -47.5253 | -0.918402 4.48901 | -2512.8 2345.32
-73.9806 -47.7685 | -0.516003 4.49997 | -11772.6 6593.37
-73.5254 -47.9473 | 1.58591 2.23446 | -279.946 6859.34
-73.0489 -48.0484 | -2.88671 3.03947 | 6001.72 -1315.91
-72.5568 -48.0917 | -5.22003 2.43957 | 20632.1 -5834.82
-72.0489 -48.1013 | -0.743426 4.34467 | -14086.1 -3748.68
-71.5488 -48.0825 | -3.90057 1.58064 | -583.769 -7503.55
-71.0549 -48.0271 | -1.55841 2.38034 | -11138.3 13742.2
-70.5794 -47.8992 | 1.33449 0.164887 | 16618.7 3339.59
-70.107 -47.7242 | -0.440866 -4.64462 | 5366.93 -9456.74
-69.6423 -47.5277 | 2.14422 2.83285 | -22563.5 1863.41
-69.2078 -47.2967 | -0.238037 2.17757 | 2430.88 6018.68
-68.7793 -47.048 | -2.56548 0.0209714 | 25832.3 -5484.59
-68.3289 -46.815 | -1.1264 0.774016 | -26589.3 -1164.14
-67.89 -46.5873 | -0.253099 -0.274216 | 11456.3 495.758
-67.4352 -46.3738 | -1.49574 -0.947302 | 32395.9 4423.76
-66.9547 -46.1711 | -1.11845 -0.215017 | -43076.5 11199.1
-66.4982 -45.9644 | 1.55081 -1.49229 | 15164.6 -23228.5
-66.0189 -45.8151 | -3.18694 2.85595 | 5425.52 7638.5
-65.5282 -45.692 | 1.51317 -1.49884 | -16384.5 262.846
-65.044 -45.59 | 5.21403 3.26568 | -7400.26 -2322.86
-64.562 -45.5146 | -2.1455 3.80795 | -3242.58 5316.29
-64.0769 -45.4649 | -3.21346 3.57405 | 23611.3 -5001.92
-63.5727 -45.4602 | 3.61373 -2.29029 | 7231.78 1956.93
-63.0629 -45.494 | 2.01327 0.932268 | -9262.97 -93.9879
-62.563 -45.569 | 0.852734 0.472095 | -1779.39 -6345.69
-62.0737 -45.6862 | -1.2613 2.14424 | -5859.07 17801.6
-61.5967 -45.8202 | 1.12678 3.35071 | -4198.26 -9859.18
-61.1406 -46.0082 | 2.13931 3.88126 | -1594.35 4525.98
-60.7064 -46.2412 | -0.506483 -0.173182 | 11178.1 -19678
-60.2896 -46.525 | 0.438421 0.984633 | -8132.93 22988.4
-59.8872 -46.81 | -2.18004 0.707295 | -161.551 -4573.57
-59.4971 -47.1134 | -2.89662 -2.7365 | 10631.1 -3991.43
-59.1138 -47.4359 | 4.48642 0.519692 | -13265.4 -816.506
-58.7532 -47.7776 | -1.89962 0.472711 | 14642.3 -3268.74
-58.3888 -48.1246 | 1.05729 5.39019 | -14896.1 6424.15
-58.0331 -48.4676 | 1.60658 0.553689 | 6626.54 1728.46
-57.6643 -48.7984 | 1.19095 0.368586 | 485.395 -660.104
-57.2835 -49.1198 | 0.126416 2.66056 | 11852.7 -11501.5
-56.8865 -49.4387 | 2.17279 1.54112 | -3060.73 9143.53
-56.4825 -49.7432 | 1.32592 1.4818 | 2952.17 -6093.66
-56.0785 -50.0487 | 1.12715 -0.970801 | -20389.2 15008.8
-55.6913 -50.3478 | 5.18553 1.27276 | -3749.83 1189.49
-55.3113 -50.6516 | -1.91637 1.90856 | 17827.3 -16611
-54.9213 -50.968 | -1.35633 -0.287324 | -7114.73 -4269.5
-54.5266 -51.2783 | -0.272067 -0.761513 | 2812.84 15893.6
-54.1068 -51.5451 | 0.359342 2.32108 | -2890.2 -3066.76
-53.6691 -51.784 | 1.91194 3.64878 | 20032.3 -9150.52
-53.2049 -52.0007 | -0.84287 -0.656235 | -14361.5 -2347.31
-52.7367 -52.1888 | 1.42924 0.492857 | -11210.7 15904
-52.2598 -52.3202 | 0.723147 2.66382 | 19285 -4328.83
-51.7625 -52.4167 | -0.893552 2.18701 | -5982.37 -5417.63
-51.262 -52.4944 | 2.53466 -2.72216 | 15298.6 2523.64
-50.7506 -52.5479 | 0.655897 -5.17828 | -20981.9 -5704.95
-50.2505 -52.5852 | -4.77113 3.43902 | -1152.37 1483.51
-49.7523 -52.5874 | 0.734746 0.855119 | 384.898 6639.21
-49.2568 -52.541 | 3.75419 -2.16477 | -4404.39 -11293.3
-48.7685 -52.4604 | -4.08077 0.53834 | 9953.32 19067.3
-48.2854 -52.3179 | -1.52207 -3.34153 | -540.655 -13837.1
-47.8099 -52.1549 | 0.912004 -0.815732 | 1890.48 4545.85
-47.3442 -51.9586 | 0.581321 3.9479 | 3580.73 6107.01
-46.8885 -51.73 | 5.25175 -1.00484 | -8451.91 -7448.1


-90.021 42.8154 | -0.198198 -1.70194 | -3338.01 9940.86
-89.7277 42.4234 | 0.625522 -2.14356 | -14157.5 -2846.57
-89.4198 42.0449 | 1.15115 -1.61947 | 28136.6 -8649.17
-89.0607 41.6899 | 0.00500486 2.83413 | -3653.11 -7775.86
-88.6819 41.3517 | -1.62273 3.95374 | -13421.6 17011.4
-88.292 41.0451 | -1.53214 -1.28073 | 11646.6 -17801.5
-87.8812 40.7471 | -0.756413 1.60891 | 4191.87 4656.48
-87.4491 40.4786 | 1.90558 0.464826 | -4152.54 12334.7
-87.0072 40.2398 | 4.0912 1.01295 | -9996.98 -13229.3
-86.5714 39.995 | 1.57447 1.53505 | 2580.91 6365.05
-86.1256 39.7661 | 4.51314 5.62062 | 23891 -9410.03
-85.6591 39.5465 | -3.3706 0.521483 | -27533 8649.64
-85.2043 39.3431 | -1.52868 1.24222 | 222.337 13377
-84.7455 39.1575 | -0.130355 4.49388 | 18051.3 -25778.4
-84.2811 38.9424 | -3.31511 4.19841 | -1346.33 10384.7
-83.8204 38.7266 | -4.55238 -4.94641 | -18376.2 2700.89
-83.3774 38.5031 | 0.368896 -1.26892 | 557.529 6381.76
-82.9379 38.2764 | 3.98683 1.80705 | 17087.5 -8642.71
-82.4958 38.0277 | -0.700123 0.308929 | 1376.83 621.594
-82.0703 37.7499 | 1.99648 3.26819 | -19258 -2373.85
-81.6854 37.4327 | 3.26654 -3.99415 | 7055.81 13710.7
-81.3177 37.0966 | 0.091015 -5.70709 | 25123.4 -18887.6
-80.9754 36.709 | 0.0763502 0.62317 | -25478.7 -16735.2
-80.7186 36.261 | -0.245601 -0.378844 | -7978.08 30039
-80.5148 35.8077 | -1.8881 2.2558 | 9914.89 5031.17
-80.333 35.3477 | 5.01139 1.0632 | 3879.68 -13360.5
-80.1856 34.8665 | 2.47597 2.33038 | -2732.52 828.669
-80.0888 34.3729 | -0.445465 2.8302 | -9869.42 -1416.11
-80.0478 33.8741 | -4.30164 0.851924 | 14023.3 27508.5
-80.0286 33.3908 | -1.12776 3.4465 | -1914.88 -13623.4
-80.0558 32.9002 | 3.98834 -1.99207 | -27401.1 -16759.5
-80.1427 32.4042 | 1.88007 0.613778 | 45702 25349
-80.1961 31.9198 | -1.99668 -1.26599 | -39031 -23959.4
-80.2976 31.426 | 0.330725 -4.57827 | 22943.6 2599.56
-80.3816 30.9322 | 0.184981 -1.97021 | -4945.33 18873.8
-80.4708 30.4488 | 3.43113 0.627773 | -4288.84 -30903.4
-80.5618 29.9477 | 1.53426 2.83058 | -6628.59 17382.9
-80.6466 29.4547 | 5.26377 1.00642 | 22394 6714.8
-80.6845 28.9622 | 0.829695 3.94464 | -23418.3 -15284.7
-80.7223 28.4617 | -2.31218 5.53155 | 16865.6 24006.2
-80.7158 27.9743 | -1.14063 -0.994086 | -5451.13 -8306.52
-80.6893 27.4833 | -0.405733 1.26441 | -6159.03 -8355.27
-80.6457 26.9882 | -2.56933 4.62168 | 4370.85 6690.37
-80.5634 26.5012 | 4.58256 0.569627 | 11860.6 1909.29
-80.4424 26.0215 | -1.40698 1.85266 | -14048.2 -12353.3
-80.3308 25.5337 | 0.992777 0.234134 | -12886.1 674.547
-80.2146 25.0474 | 1.07501 -3.10188 | 21533.4 58.7812
-80.031 24.5767 | 0.272376 1.17354 | -804.002 -14207.1
-79.7968 24.119 | 0.275051 -3.19479 | 3617.99 6141.92
-79.5093 23.6966 | -3.60975 -1.41236 | -10412 14614.9
-79.184 23.3204 | -3.45459 0.44436 | -5212.83 9604
-78.8267 22.9849 | 0.298892 0.67769 | 10140.8 -16090.5
-78.4422 22.6643 | -4.38827 -0.445239 | -10146.4 3721.48
-78.044 22.3669 | -1.01972 -0.54466 | 11250.9 -10450.4
-77.6172 22.0943 | -1.92269 -2.54316 | 10408.5 18061.2
-77.1621 21.8695 | -4.07391 -3.50165 | -10440.1 -7480.25
-76.7138 21.6415 | 3.14019 1.98916 | -10401.9 -11922.2
-76.2794 21.3948 | 2.81788 2.61412 | 3407.22 17849.7
-75.8381 21.1691 | 5.87407 -3.56466 | 3182.69 -3052.08
-75.3969 20.9393 | 8.71061 -0.79613 | -11677 -12947.5
-74.9688 20.6895 | 4.60366 -0.871181 | 13031.3 13467.5
-74.5265 20.4594 | 1.19281 0.0814254 | -3087.98 -4354.41
-74.0844 20.2287 | -2.09176 -5.53789 | -675.253 10336.1
-73.6446 19.9947 | 0.150832 -6.63248 | 22113.9 -28377.2
-73.2092 19.7143 | 4.16531 -4.54923 | -20173.9 18293.3
-72.8028 19.4168 | 2.68912 -0.254115 | 3116.84 -5391.09
-72.4179 19.0899 | 1.8193 -5.70824 | -5128.92 -5183.82
-72.0559 18.7388 | 0.939151 0.398858 | 3156.72 15080.8
-71.6987 18.3894 | -8.52522 2.54705 | 6320.32 -10443.4
-71.3541 18.0204 | 0.0762338 -0.738218 | -15685.7 14328.6
-71.0409 17.6387 | 0.510383 1.60981 | 10927.2 -17324.9
-70.745 17.2286 | 0.866175 -0.429613 | 4329.88 -694.619
-70.4665 16.8043 | -2.79826 -2.79028 | -8312.72 23952.9
-70.2173 16.3782 | 1.82219 1.43855 | 13080.4 -24289
-70.0071 15.9155 | -3.21646 1.0092 | -22503.5 5815.87
-69.8724 15.4301 | -3.53089 1.5316 | 18700.2 -12848.1
-69.7674 14.9272 | 5.97224 -2.60099 | -6458.76 8777.11
-69.7124 14.4226 | 2.07662 0.251446 | -7486.5 11365.7
-69.7076 13.9212 | -0.446723 2.95261 | 5800.66 -28161.5
-69.7274 13.4049 | 0.426017 -4.62083 | 6662.08 26348.6
-69.7705 12.9063 | -2.64434 -0.103954 | -10273.1 4229.5
-69.8585 12.4175 | 1.44399 1.61795 | -2430.89 -12640.1
-69.9701 11.9285 | -0.578339 -0.613846 | 17284.3 30673.9
-70.0775 11.4587 | -0.0774185 0.676196 | -7690.67 -19983.5
-70.2048 10.981 | -2.16814 0.838347 | -6687.68 -12080.1
-70.3559 10.4993 | -1.00798 4.55572 | 2449.72 9883.37
-70.5192 10.026 | -2.50327 -1.10044 | -5023.09 -9230.82
-70.6881 9.54863 | -2.70269 0.95995 | 1716.58 9373.67
-70.8435 9.07089 | -0.0156016 -0.0926978 | 4053.31 -17726.5
-70.9674 8.57472 | 1.39683 -0.39081 | 1394.13 6714.08
-71.0661 8.07862 | -3.98706 1.97803 | 3954.95 27142.7
-71.1467 7.59539 | -2.68578 -1.79633 | -15935.8 -32697.2
-71.22 7.09136 | 4.34302 1.67145 | 10472.5 9087.38
-71.2451 6.58858 | 3.92893 -0.394106 | 1223.99 18271.2
-71.2203 6.09893 | 0.46837 1.454 | -3726.62 -5284.2
-71.1508 5.61378 | -1.92287 2.0961 | -1134.58 14976.5
-71.0315 5.14636 | -1.24944 -5.78125 | 5680.61 -22136
-70.8643 4.67934 | -0.157798 0.126559 | -5978.88 4150.21
-70.6622 4.2295 | -5.25989 -5.94246 | -1406.28 9690.92
-70.4223 3.80626 | 7.04878 0.751354 | 5472.11 -14305.9


-56.6391 -69.6372 | -0.870816 1.66959 | 1645.02 -12961.4
-56.2083 -69.9094 | 5.6877 0.0069102 | 18842.7 12608.2
-55.7697 -70.1812 | 2.31739 -0.238577 | -7174.22 -14636.2
-55.3518 -70.4867 | -3.63292 -1.52691 | -8079.28 6251.53
-54.9529 -70.8073 | 0.0981225 -0.616367 | 15943 5235.53
-54.5571 -71.1376 | -0.0605638 1.68277 | -17165.2 -5679.98
-54.2022 -71.5019 | -1.80171 1.1047 | -8254.54 10232.2
-53.8816 -71.884 | -1.9556 -8.57227 | 7122.99 6332.53
-53.5813 -72.2811 | 5.52548 0.059716 | -5158.47 -18060.2
-53.3179 -72.7133 | 0.954925 2.1063 | 8484.54 6176.33
-53.0693 -73.1557 | 0.79843 2.67356 | 2010.23 -10208
-52.8439 -73.6142 | 1.21632 5.3189 | -21600.3 27046.7
-52.652 -74.066 | 3.50659 -2.03166 | 16492.5 -12600.4
-52.4505 -74.5246 | -0.691515 -3.13471 | 4847.84 -17224.2
-52.2468 -74.9923 | -2.32101 6.33646 | -13973.1 44383.8
-52.0523 -75.434 | 4.47673 1.94873 | -5974.18 -24617.7
-51.8661 -75.8924 | 7.84219 9.62426 | 30275.8 -18610.4
-51.6443 -76.3554 | -1.08985 2.59589 | -20127.2 22771.3
-51.4326 -76.804 | 3.73329 2.868 | -8083.27 7639.33
-51.2263 -77.2477 | 4.06371 5.29897 | 17114 -26429.9
-50.9994 -77.7021 | 0.251231 1.0998 | -787.002 15353.6
-50.7624 -78.1437 | 2.86759 1.70855 | -7355.25 -7460.74
-50.5352 -78.5875 | -1.7873 1.12886 | -17201.7 26433.1
-50.3137 -79.01 | -3.19469 2.80229 | 3428.24 5249.09
-50.0661 -79.4165 | -3.17231 4.51385 | 18541.3 -33834.1
-49.7809 -79.8298 | -1.96461 1.8203 | -2975.65 -5937.71
-49.4657 -80.2265 | -2.61408 0.782605 | -7190.14 16648.5
-49.1089 -80.5729 | 2.31301 1.58947 | 21958.3 -10140.7
-48.6966 -80.872 | 2.22238 0.0980572 | -20912.6 12505.1
-48.2659 -81.1167 | -0.385297 -0.398925 | 2131.87 2613.37
-47.8162 -81.3222 | -1.72269 -2.29124 | 2654.5 -8948.75
-47.3567 -81.5147 | -6.88842 -1.78923 | -3598.97 -1814.17
-46.8919 -81.6928 | -4.85833 -1.11745 | 10047.4 -3403.11
-46.4144 -81.8474 | -0.0399957 2.89978 | -28717.6 -4092.75
-45.9434 -81.9626 | -0.240651 -6.08516 | 13960.6 25284.3
-45.4528 -81.9894 | 1.24876 5.52661 | 19442.3 -11336.1
-44.9475 -81.9915 | -2.18296 -1.44166 | -14429.4 -1525.61
-44.4491 -81.9909 | -5.5469 -2.51113 | 10123.5 -7547.99
-43.9468 -82.0047 | -7.97936 -0.300244 | -18844.7 -10229.5
-43.4552 -82.0202 | -1.5718 2.68521 | 9991.5 25863.2
-42.9575 -81.9827 | 0.724682 0.836637 | 19494.4 -9077.36
-42.4475 -81.9421 | -3.32861 0.269176 | -16872.5 -2419.66
-41.9467 -81.9082 | -3.92697 4.65701 | -2663.69 -7675.16
-41.4469 -81.8847 | -0.452532 -6.2695 | 16312 14215.5
-40.936 -81.8448 | 1.63164 -1.49081 | 7588.34 -8560.21
-40.4186 -81.8152 | 1.20839 -0.292969 | -8990.82 15867.2
-39.9071 -81.7875 | 2.76454 -2.01083 | -8258.82 -21561.5
-39.4034 -81.8174 | 1.07103 0.540178 | -6588.56 13221.6
-38.9083 -81.8777 | -6.14028 -2.3387 | 5139.25 -10647.5
-38.42 -81.992 | -4.44085 -8.45201 | -10813.5 1492.53
-37.9474 -82.1423 | -0.692522 5.20807 | 13589 7983.8
-37.4754 -82.3106 | -4.84011 5.76185 | -16349.2 -7508.04
-37.0236 -82.5162 | -2.60749 -5.06978 | 30492.9 -9796.21
-36.5638 -82.7413 | -4.60328 -5.75449 | -34714.1 36020.5
-36.1296 -82.955 | -0.868579 3.76183 | 2227.55 -10844.3
-35.7187 -83.2184 | 1.92374 0.622224 | 25168.3 -32409.6
-35.326 -83.5521 | -1.0018 -6.23549 | 2310.23 8479.9
-34.9581 -83.9121 | -3.90604 1.28025 | -15961.5 21939.7
-34.6309 -84.2885 | 3.28249 6.66164 | 4444.67 -28225.5
-34.3436 -84.7123 | -0.803931 -1.13744 | -56.2341 13389
-34.0816 -85.1467 | -1.67205 2.8264 | 7051.89 1169.88
-33.8395 -85.5948 | -2.89213 -0.562864 | -6036.45 -20701
-33.6381 -86.0716 | 2.31617 -0.894885 | -5994.99 25270.3
-33.4629 -86.541 | -2.32178 1.75101 | -654.615 9862.16
-33.2998 -87.0084 | -4.86477 0.779909 | 17691.8 -27897.5
-33.141 -87.4965 | -0.933418 1.73556 | -29687.5 13605.3
-33.026 -87.9857 | -5.60416 -3.69567 | 26237.1 1180.69
-32.8891 -88.4707 | -0.976116 1.14529 | -20957.5 1650.89
-32.7678 -88.956 | 5.14754 -2.33338 | 11331.4 -5816.74
-32.6198 -89.4386 | -1.75948 -7.37427 | 1840.07 7885.66
-32.4429 -89.9087 | 0.0849157 -2.14917 | 9592.07 -9144.67
-32.2452 -90.3782 | 1.26534 -0.77366 | -18125 -3238.98
-32.0613 -90.8495 | 8.33751 0.860774 | -16.9135 19415.2
-31.8605 -91.3004 | 6.71176 0.99807 | 1927.29 -6851.18
-31.6319 -91.7389 | -5.66072 -2.27494 | -7279.03 19089.5
-31.3736 -92.1483 | -2.73018 6.70074 | 10392.8 -21649.2
-31.0779 -92.5536 | 0.682877 5.68156 | 22698.7 -20579.7
-30.7396 -92.9518 | 2.29117 -5.48245 | -17492.6 15126.6
-30.392 -93.3226 | -3.78877 -5.35731 | -12370.9 14903.8
-30.0359 -93.6645 | -1.23591 -1.53505 | 5028.38 -8481.64
-29.6629 -93.994 | 0.681565 -8.10753 | -1261.83 641.358
-29.2727 -94.3043 | 2.02234 1.07761 | 3031.73 -18175.2
-28.8588 -94.5938 | -0.194848 4.2046 | 4105.51 40922.4
-28.41 -94.8024 | 6.03007 -3.27473 | -17155.6 -31506.1
-27.9647 -95.016 | 9.02 -4.2242 | 24469 11591.5
-27.4937 -95.1931 | -1.15581 -1.64371 | -26446.1 -7182.43
-27.0331 -95.3547 | -0.943085 5.85094 | -10986.8 18912.9
-26.5695 -95.4743 | 5.2831 5.76225 | 31722.6 -18872.7
-26.0827 -95.5942 | 2.7274 -0.146992 | 2119.11 6126.9
-25.5909 -95.7041 | -3.43002 -1.34994 | -17143.3 -10904.9
-25.1103 -95.8219 | -1.30995 -0.674691 | 5237.18 13755.5
-24.6241 -95.9135 | 3.56155 -1.87109 | -4503.65 -4572.6
-24.1379 -96.0007 | -1.26422 -11.456 | 19695.7 -485.621
-23.6415 -96.087 | 0.11921 -2.98682 | -29065.7 -419.226
-23.1644 -96.1803 | 7.28422 1.73978 | -675.37 6523.08
-22.6894 -96.2737 | 0.470537 3.74802 | 18524.5 -22777.6
-22.2055 -96.3846 | 0.110874 0.0691141 | -13670 35124.4
-21.7243 -96.4487 | 7.46149 -0.0558896 | -973.696 -7593.11
-21.2471 -96.5366 | 4.81733 3.09972 | 8688.3 -17957.2
-20.7762 -96.6851 | -6.4109 1.74264 | 6159.6 6836.25


-10.2068 -14.2872 | -1.31943 -3.40562 | 5362.94 7379.06
-10.066 -13.7991 | -2.73987 -2.0523 | -3548.65 -1036.71
-9.94484 -13.3077 | -0.661198 -0.522549 | -2152.68 -4501.74
-9.8402 -12.8164 | -0.849247 0.625242 | -733.006 -367.268
-9.74415 -12.3243 | -1.91761 1.07566 | 5234.04 -714.884
-9.64672 -11.8328 | 0.0945295 0.0989036 | -7038.45 -921.987
-9.55922 -11.3411 | 2.00821 -0.713179 | -3566.84 -1197.33
-9.46621 -10.8512 | 3.51116 -0.825365 | 3749.74 5143.17
-9.33889 -10.3645 | 1.83722 -3.14363 | 8770.14 5935.32
-9.16004 -9.88829 | 0.244238 -3.41661 | -1472.81 -5283.56
-8.93963 -9.4335 | 1.02896 0.37591 | -6834.77 -4054.32
-8.68584 -9.00262 | -0.750433 2.70017 | 1507.42 -1527.54
-8.38973 -8.60129 | -2.53673 2.15603 | 1178.75 -598.95
-8.05271 -8.23398 | -1.53303 0.640439 | -716.756 -2475.83
-7.68288 -7.90252 | -0.684815 0.725546 | -4842.7 -1572.91
-7.29155 -7.60185 | -0.934898 2.42015 | -757.859 3947.76
-6.88071 -7.32627 | -0.710426 1.55144 | 6163.58 -76.9514
-6.44651 -7.08162 | -0.787641 1.32993 | -514.721 -658.545
-5.99817 -6.86406 | -1.70463 1.58211 | -2543.1 903.131
-5.5425 -6.66532 | -0.850669 -1.00059 | -1137.16 4453.57
-5.07998 -6.4815 | 0.538897 -1.05998 | 3111.26 446.8
-4.60529 -6.32525 | 0.320976 -1.30223 | 1103.06 -3835.65
-4.1194 -6.20776 | -1.10777 -1.37391 | -1127.66 -774.078
-3.62725 -6.12396 | -1.02774 0.892301 | 4.95849 4728.81
-3.13098 -6.06534 | -0.562155 -2.78215 | 1671.97 -3075.34
-2.63046 -6.04156 | -0.807182 -6.63683 | 4225.98 -3705.32
-2.12649 -6.04926 | -1.91792 -4.84506 | -2989.41 3317.68
-1.62401 -6.07041 | -1.36747 -2.8779 | 2897.84 -4809.83
-1.11978 -6.10029 | -0.0798245 -2.58796 | 3198.77 2116.62
