-77.9045 0.641557 | 4.30708 0.291183 | -12601 2214.86
-68.6146 5.31839 | 0.227965 1.40686 | 4683.72 3037.54
-68.1653 5.10496 | -0.264722 2.7302 | -11463 3357.39
-67.7203 4.90139 | 1.97791 0.773376 | 913.527 4094.91
-67.2719 4.70954 | -0.695346 -1.41831 | 1889.69 -7051.78
-66.8212 4.51615 | -0.645418 -0.741759 | -4073.35 -2616.31
-66.3674 4.33173 | -1.22072 -2.30409 | 7175.21 -1469.18
-65.8971 4.17778 | -4.53914 -6.61993 | 5803.58 11132.7
-65.41 4.07334 | -4.71855 -0.995427 | -240.146 -11347.1
-64.9168 3.98727 | -1.24972 -0.651993 | 5539.48 214.042
-64.4158 3.9309 | -0.206716 -0.246281 | -3635.93 4208.6
-63.915 3.91247 | 1.6231 0.544078 | -10172.7 -1627.19
-63.4203 3.92365 | -0.637825 -1.29067 | 10125.4 1851.97
-62.9215 3.96223 | -1.18482 -0.608482 | -435.039 -4475.02
-62.4257 4.01895 | 2.02493 2.31172 | -14835.1 -5555.24
-61.9429 4.10022 | 2.01606 0.278069 | 8470.07 8700.45
-61.4638 4.22769 | 2.97447 -4.51502 | 8500.27 4195.18
-60.9882 4.39116 | -0.42378 0.120918 | -963.376 -9201.52
-60.5202 4.57115 | -1.51585 1.39361 | -4398.22 12426.5
-60.0652 4.78242 | -1.86837 3.36707 | 4274.16 -10637
-59.6094 4.99076 | -0.3846 1.65963 | -601.071 -3011.05
-59.1565 5.20379 | 1.7123 -0.311977 | 1406.6 13457.5
-58.7113 5.43939 | 1.34522 0.478591 | -8831.08 -13814.6
-58.272 5.66739 | 0.544519 -0.931031 | -57.1747 1889.72
-57.8323 5.8962 | -1.96006 -2.14357 | 15640.7 3818.69
-57.3828 6.12756 | -1.14025 -1.60195 | -6526.89 -5143.3
-56.9412 6.36541 | -0.425965 -0.0426345 | -10354.2 15904.6
-56.5124 6.62715 | -2.71017 1.13121 | 23245.5 -6389.94
-56.058 6.86777 | -3.3313 1.90522 | 1899.44 803.604
-55.5912 7.08889 | -4.6207 -3.68022 | -9745.99 -2847.39
-55.1241 7.29135 | -5.02917 -0.86069 | -3660.49 -5057.89
-54.6555 7.47453 | -0.732001 -0.43378 | -10076.3 -2395.41
-54.1918 7.6487 | -1.67457 -0.283097 | -226.425 11961.6
-53.7265 7.82323 | 0.309579 2.29982 | 1998.06 -5263.7
-53.2483 7.9612 | -0.431963 -0.247174 | 5140.92 -1734.48
-52.7547 8.0479 | -0.958196 0.108301 | 3031.35 -374.007
-52.2525 8.07942 | 0.174724 2.01658 | -6126.6 1492.57
-51.7523 8.05489 | -2.00324 0.523141 | 10567.2 -15387.5
-51.2509 7.96733 | -4.47948 0.898719 | 3603.46 18399.4
-50.7519 7.8657 | -2.19266 2.54531 | -13725.8 -642.29
-50.2708 7.72592 | -0.421153 -0.413056 | 5409.81 -14261
-49.8022 7.53366 | -1.18754 -5.14034 | 4601.59 9173.72
-49.3417 7.32277 | -5.60025 -3.01837 | -12292 4540.38
-48.9006 7.08996 | -1.40925 -0.178089 | 8514.14 -4714.64
-48.4697 6.82733 | 0.227291 -1.72089 | 2411.74 -5740.02
-48.0536 6.53384 | 2.53817 -1.90245 | -784.744 -2905.61
-47.652 6.2204 | -1.71171 -0.52934 | -5181.39 7880.71
-47.2595 5.90713 | -4.18529 2.10408 | -10656.9 5848.19
-46.8722 5.60026 | -2.77656 1.43627 | 11544 -5522.69
-46.4692 5.30253 | -1.16235 0.174034 | 4009.95 5026.91
-46.0537 5.02172 | -2.24313 -1.28164 | -11110.3 1519.12
-45.6441 4.74505 | -0.560927 0.0232207 | -6610.54 -38.5227
-45.238 4.46962 | -2.01021 1.00525 | 10075.8 -7.45626
-44.8188 4.20097 | -1.06434 -2.26465 | 14087.7 -12196.2
-44.3861 3.92861 | -1.98633 -3.4848 | -4921.31 -3556.9
-43.9508 3.66187 | -1.80849 4.79339 | -6233.24 8766.14
-43.5073 3.4257 | 0.444072 5.12471 | -9794.09 4617.6
-43.0549 3.22756 | -1.08566 -0.300028 | 750.805 -1650.76
-42.586 3.07111 | -0.157676 -1.17425 | 11467.7 -1172.49
-42.096 2.96456 | 0.135662 2.51044 | -4672.08 4128.17
-41.6005 2.91145 | -2.27004 -1.92953 | -7982.76 -749.091
-41.1076 2.8988 | -0.0304683 -6.15387 | 3660.9 1277.17
-40.6136 2.91597 | -1.40468 -0.507347 | -3918.96 -9751.76
-40.1228 2.94521 | -1.77583 -2.53736 | 2006.39 5663.37
-39.634 3.006 | -2.1584 -2.08102 | -2520.01 -5105.98
-39.1508 3.09282 | -2.60637 0.0457982 | 2348.25 11706.8
-38.6737 3.21714 | 1.54739 -2.44334 | -5153.94 -11616.5
-38.2026 3.34245 | -0.726145 -0.066458 | -2640.02 -10095.9
-37.7349 3.4728 | -2.31092 2.28417 | 14212.1 19626.2
-37.2684 3.64971 | -0.310014 -0.0110382 | 5989.8 -3315.82
-36.8065 3.84975 | 0.372141 -2.04632 | -8887.68 -722.864
-36.3579 4.06896 | 0.72219 -3.7982 | 6262.05 7902.15
-35.9104 4.29945 | -0.115913 -5.14783 | -2702.52 -22890.2
-35.4611 4.50939 | -3.76413 -1.92683 | -7582.92 20939.6
-35.0234 4.74506 | -0.237283 -1.23687 | 9729.49 -4293.14
-34.5758 4.97042 | 0.963284 1.89528 | -3604.06 -8978.64
-34.1214 5.17407 | 1.80411 -0.469896 | 4932.44 8722.06
-33.6607 5.37505 | -0.622587 -4.11541 | -4579.75 2841.48
-33.1969 5.56506 | -1.03067 -0.766037 | 409.301 -1697.36
-32.7215 5.72193 | 2.62516 -0.427011 | 3608.31 -6492.68
-32.2312 5.82895 | 0.545054 -1.83032 | 602.588 -28.232
-31.7333 5.89644 | -0.402281 1.24275 | -1876.11 5189.81
-31.2344 5.93543 | 0.0890943 0.350032 | -12712.4 -3739.05
-30.7419 5.93612 | -2.20762 -2.59311 | 9067.1 -7463.1
-30.2449 5.90364 | -1.20578 4.49576 | 7238.52 15251.9
-29.7434 5.87323 | 0.780091 4.36426 | -11256.9 -12139.3
-29.2488 5.81925 | -3.73321 -0.302449 | 12177.5 9812.96
-28.7464 5.76656 | -2.35724 1.2115 | 8580.48 1998.42
-28.2392 5.69713 | -3.7105 -0.480525 | -2142.12 -11844.9
-27.7413 5.58239 | -2.85191 -4.36822 | -16500.2 7039.36
-27.2639 5.44016 | 1.138 -2.71772 | -7389.17 3624.86
-26.8001 5.27262 | -2.88649 1.29017 | 20715.1 -11718.4
-26.3322 5.07332 | -2.90059 5.42135 | 2669.38 -1715.43
-25.8671 4.85961 | 0.423665 0.0886762 | -8717.33 11820.6
-25.4082 4.65043 | 1.27022 4.11471 | 4362.17 -2497.02
-24.9521 4.43066 | -2.03719 1.93671 | -3635.6 -5786.7
-24.5061 4.19174 | -3.15723 -2.38257 | 955.069 4576.46
-24.0645 3.9483 | -0.498876 3.05125 | -6594.67 2465.41
-23.6314 3.69993 | 1.17526 5.22384 | 1370.77 -1549.76


75.6193 44.0821 | 3.43904 3.69435 | 4141.57 8663.99
75.8927 43.6662 | 6.47772 0.332604 | -3344.36 -22743.9
76.1373 43.2195 | -1.09084 1.64915 | 7830.95 2947.61
76.3707 42.7673 | 4.48161 -1.11472 | -16387.9 27425.9
76.5775 42.3245 | 0.774569 0.61659 | 440.642 -17445.6
76.7727 41.8675 | 1.09633 -1.27521 | 17920.2 144.57
76.9841 41.413 | 5.68485 -1.88102 | -30035.3 8242.99
77.1739 40.9612 | -1.64293 1.71124 | 20774.9 -6931.03
77.4068 40.5211 | -2.03437 -0.385143 | 3250.47 3962.54
77.6748 40.1021 | 3.05975 0.106198 | -19208.6 5750.2
77.9545 39.6981 | 2.16237 -1.24439 | 34674.5 -28768.9
78.2855 39.301 | 2.48526 -1.27545 | -27363.6 14672.8
78.6308 38.9368 | 1.45447 1.4525 | 13165.9 7751.41
79.021 38.6197 | 0.226431 -1.27305 | 675.394 -13712.3
79.4375 38.3319 | -1.52563 -0.634903 | -14910.2 28793.5
79.8706 38.1005 | 0.265685 4.03682 | 11719.8 -25214.3
80.3192 37.868 | -5.0508 0.338355 | 12883.4 -7022.25
80.7887 37.651 | -0.169141 9.50358 | -688.232 15359.6
81.2735 37.4747 | -0.601014 -1.94165 | 10920 -14426.8
81.7681 37.3085 | -0.562863 4.59974 | -29978.3 16320.5
82.2469 37.1711 | -1.49076 2.45875 | -16180.1 1066.65
82.7143 37.0439 | -5.56261 3.83599 | 7132.2 -14737.4
83.1879 36.9197 | -2.71589 8.06564 | 2003.21 23728.4
83.6745 36.8452 | 5.61439 4.51372 | 33678.1 -11850.4
84.1827 36.7667 | 1.32404 -3.32617 | -20413.8 -10316.1
84.6762 36.6628 | 5.04595 5.92454 | -8389.66 13960.7
85.16 36.5576 | 1.27682 -0.549979 | -1640.29 -9258.76
85.6364 36.427 | 5.04909 2.33869 | -1306.41 6343.04
86.1091 36.2867 | 0.930863 3.20937 | 12302.5 -3556.23
86.5837 36.1284 | -1.88623 -2.91672 | -12146.4 8119.1
87.044 35.9499 | 1.13405 1.93383 | 8571.09 -23467.1
87.4961 35.7267 | -3.12262 -3.11633 | 1982.4 16122.3
87.9513 35.5111 | 7.3624 0.998348 | 9968.51 744.155
88.4119 35.2922 | 2.0353 -2.55203 | 5290.92 -10966.9
88.8625 35.0455 | -1.93182 -0.829447 | -33142.6 12617.7
89.2782 34.7834 | 0.478614 -5.24225 | 11634.9 5269.56
89.69 34.5132 | -1.5403 0.618899 | -613.67 -8588.23
90.0865 34.2179 | -2.22773 0.132914 | -10014.9 12737.7
90.4659 33.9136 | -2.22242 3.2794 | 20560.1 -12975.3
90.8423 33.5851 | 0.114633 3.10072 | -16307.9 14698.3
91.1883 33.2378 | 4.27185 -1.01924 | 22670.1 -22435.4
91.5142 32.846 | 4.35887 -1.35552 | -9243.53 -7039.64
91.7909 32.4186 | 1.70482 -5.93173 | -10547.5 35384.1
92.0254 31.9928 | 1.60973 -3.89838 | 5018.71 -12270.5
92.2209 31.5432 | 0.0503349 -1.33364 | 4666.77 8352.02
92.3716 31.0809 | -0.914296 -0.895381 | -1257.3 49.8241
92.4519 30.6017 | -1.02985 -2.95914 | -14803.4 -13801.9
92.4494 30.1059 | 2.2582 -1.86156 | 9802.72 -4245.3
92.4217 29.6078 | 1.84927 -0.0681265 | 17497.6 18641.2
92.3887 29.1213 | -1.13344 -0.485283 | -32963.5 -14048.5
92.3037 28.6314 | 0.740375 2.35353 | 29001.4 3537.49
92.2504 28.14 | -1.17346 2.81138 | -7354.81 -4133.57
92.1972 27.645 | 1.62955 -5.20275 | -45.8874 -5611.79
92.1405 27.148 | 4.77211 -3.17162 | -1441.04 18723.7
92.0761 26.6636 | -3.69084 -0.0142403 | -2935.38 -6037.12
92.0114 26.1767 | -2.13332 2.69082 | 13956.9 818.484
91.9644 25.6874 | -0.767757 -4.24348 | -20821.8 -14867.4
91.8956 25.1898 | 3.75939 0.132045 | 16340.6 4013.09
91.8442 24.6947 | -6.14302 -2.77743 | -14111.6 29015.5
91.7849 24.2153 | -1.61881 1.05939 | 15647.6 -47732.5
91.7572 23.7079 | -2.93749 -2.31382 | -23641.7 36267.4
91.7273 23.2198 | -2.62468 -1.4482 | 25704.5 -2616.2
91.7585 22.7315 | -3.79373 -4.10395 | -7238.86 -15809
91.8073 22.2343 | -4.88319 -7.79705 | -12005.3 5037.29
91.8611 21.7377 | -2.66495 -1.7605 | 11232.9 -22788.3
91.9549 21.2333 | 1.11699 -1.37038 | 238.158 26852.8
92.0866 20.7527 | -1.46099 -1.61425 | -21511.2 -13240.9
92.2402 20.2759 | -0.0443764 -5.04986 | 40867.4 940.527
92.4882 19.8308 | 5.08631 -1.20974 | -27614 7031.94
92.7548 19.4108 | -0.260962 -3.9704 | 8081.14 8629.15
93.0513 19.018 | 5.81178 1.88436 | -19006.6 7875.79
93.3436 18.6352 | 0.330089 2.0378 | 12101.4 -21898.1
93.6503 18.2455 | -3.95067 1.10333 | -77.9357 10635.9
93.9744 17.8753 | -1.25493 -2.0209 | -13512 4464.08
94.3074 17.519 | 2.17924 -1.08676 | 39033.4 -25811.3
94.6831 17.1657 | -2.13924 -0.237466 | -22989.7 7786.36
95.0577 16.828 | -3.13296 -2.75665 | 2480.7 16647.3
95.4467 16.5175 | -3.72366 5.29219 | 6998.93 -9235.08
95.8355 16.1968 | -7.61964 1.57605 | -10438.8 -10102.7
96.202 15.8486 | 0.109989 0.854722 | 12415.1 1133.53
96.5684 15.4921 | -4.40896 0.83314 | -4838.58 2357.1
96.9237 15.1256 | -3.71863 2.25571 | 11576.1 -12062.2
97.2726 14.7395 | 2.80586 2.28747 | -7374.47 3845.53
97.5992 14.3428 | -2.40729 0.0662645 | -22882.7 22343
97.8986 13.9481 | -4.76007 2.25343 | 33366.9 -25116.5
98.2112 13.5342 | 1.92643 2.84919 | -7976.07 7711.81
98.4993 13.1065 | -4.10228 -0.555775 | -6998.82 -10822
98.7468 12.6507 | -1.14868 1.1761 | 3492.21 2181.57
98.9668 12.1821 | 5.53021 1.28485 | -2012.23 9980.85
99.1543 11.7095 | 2.97989 -5.6134 | -2597.05 16496.8
99.2962 11.2355 | -0.911716 4.67507 | -10615.8 1399.42
99.3712 10.7506 | 6.69359 1.54613 | -1518.32 -2096.35
99.4005 10.2575 | 3.32447 1.01664 | 10061.5 -19827.2
99.4156 9.74993 | 1.12993 3.50127 | 611.09 6980.57
99.4116 9.24389 | -1.69258 -0.219241 | -4773.44 -4856.81
99.381 8.73529 | -3.39848 -1.31916 | 6757.39 -6627.69
99.3338 8.2255 | 5.52088 -1.13723 | -8906.58 20945.2
99.2524 7.7331 | -1.35456 4.64448 | 15068.2 -3688.58
99.1604 7.24381 | 3.03297 0.0571086 | -17146.5 -248.71
99.0216 6.76302 | -0.868093 2.13956 | 6753.76 -671.415


21.3985 3.23029 | -2.29795 4.84763 | -7537.47 -1205.03
21.7641 3.56448 | -0.605151 1.82093 | 12485 -379.661
22.1667 3.86556 | -1.03754 1.60608 | 4943.71 8228.12
22.5944 4.14197 | -1.76015 4.06312 | -4416.2 -7008.35
23.0372 4.38429 | 2.34049 -2.8153 | -6002.88 768.69
23.4888 4.60193 | 1.265 -1.89478 | 2177.94 4861.73
23.9548 4.79461 | 1.56716 -0.129423 | 12403.1 -6166.08
24.4421 4.94636 | 0.498096 -0.50108 | -10868.4 9082.81
24.9317 5.07302 | -0.674747 -1.16835 | 1337.77 -6860.54
25.4294 5.1487 | -0.219938 -2.06188 | -8823.15 -2393.9
25.9261 5.17199 | -0.255276 -2.51852 | 552.44 -5512.38
26.4232 5.14922 | -0.348361 1.30613 | 6579.87 9935.39
26.9243 5.1098 | 2.1072 2.98007 | 6498.16 -2110.44
27.4281 5.04238 | 3.21846 -2.35753 | 4945.46 -4306.18
27.9292 4.9412 | 0.177094 -1.28255 | -17118.9 -5463.6
28.4133 4.81433 | -2.06962 -1.28526 | -4386.08 11318.8
28.8945 4.70018 | -3.67722 1.15321 | 9853.63 5652.44
29.3824 4.59686 | -3.55366 1.59119 | -7099.21 -7129.23
29.8628 4.47613 | -2.75379 2.46375 | -3744.96 -3221.01
30.3366 4.3418 | -1.10845 4.62258 | -2908.02 8877.11
30.8088 4.21415 | 0.801016 -0.16659 | 3673.79 -6370.59
31.2833 4.08098 | 2.2985 -5.38575 | 5718.4 2747.15
31.7637 3.95199 | 2.75391 -2.21213 | 5468.06 -7150.03
32.2485 3.8207 | 0.01528 -5.22227 | -5912.82 -3087.51
32.7332 3.7036 | -4.25628 -3.96472 | -5388.52 13240
33.2198 3.63281 | -3.662 -1.88696 | -9077.89 -6519.99
33.7036 3.59041 | 0.724498 -1.43195 | 5150.88 647.943
34.1925 3.58462 | 0.463424 -3.47874 | 3777.31 4947.68
34.6854 3.61669 | -0.548909 0.0782536 | 13637.1 -2771.15
35.1877 3.66596 | -0.295016 3.34893 | 8825.21 -5973.8
35.6945 3.72587 | -0.520055 0.49289 | -14375.4 1686.73
36.1877 3.81466 | -1.44361 -2.43352 | -5229.91 1255.38
36.6683 3.93804 | -1.17002 -2.70133 | -888.732 -555.417
37.1394 4.09208 | 2.90277 -3.45793 | 8022.82 -464.605
37.6057 4.2735 | 4.03772 -3.18258 | -98.4808 -5391.11
38.0585 4.48627 | 3.30291 -0.476084 | 913.97 14972.8
38.4873 4.75434 | 1.13212 -1.27698 | 4123.39 -3316.81
38.8973 5.05297 | 0.90567 -1.20687 | -3412.43 -5188.59
39.283 5.37548 | -0.065723 2.01945 | -9925.55 4847.53
39.6391 5.72579 | 0.754665 1.07976 | 3825.88 -4003.79
39.9903 6.08046 | 5.76787 -0.503645 | 4472.22 -3432.99
40.3471 6.43233 | 0.949537 -0.148082 | 9160.14 8872.08
40.7071 6.79327 | -1.49067 -0.333862 | -8671.96 6639.55
41.0559 7.16386 | 1.07333 3.3894 | -2435.93 -15310.2
41.4107 7.51626 | 3.81721 -0.395585 | 599.389 374.509
41.7737 7.85798 | -0.226699 0.597391 | -10264.8 3308.52
42.1403 8.19095 | -2.46163 3.81304 | 11962.2 -3105.23
42.5364 8.49453 | 1.41267 -0.195593 | -3641.09 -3087.72
42.95 8.77047 | 0.563974 2.48125 | -2844.42 8884.62
43.3773 9.02943 | -2.50589 1.29429 | 17085.8 -5843.93
43.8331 9.2515 | -1.97277 3.65889 | -14153.1 -1536.79
44.2898 9.45402 | 0.490505 1.99025 | 690.918 5430.48
44.7511 9.64925 | -1.11839 -1.60051 | 6262.79 6832.74
45.2233 9.82966 | -0.732264 -1.70887 | -7384.12 -12768.2
45.7018 9.967 | 0.184892 -3.90987 | -6498.68 -2137.43
46.1816 10.075 | 0.362809 0.058297 | -3980.77 9164.95
46.6626 10.1721 | 1.80175 -0.0699912 | 9170.82 6465.66
47.1558 10.2394 | 0.239013 -5.23188 | 7851.82 -16063.9
47.6586 10.2379 | -4.14683 -4.07621 | -6944.62 3908.62
48.1568 10.1959 | -5.0528 -0.842179 | 9455.83 8289.43
48.6557 10.127 | -1.35049 -1.12533 | -14330 -4006.41
49.1367 10.0107 | 1.55736 -1.74165 | -3637.88 -1616.76
49.6036 9.85055 | -0.0238735 -2.31848 | 16844 -6593.09
50.0721 9.65927 | -2.62661 -2.51026 | 3219.15 4326.75
50.5394 9.45797 | -3.93001 0.0522214 | 653.966 3602.17
51.0005 9.24647 | 2.34202 1.75078 | -14826.5 -8401.61
51.4418 9.01266 | 6.63576 1.52693 | -6477.05 7633.43
51.8813 8.79117 | 1.68644 -2.38164 | 11698.8 6867.55
52.3372 8.59871 | -1.1418 -4.65135 | -14673.8 1264.9
52.79 8.41849 | 1.21661 1.69651 | 10248.9 -4214.18
53.2497 8.23968 | -0.532366 1.01742 | -1463.64 -235.145
53.708 8.05913 | -1.44874 -4.55469 | -8678.47 -1325.49
54.16 7.87528 | 0.297819 -4.15972 | 6539.59 2119.19
54.6178 7.69916 | 2.58972 -0.363993 | -1844.01 1461.69
55.0774 7.52849 | -0.679802 -0.389009 | 1912.52 -8631.01
55.5405 7.35485 | 0.58148 0.0289868 | 8831.03 -2343.49
56.0176 7.19853 | -1.32542 0.818935 | 4903.35 2721.14
56.5095 7.07939 | -3.96128 -1.31375 | 2026.58 6061.61
57.0112 7.00291 | 0.492843 -0.830713 | -556.875 -8691.23
57.5162 6.95086 | -0.283752 0.569178 | -2240.68 3456.59
58.0212 6.94046 | -0.928442 4.95407 | -8021.5 8027.4
58.5201 6.97684 | -1.16301 1.18737 | 7933.24 -15351.4
59.0205 7.03322 | 0.408915 0.496487 | -954.165 15457.8
59.5118 7.14526 | -0.0701819 0.0481213 | -11524.6 -4617.02
59.987 7.28693 | -2.56357 -2.41328 | 3149.97 -6522.5
60.4576 7.44248 | -2.5215 1.69357 | 680.067 6361.21
60.9219 7.62178 | 1.96913 -3.78604 | 5636.27 -5709.4
61.3843 7.8112 | 0.629817 -0.828255 | -3710.89 2818.2
61.8342 8.02209 | -0.0598285 1.45883 | -14512.4 -5011.03
62.2653 8.24857 | -2.06471 -1.76525 | 13355.2 -4713.17
62.6952 8.48618 | -2.93704 0.27431 | -5429.7 2129.75
63.1036 8.75658 | 1.27483 2.3965 | -2429.48 8891.92
63.4883 9.06694 | 1.55937 -2.07458 | 15904.1 15754.5
63.8744 9.39774 | -0.343778 1.16382 | -11340.1 -18023.2
64.2672 9.70284 | -0.226147 -0.574825 | 9480.96 -4394.44
64.6829 9.97947 | 2.62362 -0.285456 | -1866.09 7664.14
65.1058 10.2473 | 3.53419 0.356603 | -12713 -2741.26
65.5313 10.4983 | -1.30269 -2.13408 | 17996.3 -1153.21
65.9827 10.7215 | -1.01323 0.361273 | -2175.47 6254.87
66.4438 10.9291 | -5.62196 -2.44402 | -5152.51 -3794.97


-32.304 27.2943 | 0.311757 0.910233 | -1276.69 -1661.96
-31.9202 26.9747 | 3.32737 1.57628 | 729.347 5732.49
-31.5503 26.6424 | 1.01649 0.751367 | -2409.49 -828.686
-31.1987 26.292 | 2.79675 2.10273 | 719.789 -3197.13
-30.8622 25.9244 | -0.0637957 2.16736 | 5953.16 2587.96
-30.5335 25.5471 | -0.543882 2.80655 | -7832.17 -9143.76
-30.2237 25.152 | 0.434306 0.492967 | 4169.77 2996.95
-29.9077 24.7613 | 1.32602 1.49092 | 9222.05 7154.2
-29.5756 24.384 | 0.729704 2.49496 | -8778.12 -2640.04
-29.2541 24.001 | 0.160108 2.22552 | -4820.36 -5570.94
-28.9413 23.6108 | -0.721382 0.525405 | 3866.84 6380.75
-28.616 23.234 | -1.10173 -1.56268 | -3948.76 5044.07
-28.2798 22.8737 | -2.34308 -1.93245 | -6044.38 -1710.3
-27.9321 22.5263 | -3.20904 -2.82022 | 9971.54 -7472.64
-27.5534 22.1993 | -2.60573 1.4649 | 8042.35 -4362.3
-27.1402 21.906 | -3.24906 0.335659 | -5149.22 12139.6
-26.703 21.6629 | -0.356882 -3.11815 | -5709.9 -1936.42
-26.2527 21.451 | 2.79276 0.943607 | 7023.8 -4535.3
-25.7852 21.2632 | 0.586978 0.448022 | 9319.71 -366.767
-25.3018 21.1005 | -0.954692 -0.252304 | -7416.03 -1920.12
-24.8173 20.9568 | 1.53129 -0.687661 | -10846.4 77.6351
-24.3338 20.8387 | 1.87045 -4.73723 | 2270 2694.07
-23.8416 20.761 | -1.05552 -4.7699 | 8040.14 3689.33
-23.3398 20.7269 | -0.639916 -2.73808 | -5726.74 -2819.3
-22.8397 20.7219 | 4.08198 -1.40183 | 1851.43 -5370.64
-22.3396 20.7424 | 3.41562 -2.04032 | -4335.08 5875.84
-21.8443 20.806 | 0.627995 -2.49854 | 11880.1 1012.14
-21.3463 20.906 | 1.43093 1.35669 | 4866.49 1724.5
-20.8514 21.0381 | 0.100349 2.18755 | -6435.99 3234.59
-20.3675 21.1965 | -2.30753 2.97412 | 1323.59 -6057.88
-19.8875 21.3609 | -1.45848 0.589997 | -9640.15 2417.38
-19.4162 21.5336 | -0.181412 0.709293 | 6275.39 -2452.08
-18.9401 21.7002 | 0.195914 1.60686 | 2105.51 -1758.92
-18.4617 21.8592 | -0.890993 2.01125 | -16171.2 -390.525
-17.9928 22.0156 | 0.49947 0.663334 | 7961.12 -1982.1
-17.5183 22.1634 | 1.86991 1.17798 | -2949.89 1932.46
-17.0444 22.3084 | 1.79279 0.726091 | -4917.35 49.9094
-16.5711 22.4474 | -0.879516 -1.43977 | 10233.9 4521.24
-16.0874 22.5746 | -2.1332 -0.724013 | -2995.65 -1547.13
-15.5988 22.6735 | -1.3834 0.919522 | -1391.57 -5922.52
-15.1061 22.7333 | 0.431758 3.23854 | -4642.95 6832.18
-14.6137 22.7669 | 2.01016 4.20671 | 1639.46 -1192.25
-14.1193 22.7602 | 1.21047 4.67472 | 4136.06 -3787.37
-13.6245 22.7063 | -1.5694 1.15076 | -1040.96 4292.28
-13.1351 22.6151 | 1.94518 0.373576 | 5028.08 -2422.64
-12.6513 22.4805 | 2.70068 0.158153 | 3806.95 -6336.13
-12.1771 22.303 | -1.59966 -1.84845 | -1431.33 6457.88
-11.7149 22.1028 | 0.304075 -0.399001 | -5137 -3193.24
-11.2696 21.8778 | 0.927049 0.702277 | -16103.9 13298.3
-10.8424 21.648 | -0.980389 -0.178949 | 8833.88 -1193.26
-10.4171 21.4054 | -0.878325 2.05387 | 5682.92 -11254.3
-9.99747 21.1385 | 1.12536 1.43675 | -3317.06 5228.11
-9.58253 20.8671 | 1.26975 -1.08617 | 12178.2 332.609
-9.16163 20.593 | 0.291926 0.251224 | -3693.28 -3330.32
-8.7516 20.3034 | 1.03601 2.21507 | -7088.93 1387.87
-8.3559 20.0001 | -1.25884 0.437456 | 10322.1 -3749.79
-7.96023 19.6873 | -2.742 1.48248 | -4487.88 5317.31
-7.57305 19.37 | 0.309984 -0.629379 | -3929.06 -4859.17
-7.19646 19.0411 | -1.40213 -1.77869 | 2925.51 2579.27
-6.81867 18.7146 | -2.12947 1.6867 | -7982.14 3669.1
-6.44156 18.3956 | -0.200562 1.78242 | 4978.65 -1914.05
-6.05183 18.0884 | 2.17358 4.355 | 226.921 6141.78
-5.65001 17.7992 | 1.53106 3.46828 | 3422.84 -7208.12
-5.24158 17.5114 | -0.687646 -0.476069 | -2157.39 -6477.24
-4.83018 17.2256 | 0.718106 1.7985 | -4993.92 8626.31
-4.40821 16.9659 | -0.155182 -0.275746 | 1078.91 -6461.36
-3.96799 16.7336 | -1.32414 -1.47331 | 8209.34 4533.95
-3.50053 16.5513 | -0.159046 -1.90727 | -1071.04 454.531
-3.0171 16.4168 | 0.191343 -2.42365 | -1357.94 -4273.57
-2.52411 16.325 | -0.506399 -0.0215345 | -1582.61 8794.5
-2.02445 16.288 | -0.636182 -3.31933 | 11451.6 -11745.2
-1.51562 16.283 | -0.653834 -0.0447517 | 1118.87 6398.88
-1.00964 16.3332 | 1.64883 1.48661 | -20244.5 1227.1
-0.526238 16.4371 | 1.80124 1.19246 | -3512.21 -6659.83
-0.0581981 16.5792 | -0.89945 3.39491 | 3364.03 -1101.97
0.397026 16.7631 | -1.44436 2.97483 | 6188.92 7352.33
0.836448 16.996 | -1.77301 0.853598 | 777.664 -1651.3
1.2572 17.2633 | -0.659035 -1.12164 | 551.911 -1009.04
1.65936 17.5586 | 0.0987676 -0.155868 | 1946.99 5081.53
2.04352 17.8806 | -0.831412 0.423362 | -4129.59 -7978.39
2.4108 18.2132 | 2.28661 -0.760044 | -3241.32 -3848.11
2.76245 18.5571 | 1.11624 -0.66432 | 4136.47 4717.3
3.10297 18.9181 | -2.89256 -0.337861 | 5165.65 1992.05
3.43368 19.2952 | -2.23998 -0.141825 | 861.144 14710
3.7501 19.6954 | -1.0279 0.106786 | 1238.9 -4466.39
4.0656 20.094 | -2.72342 1.32415 | -4527.09 -12513.9
4.38367 20.4787 | -0.995726 -2.71409 | -6692.03 1402.23
4.7028 20.8588 | 0.340979 -4.88585 | 8329.01 3689.95
5.04076 21.2288 | -2.04408 -2.05701 | 1482.33 -3154.2
5.3937 21.5825 | -3.76659 -0.618709 | -14895.8 -3234.81
5.7476 21.9235 | -3.25239 -1.09457 | 3565.2 2823.14
6.12374 22.2451 | -4.46957 -0.291 | 14785.7 7437.37
6.53692 22.5378 | -3.77111 -0.69254 | 181.33 1789.66
6.9774 22.7901 | -1.54168 1.17132 | -7979.13 -9806.36
7.43816 22.9853 | -1.52939 2.19689 | 2821.48 2587.49
7.91799 23.1318 | -0.113036 -0.6539 | -565.341 2626.05
8.40997 23.2301 | 0.917783 -1.64077 | -1975.14 -6304.38
8.9089 23.2705 | 0.547309 -0.706403 | 4952.63 2605.73
9.41351 23.2686 | 1.31891 -2.44726 | 4852.61 -45.8513
