-5.28933 15.2074 | 0.227707 1.44535 | 5693.14 3125
-26.2698 42.585 | 1.21037 -2.3422 | -7749.92 -2639.61
-25.9823 42.1652 | 2.80718 -0.474467 | -7789.98 12492.5
-25.7157 41.744 | 3.56054 1.2885 | 1113.85 490.566
-25.4588 41.3178 | 1.92634 -1.6158 | 3428.04 -9186.71
-25.2057 40.8825 | 0.275603 -2.34824 | -3421.44 4921.64
-24.9529 40.4514 | 0.410032 0.307901 | 3955.69 8468.39
-24.691 40.0305 | -0.166354 -0.211771 | -6606.59 -5679.32
-24.4347 39.6054 | 1.61254 -0.177087 | -1517.29 -4919.54
-24.1711 39.1821 | 1.88037 -0.943645 | 5285.72 4509.62
-23.8775 38.7796 | 3.32704 0.0271529 | -426.14 2971.14
-23.5554 38.4012 | 1.35981 -1.49855 | 3690.05 -4106.73
-23.2089 38.0417 | -2.02215 -4.62282 | -7566.13 4237.81
-22.8504 37.7035 | 0.477891 -0.981226 | -12046.1 3127.95
-22.4826 37.3887 | 1.26846 1.36391 | 1379.86 1056.19
-22.0877 37.109 | -0.0639636 -0.517749 | 9898.34 206.179
-21.6598 36.8694 | 1.73409 -0.740114 | 1558.65 -9267.83
-21.2131 36.6549 | 0.958143 0.392946 | -1002.84 -3954.66
-20.7499 36.4748 | -1.61473 0.598726 | 3562.2 5341.46
-20.2667 36.3507 | -0.796364 5.01126 | 7340.7 3551.04
-19.7677 36.2791 | 1.04284 4.51136 | 877.442 -2407.91
-19.2642 36.2374 | 1.94143 -3.25286 | -5426.39 3500.13
-18.7635 36.2114 | 0.608901 -1.51883 | -2765.43 -11223.1
-18.2651 36.1739 | -1.8652 0.602316 | 3543.34 4308.15
-17.7632 36.1429 | -0.754031 -2.21094 | 7707.46 -565.301
-17.2552 36.1183 | 0.270388 1.88916 | 732.006 1519.6
-16.7465 36.1007 | -0.134514 -1.10235 | -8016.43 -1565.29
-16.2433 36.0848 | -0.481601 -3.70853 | -2693.02 2084.14
-15.7425 36.0723 | -1.60789 -1.52724 | 2532.6 -1630.38
-15.2401 36.0566 | -0.192911 -1.30013 | 4523.33 1582.27
-14.7354 36.0377 | 1.0458 2.31599 | -7875.18 -4885.9
-14.2364 36.009 | 0.291675 4.08566 | -2382.65 7476.39
-13.7401 35.9844 | 0.360281 0.221606 | -1086.65 -631.069
-13.2457 35.9487 | 1.65313 -0.621505 | -349.184 -2423.34
-12.7535 35.8903 | 2.57018 -1.15262 | 1614.54 3917.64
-12.2634 35.8083 | 0.732683 -3.89466 | 3010.8 -6078.76
-11.778 35.6866 | -0.962006 -4.46925 | 5858.02 3205.4
-11.2985 35.5315 | -3.58513 -6.02814 | -2850.94 -1242.19
-10.8362 35.3333 | -4.3084 -1.27476 | -1610.89 -3377.13
-10.3964 35.0888 | -1.11213 -0.991037 | 4963.79 3129.28
-9.97742 34.8075 | -1.59837 -6.60372 | -2287.28 152.397
-9.59259 34.4834 | 0.983113 -1.33803 | -6949.39 -4671.52
-9.25273 34.1146 | 2.54533 2.49699 | 1273.03 5128.15
-8.94451 33.7211 | 1.41176 0.676409 | 3673.22 -1691.26
-8.66216 33.3061 | 0.986544 -2.38314 | 2602.61 644.674
-8.40902 32.8727 | 0.701866 -1.31128 | -4497.77 5526.7
-8.19864 32.4221 | -0.371743 0.826538 | -5743.27 -4419.54
-8.0348 31.9511 | 1.50937 1.28985 | 6261.65 -4786.67
-7.89465 31.4678 | 3.87722 1.37024 | -1974.13 3050.52
-7.77387 30.9806 | 0.959469 -0.177894 | 2461.79 212.999
-7.66123 30.4902 | -0.399403 -0.454171 | 4869.52 -10180
-7.55421 29.9908 | 1.2532 1.6819 | -5349.24 -2342.87
-7.4633 29.4878 | -2.58189 0.0163558 | -2228.48 13105.1
-7.37824 28.9942 | -4.17649 0.787186 | -1709.5 10932
-7.28722 28.5108 | 0.692748 1.5743 | 2802.15 -1806.48
-7.17838 28.0301 | -0.712243 -2.21993 | 2316.95 -6133.36
-7.05144 27.5484 | 0.333816 -2.69606 | -387.349 -5524.51
-6.91099 27.0658 | 2.73022 -1.24728 | -3573.13 -376.992
-6.75558 26.5874 | 0.760059 2.17422 | 5486.78 296.084
-6.56934 26.119 | 1.06021 3.1208 | -4649.41 -3385.62
-6.35675 25.6623 | 0.723451 0.331295 | -793.507 11152
-6.1049 25.2348 | 0.374424 1.25731 | 2336.2 5182.41
-5.81335 24.8369 | 2.70424 3.4752 | -6617.09 -6406.46
-5.49875 24.4557 | -1.16596 1.45663 | 5647.37 -1291.71
-5.15039 24.1001 | -1.63802 -0.400673 | 2397.81 -1834.84
-4.77266 23.7726 | 2.47409 0.564766 | -4354.97 1400.33
-4.37419 23.4757 | 2.56444 0.339751 | -4595.09 -225.446
-3.9567 23.2127 | 0.489877 -2.07673 | -189.161 7006.59
-3.51691 22.994 | -0.250616 -1.801 | 2364.16 -5118.47
-3.05991 22.8032 | 1.87598 2.11383 | 9059.54 -7620.63
-2.58486 22.6356 | 2.67864 0.778423 | 4688.39 5762.99
-2.09579 22.5036 | 4.20842 1.62498 | -4392.05 -643.187
-1.60422 22.3935 | 4.58183 2.83001 | -4696.9 -4109.02
-1.11356 22.2963 | 3.80311 0.78616 | -3423.96 6824.25
-0.622357 22.2224 | 4.31267 0.400294 | 1384.38 -3303.51
-0.129057 22.1569 | 0.837788 -3.83846 | -151.428 -3957.23
0.366552 22.0969 | -1.64381 -5.4718 | 9229.54 5319.05
0.871353 22.0548 | 0.129632 -3.47255 | 10759.4 -7671
1.38463 22.0187 | 0.544906 -0.0927397 | -5118.62 6417.9
1.89487 22.0051 | 0.640789 -2.30303 | -12967.7 1972.85
2.39516 22.0083 | 0.571114 -0.928498 | -6458.24 -383.869
2.89025 22.0156 | 1.74257 2.97744 | 7757.58 976.875
3.38992 22.016 | 3.27671 -0.766096 | 1889.01 697.728
3.89035 21.9946 | 0.7416 -0.823401 | -6545.44 -2149.74
4.38351 21.9344 | 0.0636102 1.23761 | 314.948 -5722.57
4.87 21.8292 | 2.48372 1.75831 | 6286.3 5587.8
5.35308 21.6965 | 2.59794 2.30284 | -1246.96 4185.1
5.82389 21.5291 | 2.11444 0.609729 | -1375.63 -7165.4
6.27169 21.3061 | 2.33479 1.15004 | 1296.78 2096.3
6.69237 21.0357 | 0.911892 0.469751 | -6742.63 -2765.08
7.07636 20.7199 | -2.5258 0.410757 | 924.477 8519.35
7.43408 20.3786 | -2.42735 2.06143 | 2107.18 -4325.61
7.7658 20.0061 | -2.37306 -1.29259 | 5455.1 -14737
8.07634 19.6015 | -0.389375 -2.97301 | 10032.9 5171.3
8.37822 19.1865 | 0.144049 -3.56566 | -12916.1 7999.67


21.4083 61 | -3.25382 2.34721 | -541.529 6737.11
21.505 60.5165 | -0.765345 2.46064 | -4058.51 1172.76
21.6063 60.0348 | 3.05113 1.02072 | 4951.96 -1788.67
21.7288 59.5546 | 3.31633 3.90272 | -13.9995 -12958
21.8708 59.0707 | -0.563022 4.66411 | 5095.16 3612.46
22.0399 58.5959 | -1.60255 1.91801 | -3867.77 3482.26
22.2227 58.1302 | -2.08308 0.612033 | -7060.16 64.0089
22.416 57.6727 | -0.182048 1.93679 | -5009.32 8871.27
22.6381 57.2366 | 0.0469246 4.38549 | 7612.28 -1998.49
22.9119 56.8271 | -1.12175 1.70127 | 3605.37 -4163.79
23.2314 56.446 | -1.94961 0.827692 | -4786.38 -5106.78
23.5852 56.094 | -0.881003 3.21042 | 8721.98 -2537.63
23.9844 55.7864 | -0.976225 2.92564 | -4804.54 3150.66
24.4173 55.5365 | -3.36544 -0.152021 | -4246.72 7812.67
24.8769 55.3531 | -1.4179 -3.34727 | 2109.18 -667.934
25.3555 55.2198 | 1.60142 -2.32946 | 1978.55 -10310
25.846 55.1172 | 1.27963 -4.31227 | 10943.6 5360.63
26.3508 55.0621 | 0.00187174 -7.08247 | -6733.51 2288.73
26.8544 55.0462 | -0.430377 -1.19389 | -5213.42 -6832.78
27.3546 55.0533 | 0.62075 1.54835 | 5659.53 3581.81
27.8563 55.0953 | 0.205327 1.31622 | -1617.7 3886.28
28.3541 55.1701 | -1.8134 3.01641 | 791.748 -2160.34
28.8502 55.2609 | -1.15301 4.50828 | 5231.39 -5791.57
29.3478 55.3604 | -0.861473 1.48109 | 1466.35 11211
29.8417 55.487 | -0.782218 0.867518 | -5422.69 -2782.86
30.3305 55.6184 | 0.979613 -2.53541 | -984.496 -8297.68
30.8201 55.7398 | -0.733478 -1.86605 | 6871.26 7444.83
31.3133 55.8675 | -2.29075 0.270911 | -1931.61 -2915.36
31.8058 55.9933 | -1.09225 -0.990228 | -1327.47 -1597.03
32.2961 56.1201 | 0.183107 -1.54718 | -5551.13 6983.57
32.7814 56.2556 | -0.227335 2.77015 | 2132.79 -3660.69
33.2711 56.3777 | 0.509245 2.41839 | 5475.85 810.273
33.7679 56.479 | 1.18888 -1.19211 | -14946.8 -324.363
34.2604 56.5509 | 0.549235 -0.610773 | 4331.86 -5383.47
34.7596 56.5795 | 0.430137 2.8871 | 11278.6 -963.237
35.2671 56.5733 | -0.844948 1.83032 | -5045.6 1473.16
35.7707 56.5454 | -1.4397 1.02822 | -7617.01 3224.92
36.2676 56.5039 | -1.01403 -0.426542 | 1575.34 4080.63
36.7634 56.4457 | -2.90564 -3.50258 | 5367.74 -7346.44
37.2574 56.3515 | -3.70545 -0.788875 | -6705.74 -847.552
37.7412 56.2299 | -1.84758 1.672 | 9.24112 7337.18
38.2199 56.0968 | -0.793872 1.43647 | -1209.96 -5006.17
38.6909 55.9412 | -2.453 2.0006 | -5850.4 3807.8
39.1537 55.7744 | -3.2994 -0.149245 | 4058.84 -3465.47
39.6163 55.5985 | -1.28871 1.7506 | 5732.54 3435.28
40.0833 55.4253 | 0.970976 4.49352 | -1402.16 7605.67
40.5477 55.2489 | -0.110478 2.74362 | 2010.04 -15816.5
41.002 55.0361 | -1.23975 3.94819 | -2295.85 3331.26
41.449 54.8094 | -0.87085 2.62516 | 8919.66 1440.51
41.8994 54.5786 | 1.10011 0.339716 | -382.506 -6333.05
42.3465 54.339 | 0.850329 0.660147 | -7912.37 12911.8
42.7887 54.1084 | 1.4061 2.90117 | -105.116 -4777.79
43.2264 53.8689 | 1.06168 4.69474 | -442.082 -4986.32
43.6612 53.621 | -0.160073 1.98046 | 3117.21 4363.02
44.1019 53.3824 | 2.3686 2.20083 | 231.235 -946.524
44.5468 53.1516 | 3.42882 3.60589 | -6521.59 -501.635
44.993 52.9308 | -0.143819 1.67598 | 8109.05 951.045
45.4514 52.73 | -2.00821 0.859767 | -12299 1875.9
45.9087 52.5504 | -0.0198905 2.32548 | -11671.8 7240.64
46.3666 52.3979 | 1.20322 2.68157 | 13613.9 -7577.78
46.8396 52.2594 | -2.35519 0.28366 | 9061.51 -12849.3
47.3272 52.1388 | -1.93139 -0.0536678 | 558.256 11435.5
47.8255 52.0804 | -0.737454 -0.315272 | -6617.33 11507.3
48.3223 52.083 | -1.63663 -1.86577 | -2818.55 -18468.4
48.8168 52.0982 | -1.06981 -0.126562 | 5928.69 38.1351
49.312 52.1512 | -1.35344 -0.415366 | 238.621 9059.57
49.7978 52.2659 | -0.83482 1.62345 | -2054.99 -6252.22
50.267 52.4283 | -2.60589 4.33112 | -3198.61 1631.3
50.7118 52.6449 | -3.71205 3.27573 | 1108.65 4283.58
51.1321 52.9102 | -0.860593 3.6768 | 6432.39 -5867.04
51.5345 53.2052 | -1.0335 4.54754 | -5757.08 7355.09
51.9076 53.5381 | -2.35685 2.97872 | 3819.02 4569.28
52.2675 53.8903 | 0.91701 -0.628932 | 425.598 -11113.5
52.6267 54.2357 | -0.529511 -3.32395 | -8379.09 -739.948
52.9816 54.5782 | -1.38232 -3.16029 | 2845.96 708.773
53.3473 54.9106 | -1.491 0.63014 | 1514.56 -1450.15
53.7296 55.2257 | 1.89987 0.427011 | 5018.68 4786.77
54.131 55.5257 | 2.31685 0.382997 | 3455.68 4573.33
54.5509 55.8076 | -2.66146 0.726964 | 2387.71 -3074.33
54.9896 56.0601 | -1.80857 1.23013 | -3841.74 -677.397
55.4398 56.2839 | 1.09765 3.40405 | -9141.99 -4281.84
55.897 56.4757 | 0.381078 0.257767 | 1152.8 2190.06
56.367 56.6377 | -3.08238 -0.183648 | 9678.19 3740.37
56.8558 56.7659 | -1.56244 -0.707701 | 8051.85 -7784.55
57.3605 56.8505 | 1.06903 0.0267083 | 6993.25 1177.45
57.8729 56.916 | 0.752184 2.91673 | -10369.7 12294.7
58.379 56.9851 | 0.365544 0.48927 | -5069.37 -3650.78
58.8833 57.0297 | -0.135542 -0.38728 | 2567.59 -6250.14
59.3895 57.0327 | -1.13191 0.722204 | -8398.07 -215.772
59.89 57.0008 | -1.05045 4.34268 | 7325.14 165.955
60.3927 56.941 | -0.718688 4.14092 | 6742.04 2822.85
60.8964 56.8575 | -1.22141 2.78913 | -3793.25 6145.59
61.3892 56.7402 | -2.38224 3.06372 | -8086.93 -9587.02
61.8559 56.5573 | -1.70441 1.80187 | -8546.6 890.029
62.2922 56.3208 | -1.12646 -1.44904 | 9707.76 -2049.99
62.7123 56.0476 | -3.20896 -1.93874 | -1793.55 7170.17
63.1113 55.7524 | -4.96469 0.327657 | -17292.6 7386.15
63.4762 55.4332 | -1.69351 2.39641 | 8316.7 -12108.8
63.83 55.0888 | -4.94426 -1.14287 | 11464.1 1306.88
64.1914 54.7429 | -4.08858 3.29802 | -3058.46 -521.013


53.959 -26.3051 | 0.933222 2.20426 | -1488.2 -9724.99
54.4365 -26.1735 | 0.900941 -2.08013 | -6562.78 17052.2
54.9096 -26.0319 | -1.36411 -3.20367 | -5499.65 -4970.02
55.3881 -25.9194 | 1.59318 -2.96249 | 26772 -7479.94
55.8905 -25.8575 | -0.0482336 0.949072 | -17575.6 -802.201
56.386 -25.8256 | -3.61967 3.68818 | -9806.04 10637.9
56.8779 -25.8018 | -1.3997 -3.83288 | 37051.6 -9797.86
57.393 -25.8088 | 1.45188 -2.22343 | -15481.6 9770.4
57.8995 -25.829 | 3.10584 -0.718707 | -8207.21 -6289.98
58.3951 -25.8808 | -1.32915 -7.11163 | -20397.1 -4233.3
58.8746 -25.9549 | -4.78967 -4.55873 | 17587 12295.4
59.3661 -26.0178 | 0.295607 1.70441 | 18036.4 -6871.88
59.8692 -26.0933 | -5.4833 -0.614515 | -13000 7322.13
60.3612 -26.1831 | -1.1029 3.02166 | -13737.9 -17002.6
60.8363 -26.3111 | 4.84939 0.00758535 | 4295.76 25627
61.3138 -26.4249 | 2.52069 -1.89943 | 10631.5 -24972.5
61.7912 -26.5752 | -1.13746 -0.56938 | -14397.1 13414.3
62.2603 -26.7209 | -1.60944 -6.02617 | 8922.11 -3063.74
62.7366 -26.8636 | -3.03339 -1.45054 | 10472.8 -830.613
63.2226 -26.9999 | -1.53472 -3.05222 | -5500.54 5449.33
63.708 -27.131 | 3.78521 -4.58536 | 9149.34 -18777.2
64.196 -27.2774 | -0.573852 -7.32164 | -15347.1 23161.8
64.6793 -27.3925 | 0.0651496 6.01507 | 1711.18 -11930.2
65.1628 -27.5085 | -0.82616 1.18765 | -4274.08 1897.89
65.6459 -27.6106 | -1.14642 -0.193346 | -2565.45 1120.87
66.1309 -27.6889 | 1.99691 0.5431 | -512.873 -4478.27
66.6197 -27.738 | 0.889735 5.3147 | 3885.85 16924.3
67.1137 -27.7366 | 3.51805 5.32767 | 3441.72 -17057.2
67.6112 -27.7347 | 2.71342 1.74134 | 3448.09 -1250.07
68.1128 -27.7149 | 1.23512 1.2867 | 15655.5 4750.32
68.62 -27.6542 | 0.769997 3.43202 | -23505.5 -3199.63
69.1054 -27.5461 | 5.63897 -4.97076 | 11077 6605.54
69.5802 -27.3803 | 2.48079 -0.266055 | -4268.56 575.094
70.0327 -27.1672 | -0.938272 -2.48267 | -11392.1 -7195.34
70.4602 -26.9243 | 2.33139 -4.76893 | 9021.99 2356.68
70.8781 -26.6564 | 1.0657 -3.03582 | -5010.11 4862.53
71.2832 -26.3687 | -0.616957 -2.78309 | 11818.6 -8306.66
71.6967 -26.0842 | -5.55996 -1.15724 | 9789.65 11800.7
72.1089 -25.7812 | 0.168153 0.45985 | -10832.7 -10566.6
72.5016 -25.464 | -2.80459 0.827875 | 4829.54 20787.3
72.8766 -25.1115 | -2.34505 -4.03036 | 4609.17 -8310.4
73.2451 -24.7573 | -2.8915 3.05207 | -25310.9 -21845.2
73.5915 -24.4109 | -4.50813 3.98642 | 12650 13556.5
73.9403 -24.0542 | -1.77 1.59231 | 7036.21 -5512.45
74.2908 -23.6972 | -3.99544 2.73089 | -10755.2 -1369.34
74.618 -23.3246 | -1.93288 5.12481 | 1257.16 13849.3
74.9289 -22.9282 | 1.60841 5.49761 | 5791.07 2723.47
75.2455 -22.5311 | 4.11594 0.633123 | -369.049 -9075.83
75.5766 -22.1549 | 5.31597 2.76134 | -16712.9 -11127.5
75.9154 -21.8056 | 0.913533 -0.896087 | 1564.77 -3137.82
76.2801 -21.4875 | -0.752886 -4.61265 | 1659.54 6198.04
76.6715 -21.1966 | -3.8928 0.730519 | 6078.29 -2501.9
77.0913 -20.9414 | 2.05666 -6.44797 | -1641.22 7299.1
77.5263 -20.7087 | -3.163 -2.49252 | -4678.89 1070.04
77.9761 -20.508 | -2.09952 -1.75328 | 17208.1 1992.59
78.4536 -20.3531 | -1.4904 -1.02987 | -14754.9 -13761.8
78.936 -20.2505 | 2.8448 -1.50163 | 6389.2 19394.1
79.4278 -20.1579 | 6.52106 -5.9189 | 20102.5 -9297.7
79.9364 -20.1055 | 3.15155 3.1378 | -27015.9 6255.24
80.431 -20.0794 | -0.465612 0.377714 | 677.369 -5209.89
80.9256 -20.0951 | 1.6604 4.43846 | 14381.5 5790
81.4284 -20.1466 | -1.00225 1.37093 | 11936.6 -6511.19
81.9315 -20.2537 | -1.8154 0.290306 | -14135.9 -12754.6
82.4131 -20.4174 | 1.10457 0.158504 | 533.09 15967.7
82.8882 -20.5865 | -4.69082 2.26462 | -3538.97 -4976.62
83.3553 -20.7685 | -2.01251 -1.15468 | -4834.13 12437.5
83.8165 -20.9469 | 2.59573 -1.81543 | -4734.92 -6474.69
84.2675 -21.1449 | 3.90565 0.434475 | 8410.9 494.657
84.7155 -21.3554 | 0.688451 -1.11105 | -18574.6 10993
85.1437 -21.5767 | -0.498855 -1.53788 | 3983.49 -19375.6
85.5642 -21.8265 | 0.421548 -0.506117 | 3446.73 8149.91
85.9998 -22.056 | 2.81088 -4.07655 | 27321.9 -984.478
86.4698 -22.2569 | 0.500905 -0.777404 | 3492.3 -17585.8
86.9519 -22.448 | -1.79426 -1.20884 | -17138 15832.5
87.4366 -22.588 | -0.980319 0.0269594 | -996.267 8293.57
87.9296 -22.6768 | -0.0704778 1.88421 | -1440 -10132
88.4269 -22.7432 | -0.673064 0.335701 | 14193.9 5222.17
88.9337 -22.7756 | 0.0537988 -2.11422 | -28437.5 -1482.45
89.4225 -22.7864 | 4.18826 1.03369 | -10890.3 -10897.4
89.9054 -22.7799 | 2.16425 0.309244 | 45125.8 6553.44
90.4108 -22.7168 | 0.892073 -0.282712 | -27539.6 14537.1
90.8886 -22.5804 | -2.59476 2.42899 | -7386.59 -22155.1
91.3516 -22.4228 | 4.33219 -1.48011 | 27995.4 14136.9
91.8151 -22.2166 | 0.433038 -2.90218 | -18465.8 4329.51
92.2487 -21.9666 | -2.91108 -1.03778 | 4398.95 -10346.9
92.6737 -21.7065 | 0.331351 -0.867993 | -1144.21 1287.89
93.0891 -21.4322 | 0.545262 -1.49404 | 1509.93 695.149
93.4965 -21.1467 | 2.56991 0.942494 | -2775.49 -20630.4
93.8919 -20.8569 | -1.06232 0.996657 | -794.499 35990.4
94.2557 -20.5066 | 0.392501 1.43176 | 12399.5 -5633.25
94.6183 -20.1456 | 1.17971 1.39906 | 8809.63 4031.82
94.9824 -19.781 | -2.67092 -3.12254 | -25848.9 -19694.6
95.3263 -19.427 | -2.14185 3.67631 | -6809.49 -2533.49
95.6707 -19.081 | 1.88906 3.27455 | 23217.1 17747.7
96.048 -18.7443 | -2.27703 0.483187 | -3218.3 -12116.3
96.4483 -18.4409 | 1.82466 2.11676 | 1961.82 1822.49
96.8642 -18.1564 | -0.769494 1.78917 | -7077.38 1497.46
97.2855 -17.8816 | 0.0460911 -4.53732 | 21319.5 8268.27
97.7268 -17.6156 | 0.669807 -2.598 | -23895.4 -9120.87
98.1601 -17.3649 | 0.147548 -0.872316 | 3218.29 527.004


9.53996 10.938 | 4.44298 1.92957 | 6092.23 4849.06
9.98772 11.1737 | 3.45346 1.35426 | -7006.37 -2620.48
10.4481 11.3676 | -0.00611322 2.07744 | -8565.85 -2043.38
10.9187 11.5091 | 0.369885 1.91972 | -4895.14 -3449.56
11.3987 11.5872 | 0.836847 2.24371 | -241.134 443.43
11.8849 11.6062 | 1.15835 -0.354834 | 7584.95 3988.85
12.3765 11.5759 | 0.751724 -0.364968 | 6446.22 -3337.1
12.8678 11.495 | -1.85358 1.3985 | -3870.22 2925.22
13.3495 11.3762 | -2.96707 0.616695 | 1804.06 3405.44
13.8222 11.224 | -3.30053 0.38868 | -244.572 -9484.12
14.282 11.0297 | -2.73618 0.54805 | 4338.65 1639.62
14.7376 10.8196 | -1.1847 -0.235961 | 2158.56 11589.6
15.1907 10.6096 | -0.930465 3.35831 | -7894.31 -4567.6
15.6265 10.3732 | -1.12248 5.74331 | 1723.44 -6791.99
16.0487 10.1096 | -1.89383 3.3693 | -3471.05 6401.15
16.4621 9.84141 | -0.111349 2.72071 | -9894.43 3235.55
16.8691 9.57654 | 0.653545 1.70809 | 3093.24 -490.717
17.2874 9.32561 | -2.4684 -1.91862 | 12007.3 -1331.85
17.7282 9.09541 | -1.27024 -2.95014 | 9917.05 -8782.81
18.1867 8.87828 | 0.695806 -3.38312 | -3132.13 1145.17
18.6542 8.6838 | -0.608925 -1.91475 | -3641.01 3186.89
19.1303 8.51935 | -0.842136 -0.0903707 | 5329.25 -1520.93
19.6188 8.38447 | 0.0957151 1.80118 | -1022.19 860.516
20.1148 8.28194 | 0.521144 0.483734 | -2162.54 642.645
20.615 8.21243 | 2.08594 0.634289 | 1052.02 -5253.01
21.1198 8.17594 | 2.35022 1.23998 | 3130.44 5307.94
21.628 8.19407 | 1.35277 -0.422381 | 4230.35 4048.22
22.1337 8.26937 | 0.544397 -0.372822 | -7092.05 -1427.32
22.6246 8.39188 | 0.448778 0.275506 | -6224.91 -5169.18
23.0971 8.55507 | 0.400767 3.58884 | -234.477 820.302
23.5489 8.76643 | 0.734699 2.25936 | -2665.17 5506.85
23.9743 9.02748 | 1.99986 -1.62596 | 3726.84 -4022.44
24.3812 9.31786 | 0.691979 1.19415 | -1012.98 -189.769
24.7675 9.63528 | 0.233743 1.4391 | 3565.07 2401.7
25.1358 9.97816 | 0.658283 -1.59891 | 2236.2 2041.71
25.4847 10.3441 | -0.507111 -3.24176 | -5604.73 1033.57
25.8101 10.7293 | -1.09039 -1.64067 | 7202.67 -1887.31
26.1276 11.1238 | -0.151945 1.1013 | -1131.96 2861.24
26.4294 11.5321 | -0.720543 -0.355747 | -2203.48 310.905
26.7143 11.9515 | -0.140943 -3.23959 | 2160.06 -1377.45
26.9883 12.3776 | 2.07293 -3.68279 | -4592.47 63.3747
27.2474 12.8104 | -1.50112 0.165543 | -2619.18 -3111.2
27.5008 13.243 | -2.14656 1.23652 | 4282.04 -3661.89
27.7616 13.6704 | -0.678611 -1.06613 | 1369.68 4182.77
28.0245 14.0997 | -2.13616 -0.558643 | -549.345 1100.2
28.2845 14.5318 | -1.61095 1.12086 | -4425.42 3187.58
28.5407 14.9667 | -0.799067 0.387085 | -3385.24 1589.66
28.8099 15.3927 | -1.10289 -0.112502 | 4327.5 -9038.33
29.1186 15.7865 | 0.487317 -2.76667 | 1075.36 2710.6
29.4673 16.1478 | 1.1018 -2.76773 | 2874.95 1616.77
29.8555 16.4698 | 1.0582 -0.649098 | 2337.91 -6469.4
30.278 16.7446 | -0.909269 -1.15414 | 114.074 3599.57
30.72 16.9896 | -1.36474 -2.6764 | -4014.92 3389.46
31.1732 17.2112 | -0.0915793 -2.42112 | 4597.74 -3644.43
31.6424 17.4004 | 0.541611 -1.08003 | -1313.91 1202.94
32.1196 17.5645 | 0.941367 2.14675 | -9082.24 913.427
32.5983 17.7047 | 0.434612 1.65612 | 852.694 -1460.52
33.0851 17.8112 | -0.15816 0.666726 | 2881.8 429.549
33.5808 17.8802 | 0.380111 -0.360781 | 2948.89 -4880.54
34.0826 17.9083 | 1.42545 -3.49867 | 417.979 1867.3
34.5859 17.9126 | 2.70636 -2.09123 | -2812.72 2740.94
35.0878 17.9031 | 1.12075 1.00522 | 4933.72 -7770.97
35.593 17.879 | 0.039725 -0.0819926 | 4224.61 10070.1
36.1014 17.8694 | 1.13322 1.56973 | -2712.44 705.113
36.6078 17.8641 | -0.61925 1.03759 | -7201.89 -6552.64
37.1089 17.8509 | -1.38921 -4.32546 | -809.331 2068.39
37.6093 17.8435 | -1.33017 -3.38786 | 5795.37 -3368.35
38.1133 17.8477 | -1.29723 -2.71122 | -310.139 5588.28
38.6161 17.8828 | 0.461925 -4.05432 | -5205.1 4036.99
39.113 17.9462 | 0.171784 -0.768732 | 517.724 -4588.59
39.6083 18.0183 | 1.12 1.41178 | 2147.07 -2935.39
40.1034 18.0977 | 1.02358 0.274992 | -1268.55 175.409
40.5944 18.1948 | -0.931664 2.15622 | -1816.42 -688.015
41.0776 18.3179 | -1.03351 3.75868 | -2361.2 529.305
41.5487 18.4755 | -0.48597 1.32887 | -1659.8 2461.1
42.0049 18.6705 | -0.518008 1.16405 | 1446.03 -2100.86
42.4485 18.8932 | 0.468641 0.615907 | 687.604 -452.051
42.8778 19.1417 | 0.725469 -2.12959 | -3740.86 -3874.58
43.2888 19.4137 | 0.493915 -0.0105798 | 447.189 4286.63
43.682 19.7138 | 1.18663 0.507549 | 4610.32 87.7733
44.0634 20.0326 | -0.30041 0.321386 | 945.1 -4387.77
44.4304 20.3656 | -2.29983 1.05098 | -6501.92 1035.29
44.772 20.7201 | -2.35085 -0.00808639 | -2377.82 -3282.51
45.0956 21.0888 | -2.57361 0.856983 | 8882.93 8152.45
45.4155 21.4723 | -5.15042 2.27381 | 8080.64 3921.76
45.7339 21.8656 | -4.20021 1.64558 | -3821.57 -1247.44
46.0384 22.2678 | -2.83028 1.31556 | -1896.79 -2704.83
46.3277 22.6777 | -2.53834 0.259142 | -4383.86 495.023
46.6014 23.0965 | -2.09581 1.64072 | 4312.58 -80.7759
46.8739 23.519 | -0.306018 3.54776 | 6616.57 6318.17
47.1475 23.9484 | 2.79748 3.42206 | -2920.58 4773.06
47.4123 24.3849 | 2.48307 1.7647 | -4130.26 -11660.5
47.6719 24.8143 | 1.95319 -1.78227 | -2732.05 -4942.15
47.9282 25.2397 | 1.43117 -3.20151 | -888.362 3644.31
48.1836 25.6669 | 0.518608 -1.40699 | 2194.6 -81.4658
48.4463 26.0906 | -0.144786 -1.2294 | -2451.72 -1493.41
48.7162 26.508 | -0.808257 -1.79947 | 1006.75 2379.47
48.9998 26.9181 | -1.2337 -0.99745 | 973.915 -464.493
49.3022 27.3153 | -0.934565 2.00344 | -632.481 2255.08
49.625 27.6974 | 1.39555 0.940142 | 1127.34 -1533.33


27.4329 -44.3149 | -0.463233 -3.31592 | 2262.36 -2073.19
27.9298 -44.393 | 0.0840229 0.423397 | 2845.65 1447.63
28.4252 -44.4906 | 0.0203445 1.00767 | 51.6811 14.0258
28.9178 -44.6054 | -0.544695 2.07121 | 5665.83 -138.239
29.4104 -44.7365 | -0.678383 0.0860481 | 1465.1 2835.05
