-5.87162 12.0564 | -0.0273435 2.70499 | -780.765 -348.841
43.9091 19.7868 | -0.215287 0.347425 | 600.016 -1187.93
44.1874 20.1941 | -1.14247 2.60769 | 1466.27 11845.5
44.4345 20.6287 | 2.24556 2.36245 | 743.466 -6197.49
44.6573 21.0724 | 1.38805 0.654655 | -5638.86 -7185.49
44.8555 21.5203 | 0.24455 0.959007 | 514.224 -3115.6
45.0415 21.9713 | 2.33541 0.105902 | 6054.71 6482.43
45.2238 22.4306 | 4.97315 -1.07097 | 232.305 7822.44
45.3967 22.9003 | 1.67562 -1.37418 | 1375.34 1101.09
45.5632 23.375 | -3.88003 -0.978793 | 0.202149 4018.41
45.7247 23.8539 | -2.32894 -0.0110862 | 2881.84 -6206.95
45.886 24.3295 | -1.68682 -0.234955 | -7237.26 -30.6201
46.0359 24.807 | -2.01243 -1.44597 | -235.899 3996.67
46.1903 25.2849 | -0.822993 -0.601719 | 4353.42 -4743.48
46.3679 25.7525 | 0.62552 0.729431 | -430.032 -3460.15
46.5667 26.209 | -0.0166474 1.99265 | -2103.63 5273.46
46.783 26.6595 | -2.30643 2.01674 | -1096.68 -3136.11
47.0236 27.0944 | -0.869878 -1.47617 | -3462.12 -4163.05
47.2935 27.5066 | -0.184341 -1.92785 | 1013.09 -3067.36
47.6002 27.891 | -0.894786 -2.71033 | 4660.07 4358.52
47.9417 28.2526 | -2.10114 -1.62656 | 5185.12 10226.4
48.3112 28.5978 | -3.63258 1.96292 | -5215.61 -5702.4


28.2748 -43.8104 | 2.68725 -1.81281 | 1612.18 1446.91
28.7094 -44.0589 | 3.04075 -1.19711 | -2035.81 -3884.87
29.1266 -44.3358 | 1.94215 -1.03072 | 571.897 1806.83
29.5315 -44.63 | 0.542223 -1.52557 | -1250.92 -1942.08
29.9267 -44.9372 | 0.877187 -0.445969 | 1501.27 1439.12
30.3209 -45.2459 | -0.266413 -1.195 | 2805.05 5077.07
30.7176 -45.5505 | -2.17178 -3.75558 | -3362.2 -4701.04
31.1071 -45.8645 | -0.834714 -2.6008 | -519.527 -3460.94
31.494 -46.1827 | 0.282902 -0.741252 | -1816.1 4690.68
31.8868 -46.488 | -1.58461 -2.71306 | -5864.62 -247.035
32.2897 -46.7732 | -1.12879 -2.0245 | 3379.33 5078.59
32.7167 -47.021 | -0.230063 -0.624019 | 5406.28 681.811
33.1655 -47.2359 | -0.212029 -0.802192 | 505.337 -9281.49
33.6261 -47.4341 | -0.668571 -0.31388 | 2107.12 1808.18
34.1005 -47.6017 | -0.603978 1.04406 | 2157.29 4019.25
34.5868 -47.7338 | 0.945177 3.0926 | -483.037 -1044.68
35.0781 -47.8426 | 1.71621 2.3102 | -6782.1 -2786.2
35.568 -47.9358 | 1.27227 0.0236892 | -2132.35 -1175.84
36.0599 -48.0073 | 0.767735 -0.305607 | 2602.18 -2452.04
36.5573 -48.045 | 0.589268 1.08532 | 3497.3 5889.92
37.0588 -48.0289 | 1.16727 0.597131 | 3137.02 2799.26
37.5582 -47.9636 | 0.953189 0.418595 | -6112.23 -7089
38.0466 -47.8645 | 1.4962 -0.813994 | -5368.69 -1136.41
38.5194 -47.7232 | 1.6503 -1.65735 | -882.75 2144.43
38.9738 -47.5337 | 1.24474 -0.292625 | -2013.42 82.1304
39.4078 -47.3034 | 2.14316 -1.71228 | 843.033 -111.238
39.8268 -47.0443 | 3.10322 -4.37731 | 5352.52 2729.49
40.2398 -46.767 | 2.75514 -2.23842 | 4677.39 2627.83
40.6527 -46.4822 | 2.71285 -0.976789 | 1830.41 -4851.66
41.0676 -46.2021 | 2.92423 -2.13725 | -9249.9 -1707.27
41.4757 -45.9223 | 2.43336 0.0999069 | 1323.66 0.210189
41.8862 -45.6451 | 2.44435 1.88191 | 7572.51 733.766
42.3042 -45.3712 | 2.25924 0.400641 | -5962.09 4610.63
42.7198 -45.0948 | 1.04087 -2.24797 | 4084.04 -2478.83
43.1442 -44.8296 | -1.37223 -2.12731 | -844.582 -57.0176
43.5761 -44.5772 | -2.91024 -0.096163 | -195.757 2935.06
44.0171 -44.3391 | -2.15438 -0.814332 | 2954.97 -359.031
44.4722 -44.1267 | -1.95775 0.113634 | -5680.07 -4968.42
44.9368 -43.9487 | -1.07395 0.774042 | -1132.52 1955.69
45.4117 -43.8006 | -0.338803 0.476575 | 6341.97 2002.75
45.9009 -43.6856 | 0.325182 0.202028 | 4270.72 1730.35
46.4016 -43.6092 | 0.571107 -1.78888 | 2645.04 -4420.16
46.9088 -43.5815 | 0.452131 -0.631417 | -6067.54 34.593
47.4128 -43.5958 | 0.893777 1.91361 | -457.328 3646.3
47.9131 -43.6467 | 0.658473 1.082 | 1111.67 -1080.84
48.4063 -43.7433 | 1.16201 2.66233 | -8184.97 -3267.63
48.8815 -43.8899 | 1.17428 2.57746 | -2123.51 1150.05
49.3415 -44.0715 | 0.182325 1.16509 | -849.46 8567.43
49.7898 -44.2732 | 0.639633 1.15151 | -1798.42 -7474.41
50.2229 -44.5081 | -1.38881 -0.322379 | 3999.42 -2645.14
50.6506 -44.7596 | -2.63669 -1.92126 | 1385.71 6012.35
51.0808 -45.0068 | -1.03897 -1.58222 | 5689.59 -4085.01
51.5176 -45.2536 | -0.885925 -0.52381 | 5959.38 468.074
51.961 -45.4983 | -2.27412 -0.354819 | -949.51 -4849.01
52.4031 -45.7486 | -3.09378 -1.83863 | -1267.53 -665.105
52.8458 -45.9964 | -2.03394 -2.31138 | -3100.63 6199.05
53.2932 -46.2285 | -0.410207 -0.271797 | 5474.39 -3020.63
53.7507 -46.4498 | -0.700255 0.886006 | 3819.3 -1075.48
54.2169 -46.6598 | 0.0620011 0.910947 | -4058.93 125.658
54.6861 -46.8576 | 0.807142 -1.25916 | 736.62 -937.076
55.1614 -47.0389 | -0.0542515 -3.61647 | -6343.18 3188.01
55.6406 -47.1935 | -1.69157 -2.37415 | -1841.55 359.936
56.1269 -47.3159 | -2.89469 0.367012 | 1874.3 1269.24
56.6223 -47.3996 | -1.6381 0.62105 | 1770.61 -2010.32
57.1245 -47.4433 | 0.44812 1.31385 | 1398.89 1719.01
57.6289 -47.4378 | 1.07162 2.28675 | -5828.68 -196.149
58.1262 -47.3807 | 0.0466174 1.23842 | -81.1005 2832.14
58.6141 -47.2696 | -2.01032 1.87387 | 808.726 1812.06
59.0905 -47.114 | -2.0051 2.07883 | -2009.33 -4791.59
59.5543 -46.9305 | -0.695736 -0.229374 | -959.373 1986.56
60.0051 -46.7198 | -1.20642 -0.335884 | -6671.37 -2122.88
60.443 -46.4936 | -2.66883 1.36797 | 4700.69 -3641.22
60.8804 -46.2634 | -2.27677 1.80473 | 4722.31 811.921
61.3164 -46.0235 | -0.552392 0.698605 | -3893.53 2076.1
61.7424 -45.7664 | -0.275979 -0.506309 | 7452.43 742.109
62.1649 -45.4943 | -1.5288 -1.168 | 3233.75 2012.86
62.5781 -45.2018 | -2.61053 -1.08829 | 439.949 3584.37
62.9741 -44.8838 | 0.0134567 -2.06773 | -5384.03 242.273
63.3486 -44.545 | 1.90855 -1.54504 | -3051.48 -6674.89
63.7094 -44.1973 | 3.20944 -0.207409 | 6782.79 6905.47
64.0656 -43.836 | 6.19446 -1.1272 | 3256.17 2451.42
64.4172 -43.4653 | 4.77142 -0.493209 | -1008.38 -1915.16
64.7609 -43.089 | 1.65605 -0.614993 | -5445.73 1373.15
65.0932 -42.7063 | 0.717329 -1.52774 | -3123.18 -5630.97
65.425 -42.3293 | -0.658841 0.787212 | 2997.85 -1273.94
65.7664 -41.9621 | 0.44306 1.68776 | -4924.45 -2287.5
66.1139 -41.606 | 0.956036 1.00546 | -2574.32 -2072.06
66.4724 -41.2641 | 1.71453 1.31223 | 2805.91 6961.77
66.8499 -40.9374 | 2.25751 1.54206 | 635.577 -3032.26
67.2533 -40.6446 | 1.17938 1.79665 | -2285.1 -1059.89
67.6822 -40.3943 | 1.49559 2.60561 | 986.258 -1704.37
68.1364 -40.1942 | 1.8619 0.930047 | 984.195 -1573.69
68.6099 -40.0437 | 1.01853 -2.05465 | -984.005 3609.88
69.0941 -39.9326 | -0.0105009 -1.41335 | -3941.7 -45.9531
69.5839 -39.8629 | -0.0979737 0.508962 | 6356.62 -287.672
70.0822 -39.836 | -0.0755348 0.103499 | 2507.49 502.177
70.5827 -39.8488 | -1.40258 -0.21774 | -7696.3 1762.08
71.0762 -39.8986 | -1.90419 0.302314 | 3060.23 -1070.57
71.566 -39.9873 | 0.0294799 0.458979 | 3813.85 -1515.48
72.051 -40.1124 | 2.88108 2.63888 | -1368.15 1246.66


-75.7547 35.7324 | 1.18773 1.18145 | -3463.9 -7668.45
-75.8506 35.2344 | 0.36971 0.85124 | 3058.21 4442.48
-75.9069 34.7344 | -0.673746 0.64015 | 1587.29 4948.65
-75.9211 34.2357 | -2.15179 -1.42992 | -3262.36 877.884
-75.8964 33.7388 | -3.8133 -1.55541 | 2513.02 923.908
-75.8241 33.2474 | -2.16212 0.126222 | 1017.83 683.325
-75.7078 32.7644 | 1.30754 0.382127 | -2243.09 -4623.8
-75.5568 32.2886 | 2.46833 -1.10924 | 1139.54 2706.52
-75.3703 31.8275 | 2.24542 -1.0558 | -4061.09 5218.49
-75.1559 31.3831 | 0.939179 1.04203 | -32.1434 -5197.84
-74.9125 30.9502 | 0.158831 2.52219 | 6438.11 -4575.56
-74.6346 30.5328 | -0.564113 0.195563 | -1974.73 3824.52
-74.3328 30.1353 | -1.17441 -1.58175 | -2153.67 3085.46
-74.0159 29.7534 | -0.335345 -0.574175 | -1980.23 -2030.6
-73.6908 29.378 | 1.08339 0.534805 | 4834.49 -2725.76
-73.3557 29.0066 | 1.97783 -0.297567 | -1645.65 -854.498
-73.0187 28.6363 | 1.96703 -1.47594 | -1970.73 -3847.94
-72.6799 28.2655 | 0.535703 -2.13449 | 7984.82 806.873
-72.3278 27.9037 | -0.416568 -1.96901 | -3457.59 6919.2
-71.9755 27.5498 | 0.5991 -1.14004 | -9269.58 2866.06
-71.6375 27.1908 | 1.14117 -1.19839 | 1746.79 -2272.87
-71.3086 26.8208 | 0.859189 0.358491 | 6009.87 -5274.49
-70.9848 26.4378 | 1.42898 3.39902 | 3922.51 -3947.84
-70.6693 26.0415 | 0.905285 3.20336 | 352.255 -632.732
-70.3684 25.6321 | 1.00999 3.34637 | -3395.48 -5222.32
-70.0869 25.2071 | 1.05197 3.66128 | 2337.22 3682.91
-69.813 24.7788 | 2.17907 3.70316 | 1868.04 4580.97
-69.5464 24.348 | 2.12821 3.00913 | -91.9189 -3029.13
-69.2988 23.9046 | 0.891177 0.683578 | -1563.51 0.695327
-69.0805 23.4465 | 1.34455 0.215234 | -3020.39 -426.262
-68.8977 22.9742 | 0.466654 0.427449 | -2401.39 625.297
-68.7472 22.4924 | 0.0723565 0.444716 | 1088.93 6604.66
-68.6189 22.0094 | 0.706475 1.22778 | 2563 4331.85
-68.5114 21.5248 | 1.25009 0.676233 | -4202.59 680.718
-68.4367 21.0349 | 2.97565 -0.271506 | 1016.55 -5628.81
-68.3895 20.5373 | 0.49296 -0.949414 | 9145.51 -3717.63
-68.3653 20.0349 | -1.92288 -0.957824 | -7202.68 2876.52
-68.3949 19.5342 | -1.64476 0.28499 | -4646.93 -3390.11
-68.48 19.0371 | -3.75178 -0.786048 | 1856.69 -2433.87
-68.6061 18.5468 | -1.97428 -3.34955 | -6012.12 2568.22
-68.7687 18.0678 | 1.1339 -2.9037 | 5873.18 939.58
-68.9406 17.5948 | 1.4324 -0.748948 | 4778.22 4535.81
-69.1151 17.1273 | 0.290429 0.632532 | -6931.93 311.354
-69.2987 16.6622 | -0.930528 0.486843 | 5988.94 -4018.46
-69.4716 16.1918 | -1.18315 -0.737613 | -6022.86 3249.28
-69.6397 15.7198 | -2.02329 -0.946166 | -95.1135 -2746.35
-69.7842 15.2381 | -4.3489 -0.0510008 | 8926.4 -4819.04
-69.8877 14.7434 | -1.61959 0.0364408 | -6149.55 -2154.19
-69.9699 14.242 | 0.869698 0.321879 | 45.4049 2230.68
-70.0268 13.7382 | -0.170577 0.954952 | 2469.26 1025.55
-70.0532 13.2322 | -2.78189 0.499541 | -5621.78 -5655.19
-70.0521 12.7218 | -2.51896 0.0547337 | 3344.13 -648.416
-70.0031 12.2131 | -2.02747 1.86244 | 5261.95 3157.59
-69.8964 11.7152 | -3.11819 1.96887 | 88.2035 3149.59
-69.7409 11.2328 | -1.1583 0.571848 | -2708.59 2091.91
-69.5463 10.7671 | 2.43199 1.17603 | -1181.37 -3360.35
-69.3127 10.3185 | 2.87816 1.42798 | 2514.49 3150.09
-69.0332 9.89773 | 1.67175 1.91586 | 2456.67 1305.95
-68.7119 9.5071 | 1.05279 2.25449 | 1885.94 -2811.26
-68.3589 9.14113 | -0.250263 0.56609 | 650.905 -253.812
-67.9832 8.79763 | -1.46722 -0.833296 | -113.572 1162.15
-67.5925 8.47365 | -0.365872 0.154381 | -7920.5 4260.45
-67.1975 8.16533 | 0.229248 0.0462063 | -1289.08 1919.68
-66.7971 7.86776 | -1.96799 -1.26713 | 3348.97 -2751.1
-66.3916 7.57349 | -3.06708 -1.07905 | -4025.63 -388.445
-65.9877 7.28052 | -2.80091 0.189839 | -59.1966 5015.09
-65.5829 6.99293 | -2.3348 0.19822 | 480.929 1789.35
-65.1824 6.70016 | -1.27491 -1.52201 | 154.804 -6826.81
-64.7951 6.38578 | -1.24675 -2.77237 | 5300.95 3991.5
-64.4213 6.05433 | -2.78655 -2.47655 | -8063.47 -830.576
-64.0812 5.69328 | -4.26601 -2.85824 | -4381.57 -4334.99
-63.7731 5.30477 | -2.75393 -3.81354 | 3395.19 6589.66
-63.4769 4.90994 | 0.0156868 -3.56791 | -1932.46 3285.33
-63.191 4.51105 | 0.383928 -1.92732 | 1528.2 -2241.65
-62.9113 4.10639 | 1.20365 -0.198628 | 3080.22 4997.35
-62.6366 3.69984 | 1.30875 -1.69164 | -2911.21 -2594.4
-62.3808 3.2806 | 0.636609 -4.1158 | 3338.98 -414.317
-62.1437 2.84837 | 2.33709 -4.39928 | 2420.05 -1958
-61.9334 2.39947 | 3.62593 -3.1702 | -1736.52 -6499.15
-61.7618 1.93063 | 2.59168 -1.19541 | -164.956 5176.13
-61.6267 1.45281 | 2.26639 0.117636 | -1732.36 146.922
-61.5268 0.966671 | 0.216437 -1.42631 | 2822.83 -3875.17
-61.4527 0.472829 | -1.17038 -2.05629 | 2234.48 -900.385
-61.4028 -0.0253864 | -2.0222 -1.81538 | -1206.43 -805.304
-61.3831 -0.525971 | -3.7593 -1.03184 | 2560.2 4278.23
-61.394 -1.02432 | -2.05271 -0.474879 | -3946.85 -2591.5
-61.4456 -1.5224 | -0.0444675 0.137882 | -3893.74 -6396.08
-61.5322 -2.02074 | -1.77797 2.14335 | 5583.24 -549.494
-61.6361 -2.51598 | 0.804746 2.70941 | 475.082 2141.41
-61.7619 -3.0041 | 2.04694 2.66275 | -2349.13 4816.89
-61.9152 -3.48139 | 2.38704 2.91222 | -3104.45 -1642.3
-62.0897 -3.95304 | 3.49767 1.29538 | 469.251 -3039.82
-62.2693 -4.42454 | 3.28749 -0.194073 | 2897.91 3315.33
-62.4422 -4.89592 | 2.94147 0.230557 | 682.691 -851.495
-62.6045 -5.37133 | 2.33506 0.92227 | -2378.17 -1193.52
-62.755 -5.85232 | 0.277062 0.342854 | 3958.37 -3968.67
-62.8848 -6.3415 | 1.86193 -1.68427 | -3133.8 1279.49
-63.0021 -6.83369 | 1.62853 -1.90494 | -1334.88 2610.85
-63.1024 -7.3283 | 0.648954 -0.841033 | 3720.6 -3400.69
-63.1739 -7.82949 | 1.62489 0.0802546 | -917.686 6881.79


2.05296 64.0399 | -2.63588 0.291482 | -7209.97 -3422
2.53033 63.9142 | -1.92271 0.997054 | 2833.49 13138.5
3.00906 63.7963 | -1.03839 -2.20484 | -4079.69 -8143.33
3.48071 63.6583 | 0.495481 -0.665763 | -1508.36 -2389.33
3.94717 63.508 | 0.761013 -1.57687 | -2517.62 10394.9
4.41172 63.3655 | 1.80175 -2.3902 | -5112.4 -7408.42
4.87198 63.213 | 3.65204 -0.509027 | 11028.6 -2122.9
5.34233 63.0655 | 3.20746 -1.80479 | 5866.65 657.867
5.82313 62.9356 | 2.2941 -2.46622 | -234.1 -623.89
6.30987 62.8272 | 2.26973 0.747289 | -2987.87 -3047.47
6.80084 62.745 | 2.68884 1.18321 | 6102.52 2944.86
7.30134 62.7063 | 2.95016 -0.142886 | 5411.76 4869.2
7.80733 62.7146 | 1.78686 0.634682 | -4447.55 -3353.57
8.30977 62.7536 | 1.5249 0.622961 | 2177.73 -2431.07
8.81004 62.8206 | 0.948214 -1.59945 | -946.612 1219.06
9.30334 62.923 | -1.54454 -2.18935 | -5206.33 1254.1
9.78423 63.0632 | -3.82164 0.897536 | 3558.33 816.284
10.2568 63.2355 | -2.41952 -0.177852 | 2161.79 -4051.22
10.7197 63.4342 | -0.0122741 1.08054 | -1208.04 5488.27
11.1651 63.6704 | 2.20608 2.71468 | -2658.44 -643.032
11.5915 63.9343 | 2.69415 1.54541 | -5469.71 -7868.06
11.9994 64.2133 | -0.00543492 3.51947 | -5505.47 -1197.37
12.3888 64.5103 | -0.316564 2.68357 | 2440.16 -1654.08
12.7677 64.8207 | 0.630619 1.21457 | -2495.46 5033.83
13.1366 65.1468 | -0.238269 1.72025 | 13061.8 4420.51
13.5144 65.4757 | -0.652851 1.58729 | 2198.79 -5472.69
13.8952 65.8006 | -3.75875 2.57602 | -7183.81 -1003.46
14.2628 66.1341 | -6.2299 2.95941 | -174.563 -0.97236
14.6169 66.481 | -5.84691 2.48715 | 4103.5 830.391
14.9564 66.8441 | -2.3009 3.15812 | -7137.41 805.237
15.2687 67.2265 | -0.410462 3.18177 | -6845.01 -4061.92
15.5622 67.6181 | -2.31245 1.87541 | 3894.96 5869.8
15.8633 68.0106 | -1.42021 -0.173157 | 9325.73 5680.5
16.1947 68.3882 | 0.595414 0.0685077 | 4908.55 -1991.26
16.5597 68.7354 | -0.597692 2.844 | -9863.59 -3425.18
16.9453 69.0482 | -2.34462 3.61429 | -6013.88 -6268.09
17.3547 69.3168 | -1.73284 0.787635 | 3274.02 -472.205
17.7905 69.5429 | -0.95242 1.676 | 3912.48 -1655.25
18.2443 69.7358 | -1.07928 4.44241 | -6802.22 10822.3
18.701 69.9197 | -0.431857 -0.440764 | 1921.84 2022.3
19.17 70.0751 | 0.305782 -3.50247 | 4455.83 -9551.91
19.6555 70.1782 | -0.0203291 -2.03812 | 3277.53 7067.47
20.1515 70.2481 | -0.569614 -3.2547 | 7379.25 790.328
20.6573 70.2797 | -0.754641 -1.78987 | 2710.37 -4610.95
21.1661 70.2674 | -1.3637 -0.382232 | -4518.28 2120.88
21.6694 70.2226 | 0.10805 -0.982034 | -8905.39 1093.31
22.1626 70.1487 | 0.751616 -0.231772 | 2019.88 361.766
22.6517 70.0476 | -0.0426589 -0.389562 | 4573.27 -783.231
23.1378 69.9192 | 0.121293 1.55899 | 621.365 -1458.05
23.6167 69.7639 | -0.0498285 3.53561 | -5155.27 -897.843
24.0843 69.5872 | 0.925212 1.97307 | -3098.18 4145.57
24.5453 69.4026 | 2.58334 -0.138479 | 2599.09 1547.61
25.0046 69.2121 | 0.791216 -0.0963583 | -1819.77 -4340.79
25.4594 69.0106 | -0.461851 4.09495 | 2046.88 2665.63
25.9153 68.8102 | -1.64356 2.55185 | 515.95 693.805
26.3719 68.6115 | -1.21751 -2.28792 | -3192.28 1480.55
26.8269 68.4124 | 0.504188 -1.80896 | 6839.02 -6158.45
27.2852 68.207 | -0.125433 -0.565242 | -939.957 -1386.66
27.7459 68.0048 | -1.98641 -2.08146 | -1610.56 -1309.26
28.2136 67.8193 | -3.28591 -2.47491 | 9861.33 7094.19
28.6987 67.6702 | -2.37208 -0.0990344 | -5709.94 -3942.27
29.1881 67.5444 | -2.11789 -0.280499 | 282.557 -4418.86
29.6837 67.4471 | -1.812 0.859921 | -2263.24 7540.29
30.1839 67.4022 | 0.640396 4.45213 | -4517.65 2320.46
30.6825 67.406 | 1.81973 4.87352 | 408.689 -1672.77
31.1787 67.4453 | 1.08595 2.00501 | -6555.4 2311.6
31.6674 67.5119 | 0.348771 -0.185629 | 1450.57 -7485.02
32.1549 67.5854 | -0.232064 -1.36532 | 1371.27 1103.58
32.6408 67.6746 | 0.755023 -0.555165 | -2225.05 4879.24
33.1234 67.783 | 1.15718 -0.664716 | 12276.2 -7044.56
33.6127 67.8945 | -0.703338 -1.30393 | -914.212 5012.34
34.0983 68.0268 | -1.48696 -4.82353 | -1686.95 3482.2
34.5776 68.178 | -4.18391 -3.52749 | -1754.97 -6487.49
35.0532 68.3317 | -4.41149 -2.21088 | -2597.38 216.616
35.5243 68.4935 | -0.767683 -1.82625 | 3200.63 2889.34
35.9939 68.6657 | -0.634508 2.273 | -3151.42 -4999.73
36.4601 68.8415 | -2.23861 2.80913 | 6454.71 2351.01
36.9266 69.0311 | -1.79109 0.662346 | 7057.18 6422.56
37.3908 69.2433 | -1.0746 0.599112 | -4145.82 765.267
37.8461 69.4721 | 0.168869 -2.25333 | 4617.39 328.538
38.3002 69.7092 | -0.250465 -1.95862 | -924.978 -177.766
38.7517 69.9503 | 2.02411 0.675447 | -1718.99 -798.592
39.201 70.1916 | 4.7767 1.04421 | -2714.48 -285.5
39.6491 70.4294 | 2.90412 0.548444 | -5762.64 -2010.18
40.0979 70.6561 | 0.345519 0.44055 | 1449.88 1584.59
40.5555 70.8635 | -0.804676 0.301621 | -5481.59 -3868.53
41.0219 71.0358 | 0.65398 -1.02112 | -4272.65 -3700.72
41.4983 71.1653 | 0.862979 -3.33956 | 8076.63 -1602.38
41.9882 71.2559 | -1.03062 -3.17421 | -3530.88 9212.08
42.4809 71.3243 | -0.675389 -1.00762 | 150.826 -3487.85
42.977 71.3512 | -0.629744 -0.355071 | -3136.73 -2184.47
43.4713 71.3326 | -0.26611 -0.0172239 | 144.77 5207.38
43.9634 71.2755 | 0.759668 1.55092 | 9905.21 -2571.57
44.4543 71.1677 | 0.542316 0.546585 | 609.353 -8076.29
44.9334 71.0039 | 2.37705 -0.583281 | 4335.19 1170.73
45.4024 70.8064 | 3.80914 -1.47114 | -2736.08 6445.29
45.8576 70.5871 | 1.62139 -2.95593 | -7015.97 -584.015
46.2923 70.3384 | 1.2239 -0.342569 | 3282.63 -2077.45
46.7124 70.0623 | 2.28433 0.0416806 | -983.741 680.716
47.1171 69.7651 | 3.01377 -3.57879 | -1507.56 1427


-81.4098 53.7635 | 0.845424 -0.309882 | 3060.37 -266.873
-81.3178 53.2711 | -0.0566833 -0.301179 | -3923.64 -1225.29
-81.2598 52.7726 | -0.541007 -0.79278 | -1056.16 -3905.6
-81.2281 52.2691 | -0.890705 -0.184033 | 3908.51 586.094
-81.2096 51.7652 | -1.09455 0.191242 | -2619.41 2985.01
-81.2073 51.2635 | -2.01904 -0.644224 | -545.992 3850.25
-81.2138 50.7652 | -2.06036 -1.90281 | 2933.03 2144.38
-81.2197 50.2685 | -1.93338 -3.12836 | -512.352 -3563.87
-81.2272 49.7697 | -3.32683 -2.87302 | -3137.93 -131.67
-81.2364 49.2711 | -2.71205 -2.52513 | -419.197 4155.04
-81.2353 48.7755 | -2.09399 -2.36256 | 4553.08 2710.64
-81.2107 48.2827 | -3.27698 -1.88346 | 826.016 55.9154
-81.1688 47.7908 | -1.71125 -2.01759 | -4144.46 -5206.73
-81.1204 47.296 | -1.37815 -1.70311 | -1107.26 -2360.54
-81.0586 46.8006 | -2.07478 -1.07282 | 1943.22 1700.65
-80.9722 46.3093 | -0.644008 -1.63924 | -93.068 -1996.02
-80.8588 45.8218 | 1.4918 -1.82487 | 590.664 -1940.63
-80.7151 45.3406 | 2.46139 -2.48784 | 1210.73 -1135.82
-80.5387 44.869 | 2.14992 -2.47565 | -1681.52 -1299.71
-80.3305 44.4106 | 2.32953 -0.99302 | -1123.15 4974.11
-80.0856 43.9749 | 1.46946 -1.02127 | 413.414 1333.59
-79.8014 43.5648 | 1.00049 -0.36834 | 1561.5 -2301.38
-79.4797 43.1806 | -0.102959 -0.441982 | 1385.82 -3092.83
-79.1237 42.8245 | -1.97125 -1.35495 | 2410.7 2588.48
-78.736 42.5036 | -1.31138 0.463586 | -4471.79 3321.54
-78.3283 42.2148 | 0.00357161 1.69236 | -1476.02 -1489.44
-77.9057 41.9496 | 0.29738 2.62095 | 2306.33 -461.508
-77.4689 41.706 | 0.47589 3.1381 | -929.999 853.081
-77.023 41.4808 | 0.880977 2.48013 | -68.0488 34.054
-76.5718 41.2677 | 0.707819 2.18016 | -2594.9 1786.16
-76.1202 41.0609 | 1.48266 3.73192 | -1637.99 -1313.33
-75.6708 40.8508 | 0.907936 3.54848 | 4187.39 -211.86
-75.2217 40.6341 | 0.258893 1.79196 | -783.55 138.321
-74.7792 40.4043 | 1.47276 1.16004 | -1575.13 -4080.51
-74.3466 40.155 | 1.3023 -0.240139 | 2385.5 1341.15
-73.9186 39.8948 | 2.32893 0.53989 | 3781.18 -177.324
-73.4936 39.6239 | 3.0761 3.61998 | 4144.71 -2707.81
-73.0749 39.3365 | 0.853582 3.55821 | -560.271 -311.348
-72.6704 39.0293 | -0.779119 1.75075 | -3359.94 -292.003
-72.2867 38.7003 | -0.939753 0.568281 | -3992.82 4101.93
-71.9252 38.354 | -0.194487 0.999619 | -2758.94 3814.83
-71.5853 37.9915 | -0.401873 1.83519 | 1809.56 -1481.34
-71.2657 37.6096 | -0.575985 2.30562 | 2479.38 346.556
-70.9691 37.2089 | -0.492532 1.53964 | -3735.23 1027.98
-70.7062 36.7882 | -2.43323 -0.0219058 | -1558.99 4493.83
-70.4769 36.3521 | -2.75517 0.205134 | 1452.18 -1105.82
-70.2795 35.8993 | -1.15117 0.645031 | 1592.51 -5271.33
-70.1141 35.4298 | -0.763883 -0.318323 | 255.879 -233.881
-69.9793 34.9501 | -0.726293 -0.736751 | -2323.24 3713.95
-69.8725 34.4662 | -1.45287 -0.282751 | 1499.83 871.849
-69.7831 33.9792 | -2.83991 -0.174331 | 1633.75 -3880
-69.7056 33.4874 | -1.40435 0.00539311 | -1555.93 -981.348
-69.6386 32.994 | -0.220581 0.402119 | 830.95 6782.73
-69.5734 32.5049 | -1.01215 0.606807 | 3573.59 1733.32
-69.5066 32.0174 | -1.47458 1.2143 | -1598.01 -3055.5
-69.4502 31.5271 | -0.487585 2.3529 | -3581.06 2060.73
-69.4082 31.037 | 1.13332 2.79736 | 1771.56 2074.34
-69.3699 30.5475 | 2.80964 1.88008 | -204.811 -4541.33
-69.3319 30.0545 | 2.63773 1.49295 | -1961.73 -5065.89
-69.2886 29.5582 | 2.44295 1.80846 | 4211.01 1494.9
-69.2259 29.0647 | 2.4316 1.48501 | -1004.56 4903.11
-69.1474 28.577 | 1.8332 1.09582 | -1234.58 586.28
-69.0557 28.0923 | 0.867295 0.343693 | -3449.12 -2835.87
-68.9498 27.6081 | -0.525836 -0.341326 | 2547.42 -7700.19
-68.8135 27.1246 | 0.455897 0.232098 | 7797.95 -5327.59
-68.6355 26.6484 | -0.597048 -0.195314 | 202.795 1833.02
-68.4276 26.1852 | -3.42198 -1.57475 | -6020.7 3305.48
-68.2021 25.7349 | -3.04563 -2.50403 | -493.352 1680.02
-67.9542 25.2988 | -1.33282 -2.98568 | -1680.59 -1075.84
-67.6805 24.8788 | -0.26047 -1.19658 | 2395.91 1852.83
-67.373 24.4835 | 1.47448 0.586817 | 217.759 2449.06
-67.035 24.1159 | 2.41051 0.42326 | -3617.09 -2288.1
-66.6741 23.7719 | 3.70571 1.04945 | 1232.54 2330.4
-66.2871 23.4589 | 4.19148 2.11657 | 1078.44 2830.93
