-12.2356 12.4965 | -2.98181 3.03887 | 4000.18 2205.79
76.6919 -29.4384 | 0.771993 0.0299191 | -19619.6 -2485.51
77.1023 -29.1819 | -0.0638129 -2.83663 | 2121.78 -7413.64
77.5144 -28.9296 | -4.33139 -0.731665 | 22951.4 16066.4
77.9333 -28.6572 | -2.81198 -3.08544 | -19517.3 -8979.29
78.3283 -28.37 | -1.59606 -4.83607 | 2230.2 516.262
78.7102 -28.0649 | -1.74616 -1.01448 | 1606.32 9701.78
79.0828 -27.7419 | -1.21273 -1.90352 | 7051.13 -22623.4
79.4595 -27.4288 | 0.118398 0.608161 | 4448.94 27344.6
79.8136 -27.0718 | -0.534395 0.737181 | -3229.19 -8930.34
80.1383 -26.6948 | -2.07092 1.23054 | -11601.9 -11543.6
80.4269 -26.3025 | 0.577185 -2.25226 | 9721.58 8055.82
80.695 -25.8879 | -2.0467 -5.38148 | -1789.95 826.532
80.9365 -25.4548 | -0.298787 -1.28882 | 6836.54 6402.39
81.1585 -25.0038 | 4.94463 -1.90088 | -1488.66 4612.69
81.354 -24.5378 | 0.568455 -1.80746 | 2517.27 -10665.4
81.5272 -24.0682 | 1.38341 -3.01241 | 1186.46 9284.23
81.6649 -23.5818 | 3.38791 -3.08593 | -12590.2 -1242.52
81.7543 -23.0858 | 2.97754 -1.33442 | 10856 -283.803
81.8312 -22.5863 | 1.57366 -2.95051 | 1701.5 6596.21
81.8892 -22.0802 | 2.36029 -1.17537 | -10655.3 -6508.68
81.9167 -21.5765 | -1.00231 -1.09981 | 12289.8 -5241.19
81.9424 -21.0766 | -1.26038 -0.923862 | -6244.14 562.942


56.0701 67.3 | 2.4723 2.53232 | 764.019 -4598.54
56.5484 67.1495 | 1.34667 -4.75797 | 264.402 8395.24
57.0178 66.98 | 0.620538 -7.87367 | -7795.3 577.118
57.4699 66.779 | 0.573685 -1.18039 | 9841.77 -2294.79
57.91 66.5395 | 1.24185 -0.557848 | 2742.99 -7876.31
58.3268 66.2538 | 2.29497 -1.05503 | -9560.98 7394.79
58.7121 65.9376 | -1.47007 -3.11122 | 7373.15 384.835
59.0758 65.5922 | 0.548097 -2.3031 | 285.829 -8606.94
59.4075 65.2098 | -1.21472 -4.29802 | -3945.27 -469.128
59.7083 64.8024 | 0.188498 -3.6491 | 9038.38 759.359
59.9954 64.3816 | 1.59139 -2.17644 | -7640.88 -5932.01
60.2572 63.9447 | 0.288093 -1.71623 | 2169.59 9656.6
60.5108 63.5116 | 1.17513 -2.72672 | -12974.5 18898.8
60.7505 63.0887 | 0.504304 -1.93107 | 4063.6 -3122.13
60.9904 62.6616 | 5.09817 1.20165 | 10282.5 -27817.1
61.2363 62.2156 | 3.84075 0.571639 | -7487.22 6940.27
61.4908 61.7789 | 2.6112 -2.9257 | 9288.33 6738.08
61.7784 61.3667 | 4.04485 -4.41973 | -9683.38 8263.75
62.0807 60.9777 | -0.580754 0.175437 | -12403.3 7245.33
62.3935 60.6088 | -1.61086 1.6828 | 8378.43 -12908.1
62.7377 60.2553 | 0.397639 2.10243 | 11214.4 -3931.74
63.1236 59.9349 | -0.454018 0.150159 | -3307.73 6502.55
63.5382 59.6577 | 2.47676 -0.888729 | -3842.69 -271.976
63.9712 59.414 | 3.29169 1.75083 | 3635.25 -6883.03
64.4226 59.1968 | -2.27748 2.987 | 1976.51 4427.29
64.8911 59.0192 | -3.82095 -2.73185 | -6598.19 383.492
65.3674 58.8751 | 0.653265 5.76039 | 5583.48 -4280.68
65.8556 58.7609 | 2.56035 2.13116 | 1756.51 6466.73
66.3525 58.6853 | 1.11364 -1.32677 | -1100.76 -4560.22
66.8523 58.6301 | 3.53347 6.38714 | 6330.11 -1472.7
67.3571 58.5946 | 3.65773 -1.29834 | -11560.6 1907.35
67.8552 58.5828 | -0.317412 -4.0801 | -4786.27 537.893
68.3506 58.5918 | 1.17109 1.35592 | 16515.1 7972.79
68.8554 58.6168 | 0.24444 -0.946353 | -5232.62 -13138.3
69.3573 58.622 | -3.496 -1.13661 | -10976.3 6318.78
69.852 58.6219 | -3.47585 -0.405879 | 4123.55 -5186.94
70.349 58.6058 | -1.75664 0.130442 | 8651.01 9253.4
70.851 58.5841 | -2.62643 -3.33161 | -6230.88 -12165.7
71.347 58.5291 | -0.926395 -4.73752 | -7218.18 8343
71.8365 58.4625 | -0.2884 -0.591989 | 9972.39 6601.95
72.3274 58.3754 | -0.89911 0.202193 | -7101.16 -25524.3
72.8045 58.2306 | 2.78096 1.54218 | -156.252 20352.6
73.2814 58.0941 | 2.19653 1.17191 | 11237.2 3965.89
73.7633 57.9526 | -1.24053 0.292235 | -6280.15 -12514.7
74.2329 57.7708 | 1.03689 -2.67362 | 14045.5 -106.054
74.7021 57.5612 | -1.75304 -1.27733 | 9140.03 -8928.82
75.1634 57.3195 | -0.792641 -2.20092 | -21334.9 16092.7
75.597 57.0629 | 0.700956 -1.81421 | -4596.49 -7544.27
76.0078 56.7767 | 0.0890719 2.28378 | 6945.48 11231.7
76.4087 56.4817 | 4.59014 2.3394 | -18839.7 2609.2
76.7761 56.162 | -1.76139 -0.889142 | 10145.1 1072.39
77.1291 55.8204 | -3.11058 3.13578 | 2470.05 -12559.1
77.4598 55.4456 | 2.97478 0.939777 | 7097.99 459.47
77.7758 55.0525 | 2.88243 0.337128 | 2770.52 -1227.27
78.0693 54.6405 | -1.59636 2.09271 | -9241.12 4898.9
78.3241 54.2102 | 0.213372 2.76618 | -1457.16 -2717.3
78.5482 53.7627 | 0.975052 0.944862 | 6999.4 3349.56
78.7569 53.3063 | -4.0948 -0.991706 | 4472.35 -11377.9
78.9405 52.8311 | 0.410484 -2.18346 | -5594.03 5184.25
79.0818 52.3451 | 2.60218 -3.66597 | -99.7712 -2559.24
79.1806 51.8479 | 2.74413 -0.623321 | -6479.31 907.629
79.2356 51.3452 | 0.371604 -2.72264 | 1113.12 2906.62
79.2695 50.8424 | 3.20246 -4.04081 | 5971.09 -683.85
79.2993 50.3387 | 1.8201 -3.25053 | -7864.19 -3255.53
79.3183 49.833 | -0.970125 -5.49652 | 3375.24 5704.81
79.3511 49.3315 | -1.85573 0.0163597 | 4055.67 -1225.35
79.4084 48.8319 | -4.72774 -0.92983 | -4950.24 594.537
79.485 48.3359 | -0.238755 -2.05617 | 6962.87 3068.14
79.5952 47.8477 | 0.182885 0.931577 | -2553.75 2874.99
79.7241 47.365 | -2.36543 -0.827216 | 5830.88 -12570.7
79.8666 46.8767 | -0.553278 -5.32458 | -9616.53 -6564.01
80.0045 46.3859 | -7.44075 -7.88458 | -6482.88 25524
80.1569 45.9172 | -4.17023 -5.69585 | 11527.2 -4567.79
80.3482 45.4604 | 2.16588 -3.57668 | -12755.4 -1957.23
80.5586 45.0139 | -0.799961 -4.41202 | 8119.85 6830.28
80.8143 44.5904 | -2.4022 -2.4194 | 8125.21 -25586.7
81.1092 44.1718 | -3.66824 -1.76989 | 9109.99 9351.26
81.4425 43.7836 | -1.94747 -5.12126 | -20353.3 7380.91
81.7779 43.4155 | -1.21606 -0.623753 | 25.8024 9398.3
82.1258 43.0662 | -2.04782 1.57045 | 5409.55 -18895.1
82.4832 42.7112 | -0.992328 -1.77791 | -1679.76 -802.564
82.8558 42.3714 | -1.7131 -3.91934 | 1295.62 11907.7
83.2551 42.07 | -0.0820963 -2.33933 | 2555.26 -4128.11
83.6745 41.7941 | 3.09285 4.1999 | -1796.02 194.647
84.1045 41.5417 | -0.59561 -1.5932 | -22007.1 11705.5
84.5308 41.3163 | -2.53161 -3.23909 | 4495.36 -9160.87
84.9702 41.1044 | -0.174135 -6.28158 | 31275.9 -270.601
85.4407 40.9178 | 2.23076 3.18918 | -20082.3 7256.27
85.9019 40.7384 | -3.11927 -0.956682 | -2995.91 -9591.21
86.352 40.5353 | 0.397154 -1.0987 | 6102.13 -2557.83
86.7981 40.3183 | 0.735061 -0.438941 | -17167.7 13429.7
87.2309 40.1049 | -0.419528 -2.04055 | 1908.92 -3648.12
87.6614 39.883 | 2.8258 -5.15589 | 16884.8 -4817.59
88.1001 39.6523 | -0.20416 -6.47748 | -3580.46 7978.95
88.5301 39.4117 | -0.469943 -1.14351 | -8101.09 -11797.5
88.9376 39.1357 | -1.12694 -0.277937 | 9116.81 5687.97
89.3411 38.8495 | -2.72712 -1.21188 | -2591.98 4314.41
89.7321 38.5504 | -0.893592 0.209501 | -1463.51 -4728.11
90.1048 38.2257 | -2.24184 -0.67751 | 11019.6 -3234.23
90.4664 37.8781 | -1.95582 0.412757 | -4288.33 415.557


-21.8414 -1.70349 | 7.0007 6.38493 | -3190.53 -1422.54
-21.3905 -1.49733 | 5.98373 3.74889 | -5562.82 1769.22
-20.955 -1.26617 | 3.44915 2.13592 | 3888.52 -6288.64
-20.5238 -1.02765 | 1.5289 4.07323 | -1552.23 1188.11
-20.1009 -0.774989 | -1.67905 7.20786 | 2285.83 1317.92
-19.6844 -0.507735 | -1.1449 5.59995 | 1860.16 4461.4
-19.2731 -0.22674 | 1.0616 4.60011 | -2368 3938.65
-18.8621 0.0559448 | 0.558738 4.61495 | 5193.51 -3647.19
-18.4335 0.314372 | -0.868622 4.15115 | 5675.25 -7117.84
-17.9854 0.540436 | -1.77024 1.04648 | -3402.74 4121.98
-17.5334 0.756659 | -1.62168 -0.341276 | -5550.42 -580.006
-17.0834 0.967345 | -0.237121 -0.596088 | -2148.01 -2447.75
-16.6335 1.17239 | -0.0607833 -0.749644 | -397.072 4893.58
-16.183 1.3775 | 0.50814 -0.490652 | 723.505 -2529.02
-15.7268 1.57012 | 1.91184 -0.873554 | 1504.34 1550.73
-15.2637 1.74845 | 4.18582 -1.25016 | -1114.86 963.962
-14.7943 1.90709 | 5.20292 0.416343 | -4061.93 -3362.43
-14.3198 2.03663 | 3.02576 0.776999 | -1591.69 3576.76
-13.8396 2.13882 | 1.70512 1.28537 | 554.832 -2330.39
-13.3521 2.20229 | 2.94997 1.13172 | 6106.29 4240.39
-12.8559 2.22837 | 3.71743 -0.439512 | 7213.39 -486.17
-12.3545 2.20557 | 2.42151 -1.75903 | -5095.48 -3233.85
-11.8619 2.12626 | -0.29701 -2.07573 | -4638.67 -184.068
-11.3833 1.99849 | -1.71415 -2.9676 | -729.78 662.715
-10.9169 1.83567 | -2.03034 -0.899785 | -496.498 8116.53
-10.4611 1.65181 | -1.22228 2.0598 | -1699.27 -4766.63
-10.0206 1.43373 | 1.4078 -0.516758 | -835.246 -3822.82
-9.59233 1.19007 | 3.45611 -1.41128 | 7430.1 5377.19
-9.16262 0.943443 | 1.89438 -1.5438 | -271.821 -130.335
-8.73693 0.689567 | 0.270046 -0.797315 | -3080.44 834.743
-8.31915 0.425382 | -0.0146661 0.66217 | 5443.56 -2301.02
-7.90518 0.148001 | -0.820369 -0.536145 | 910.504 -3832.33
-7.499 -0.144509 | -1.3886 -0.319464 | -1321.72 3632.92
-7.10044 -0.443642 | 0.317507 1.90021 | -3906.32 575.226
-6.71085 -0.750204 | 1.81153 1.18886 | -2753.4 -5023.98
-6.32381 -1.06095 | 3.15564 0.175415 | 7476.32 4799.81
-5.92009 -1.35378 | 3.89279 -1.07246 | -1760.81 -4820.17
-5.50361 -1.63169 | 4.3122 0.923058 | 4504.63 -2940.55
-5.06549 -1.88257 | 2.95662 3.55407 | 9118.01 7426.44
-4.60189 -2.09007 | -0.162537 1.58087 | -10801.2 -4675.79
-4.13393 -2.27155 | -1.92916 -0.474425 | -9612.25 3425.73
-3.66148 -2.41671 | -0.757587 -0.531189 | 2474.21 -1800.23
-3.17644 -2.51922 | -0.0281569 -2.11971 | 8356.48 -2245.26
-2.67685 -2.56838 | -0.534505 -2.72026 | 3850.75 9854.43
-2.17166 -2.54945 | -0.786586 -0.952654 | -1553.77 -6129.03
-1.67063 -2.48708 | -0.670819 -1.74463 | -2412.79 1725.09
-1.17841 -2.38113 | 0.352244 -1.88509 | 507.607 1901.53
-0.695267 -2.23862 | 1.81132 -1.25455 | -124.942 -4539.01
-0.221208 -2.07327 | 2.23216 1.07378 | -4479 -3631.54
0.238758 -1.88292 | 2.40668 0.529376 | -2738.2 2148.8
0.680932 -1.65791 | 1.33982 -0.0457854 | -29.1147 3348.06
1.10673 -1.40128 | 0.753394 0.866009 | 2110.08 -2050.34
1.52319 -1.12805 | 1.51281 -0.755733 | 2040.42 732.847
1.93374 -0.843037 | 1.04932 -2.1227 | 2715.4 -703.205
2.33987 -0.550455 | -1.14991 -0.181033 | -3681.89 -6135.59
2.73509 -0.250432 | -2.67323 -0.98369 | -3894.9 5394.76
3.11344 0.0703379 | -0.881157 -1.99119 | 3549.86 -17.6976
3.48466 0.402567 | 1.00203 -0.224434 | 2796.5 1101.47
3.85163 0.742754 | 2.00322 0.684165 | -1964.65 1416.69
4.21286 1.08894 | 0.383339 1.42631 | -1008.67 -1992.48
4.57467 1.43343 | -0.810428 -1.03783 | 6700.06 1833.39
4.94523 1.77435 | 1.50849 -2.82088 | -2033.88 1417.77
5.31741 2.11332 | 3.01273 -3.06308 | -3589.13 -1188.77
5.69179 2.4462 | 0.702333 -2.31516 | 2531.44 -3604.77
6.07567 2.76704 | -1.33249 -0.117791 | -1953.97 2184.7
6.46415 3.08275 | -0.775448 1.85193 | 2247.34 4373.01
6.86122 3.39258 | -0.22164 3.99494 | 3432.3 -4135.6
7.27075 3.68568 | -1.30657 6.11392 | -8221.03 198.032
7.68268 3.96804 | -1.75118 3.73226 | 1636.88 1455.6
8.10605 4.23556 | -2.85254 1.91594 | 4620.71 808.441
8.54696 4.48074 | -2.50895 -0.0522317 | 4792.65 -1115.97
9.00503 4.69981 | -0.671492 -0.742695 | 846.447 -958.584
9.47296 4.89909 | 0.152983 -0.245744 | -2247.31 5842.2
9.94484 5.09023 | -0.068502 -0.462471 | 1882.85 2138.2
10.4258 5.26226 | -0.00531833 0.693197 | 455.547 -4483.85
10.9177 5.39637 | 0.69821 0.979085 | -1368.59 -3535.52
11.417 5.48812 | -0.224992 -1.07192 | -5212.4 1112.55
11.9176 5.54337 | -1.69397 -0.876088 | -1672.91 -2593.05
12.4188 5.56026 | -1.92664 -1.02092 | -757.309 2206.15
12.919 5.54634 | -1.30943 -0.438496 | -2335.68 2589.36
13.4158 5.50057 | -1.26721 -0.872338 | 4764.7 -4470.26
13.9109 5.4122 | -0.78117 -2.48214 | 6228.72 -730.149
14.4027 5.28611 | 0.115298 -0.515061 | -328.819 -2145.69
14.8844 5.1247 | 0.428073 -0.259256 | -7954.41 -3379.73
15.3517 4.93648 | 0.189557 -1.65771 | -32.7678 7440.56
15.8169 4.74763 | 1.50521 1.60808 | 5967.31 -3483.2
16.286 4.55711 | 2.40254 1.68062 | -2083.34 -6617.47
16.7567 4.37136 | 3.157 1.05749 | -5814.56 13170.1
17.2332 4.22379 | 3.22696 2.6254 | -3899.37 984.733
17.7142 4.10535 | 0.414521 -3.75248 | 1529.51 -5003.79
18.2013 4.0058 | 1.10716 -3.17969 | 5815.49 3590.12
18.6968 3.93268 | 4.43831 -0.541048 | -1755.91 -1962.14
19.1938 3.87586 | 5.96117 -2.62006 | -2051.17 499.222
19.6915 3.83252 | 5.00149 -1.52569 | 7300.83 672.391
20.1946 3.79793 | 3.10545 0.740867 | 340.056 -5174.03
20.6988 3.76284 | 2.1903 0.867816 | -1682.81 -4902.91
21.2029 3.73743 | 0.987381 -0.749062 | -574.031 8533.52
21.7067 3.75148 | -0.115748 -2.09639 | -1269.45 37.3884
22.2075 3.80134 | 1.21319 0.819421 | 2308.83 -1084.12
22.7054 3.88348 | 2.96896 6.18419 | -5021.76 172.345


66.7558 32.5256 | -1.57717 1.85408 | -204.774 -1004.07
67.2189 32.716 | -0.0878781 1.03499 | 7543.45 4936.37
67.6917 32.8967 | -5.01834 3.48153 | -8141.68 2739.28
68.1682 33.0566 | -3.4869 3.90566 | 6673.24 882.744
68.661 33.1681 | -4.23452 6.96232 | -1029.55 -14628.9
69.1623 33.2011 | -2.58604 2.32816 | -13702.7 2476.44
69.6568 33.1818 | -1.88917 4.66854 | 14595.4 8528.65
70.1557 33.1267 | -0.925963 5.53022 | -11489 -8544.71
70.64 33.0177 | 1.79188 5.40184 | 806.995 10731.9
71.1146 32.8762 | -1.93997 7.81267 | 3531.56 -16894.5
71.5775 32.6833 | 5.91327 5.6331 | 6339.1 15597.9
72.0377 32.4804 | 2.30425 1.43411 | 2502.88 -8829.29
72.4858 32.2442 | -1.45096 0.143946 | -6057.21 3207.24
72.9139 31.9808 | 2.38043 -1.54458 | 4219.21 6437.05
73.3247 31.6912 | 4.89866 0.174789 | -1506.22 -19009.6
73.7025 31.351 | 1.58087 1.30315 | -4287.78 17653
74.055 30.996 | 2.99901 -3.99626 | 9751.26 -5921.89
74.3847 30.6129 | 4.3303 -2.50313 | -7298.25 -2731.81
74.6685 30.1966 | 6.2969 -0.76846 | -2904.06 9493.25
74.9074 29.7579 | 8.05642 1.20845 | 4272.8 -26893.9
75.1051 29.2833 | 2.41686 6.65499 | -5964.96 21326.4
75.2721 28.8117 | 3.98675 -1.95162 | -3744.87 17119.3
75.4232 28.3468 | 2.5566 -1.43062 | 5237.49 -23274.7
75.5732 27.8663 | -0.419789 0.282348 | 3696.21 -5216.64
75.7345 27.3857 | 1.7535 -2.66258 | -7549.15 26561.2
75.9088 26.9286 | -1.16118 1.76953 | 1218.11 -6510.64
76.1034 26.4789 | -2.79418 -2.11099 | -5454.32 7777.14
76.32 26.0436 | -2.55827 -1.79866 | 17265.6 -17220.7
76.5734 25.612 | -0.89297 -2.30552 | -15811.9 -2273.85
76.8345 25.191 | 1.23993 -3.32543 | -8661.89 30650.7
77.1247 24.813 | -3.65155 -0.0677754 | 13326 -19182.1
77.4514 24.4492 | -0.1005 1.60338 | -4095.43 1405.2
77.798 24.1043 | 4.55588 0.424924 | -1091.18 -1956.86
78.1615 23.7751 | 0.0597639 -1.47214 | 6087.16 -10126.9
78.5466 23.4602 | -3.26885 -0.706987 | -1659.22 12043.5
78.9522 23.1796 | 1.58833 -3.44851 | -2486.35 -7034.73
79.3696 22.9129 | 2.17221 -2.93035 | 8658.23 -7382.48
79.8073 22.6624 | 0.930915 0.414846 | 13966.6 -1695.27
80.2686 22.4414 | 0.122497 -7.17789 | -29099.9 7339.42
80.726 22.2569 | -0.149708 -3.20515 | 8187.96 6440.87
81.2007 22.1154 | 1.56475 3.00638 | 10237.8 -15021.3
81.6899 21.9938 | 5.45148 5.16632 | -8176.7 22138.9
82.1828 21.9187 | -0.0565398 0.31024 | 11869.3 -23943.9
82.6822 21.8317 | 1.11117 1.27859 | -14600.1 13896.6
83.1771 21.7644 | -2.07202 -6.58083 | 20032.4 -6515.8
83.6854 21.6972 | -2.3942 -3.29326 | 4674.11 -5548.95
84.1976 21.6298 | 1.66802 3.41067 | -17329.7 7326.49
84.7001 21.5813 | 2.38581 -1.0323 | -2869.23 7013.52
85.2023 21.5482 | 2.75426 0.785136 | 25122.9 -13788.6
85.7192 21.5001 | 0.227743 -0.491553 | -12764.1 9890.44
86.2282 21.4554 | 0.758245 -0.709448 | -14650 -10039
86.7255 21.3966 | 0.621714 -0.974701 | 7035.1 10768.6
87.2253 21.35 | -3.29776 2.21819 | -10915.5 5156.89
87.7194 21.2988 | -2.67584 5.16417 | 21648 -7838.11
88.2201 21.2075 | -3.69306 1.11462 | -20735.1 -4042.44
88.6988 21.0654 | -0.865734 -1.87047 | 13828.8 4077.15
89.1721 20.886 | 3.00508 -2.59079 | 4115.58 -8140
89.6267 20.6575 | -1.00426 -2.51585 | -23241.6 15444.8
90.0409 20.3961 | -0.0597824 1.7266 | -1253.72 8212.96
90.4208 20.0958 | 5.16258 4.29221 | 9397.77 -18623
90.7608 19.7347 | 2.68866 2.86105 | -1821.61 6512.18
91.0565 19.3396 | 3.21088 2.0861 | -8641.12 4671.78
91.3089 18.9207 | 4.96841 0.922915 | 20642.7 -5556.1
91.5482 18.484 | 1.08407 1.28724 | -6302.58 3005.3
91.7414 18.0274 | 5.94286 1.4284 | -2522 -4880.08
91.8783 17.5485 | -1.93192 -0.86668 | -4163.53 -2907.84
91.9637 17.0561 | 0.78113 3.80061 | 10866.2 5478.83
92.0232 16.5617 | 3.36778 3.14075 | -13920.3 -3256.72
92.0384 16.062 | 6.42421 3.26392 | 12885 -6781.2
92.0482 15.5569 | 2.75441 2.40623 | -11520.4 1441.85
92.0408 15.0518 | 4.06694 -0.266956 | 7282.64 -5270.83
92.05 14.5456 | 1.8127 0.537378 | -78.9971 20612.8
92.0819 14.0533 | -0.746957 -1.43254 | 4969.05 -5615.77
92.1406 13.5598 | -0.357529 -0.180368 | -198.464 -16191.5
92.2107 13.0584 | -2.11866 0.225817 | -7030.95 23514.6
92.2822 12.5706 | -1.35922 -0.351034 | 6218.62 -18010.4
92.3655 12.077 | -4.25793 -3.99667 | -3496.95 22540.5
92.4502 11.5995 | -1.72624 0.677249 | -5088.51 14682.8
92.5285 11.1307 | -1.41406 1.76806 | -506.493 -32344.3
92.6078 10.6426 | 2.58637 -3.31266 | 2573.5 10692.5
92.7103 10.1621 | -1.22483 1.84842 | 4272.38 -2009.8
92.8427 9.68653 | 1.65764 -2.02691 | -5553.98 -8758.77
92.995 9.21172 | 1.76664 -0.450159 | 2012.93 982.04
93.1837 8.74975 | -0.856081 -1.14236 | 2125.74 5604.57
93.4157 8.30874 | 2.9973 2.93409 | 4321.84 -17988
93.6876 7.87696 | 2.12749 0.09641 | 9343.13 3550.67
94.003 7.47387 | 0.760441 -2.6085 | -14415.3 17456.1
94.3331 7.10024 | 2.4244 3.27119 | 3032.99 -24282.6
94.676 6.72591 | -0.971855 -1.14704 | -3563.29 22091.6
95.0414 6.39117 | 1.49758 -0.000628609 | -19957.6 -2359.27
95.4168 6.08226 | 1.61565 4.53302 | 22656.3 -6051.91
95.8399 5.81917 | 4.97135 -0.245203 | -2753.53 3840.65
96.2926 5.61533 | 2.69804 2.75182 | -7757.53 2234.6
96.7613 5.4684 | -0.56669 0.455617 | 3082.93 -2407.49
97.2435 5.37065 | -0.51889 -2.82135 | -9066.45 1444.55
97.7286 5.31877 | -0.873046 3.23808 | 16896.1 -3166.28
98.226 5.30212 | 1.2703 -1.54489 | -13479.7 5001.91
98.7178 5.31743 | 0.18188 3.60678 | 16359.5 -4322.43
99.2182 5.33983 | -5.40579 1.46779 | -11874.7 -60.8836
99.7121 5.36288 | -4.47151 -1.5761 | 7149.67 -429.059


4.8037 98.5154 | -3.97434 0.709693 | 7606.93 6642.9
5.27745 98.705 | 1.11179 -1.32282 | 11005.3 -9401.62
5.76868 98.8544 | -4.47225 3.18342 | -18043.5 2104.73
6.25365 98.9878 | -4.25406 2.59305 | 595.361 6437.92
6.74256 99.1096 | 2.82226 6.40926 | 10447 -1421.16
7.24532 99.1982 | 0.312656 -3.84573 | -1666.57 -4443.91
7.75394 99.2412 | -4.46765 -1.48842 | 6666.32 3703.37
8.26653 99.2417 | -6.72065 1.55344 | -17583.3 -8379.36
8.76251 99.1863 | -4.24177 6.24198 | -18601.5 13377.5
9.2382 99.0976 | -5.00275 1.25454 | 9134.89 -7726.81
9.70512 98.9558 | -6.42143 -1.17131 | -4271.82 5041.88
10.1553 98.7742 | -4.16889 2.48412 | 4962.36 6521.82
10.5912 98.5542 | 0.131921 -0.00893025 | 12110.2 -23628.2
11.0068 98.271 | 2.18308 4.10159 | -2140.91 16890.9
11.4009 97.9668 | 2.64216 4.42315 | -3322.56 -8051.09
11.7664 97.6285 | 5.86106 3.7255 | -978.105 6752.35
12.1111 97.2753 | -1.38196 -0.54842 | -4990.48 10095.4
12.4359 96.912 | -1.59187 4.08362 | 9157.51 -17714.9
12.7459 96.5219 | 1.93445 6.00602 | -7596.16 7699.08
13.04 96.1261 | 3.70213 3.10863 | 3082.71 120.31
13.3353 95.7317 | 3.14712 3.75593 | -2877.95 6662.79
13.6357 95.3462 | -1.51662 0.743736 | 1861.63 -5947.32
13.9459 94.9634 | -1.59233 2.44706 | 11590.5 -4093.22
14.2731 94.5874 | -1.19555 -0.388023 | -16336.8 13224.6
14.5913 94.2204 | -4.60289 -3.17817 | -5532.84 -8900.25
14.9073 93.8492 | 5.30017 2.46233 | 11269.5 -8311.46
15.254 93.4927 | -5.53938 2.66454 | 15994.4 9402.35
15.6422 93.1746 | -2.81741 4.11522 | -23180.2 -13966.1
16.0319 92.8668 | -2.19174 -1.41269 | 6838.82 13826.7
16.4574 92.6102 | -3.82017 2.7046 | 29179.6 -10091.2
16.9244 92.3904 | -1.71154 -0.104188 | -26614.7 -7686.27
17.392 92.197 | 1.60664 2.46824 | 20046.9 14225.6
17.8877 92.0674 | -1.98346 5.75862 | -15927.8 -15734.2
18.3828 91.9783 | -0.0372231 2.38257 | -14450.3 25098.9
18.875 91.9773 | -1.81873 0.100442 | 20264.5 -15947.6
19.3767 92.0141 | -2.81038 -0.270764 | -13447.4 3424.14
19.8658 92.1023 | 0.714777 4.02706 | 10290.4 2160.62
20.3493 92.2373 | -0.30508 1.58493 | -11030.8 1397.98
20.8142 92.4095 | 0.169141 -1.69338 | -4658.11 -5382.07
21.2703 92.5955 | -2.43992 3.33658 | 20123.7 506.098
21.7357 92.789 | 0.461512 -3.64187 | -8046.87 2534.4
22.1911 92.9988 | 2.67389 -0.152 | -8090.15 3975.24
22.6394 93.219 | 0.0687576 1.49024 | 28305.6 -9506.08
23.1091 93.4248 | 2.28882 -0.874281 | -14797.1 8266.51
23.5651 93.6507 | 1.8546 3.74622 | -2487.49 12650.2
24.0155 93.893 | 5.17094 3.0551 | 14849.2 -4040.11
24.4871 94.1033 | 3.62413 -4.00136 | -15821.1 -25835.2
24.9657 94.2542 | -2.73327 -2.55431 | -4028.88 22365.2
25.4468 94.3974 | -0.0372579 -1.25913 | 7006.2 -6588.58
25.9419 94.4949 | 2.74939 -2.29367 | -2202.13 -8278.69
26.4431 94.5366 | -4.02036 -4.18314 | -2555.9 -4083.05
26.9447 94.5435 | -4.41093 -5.1965 | 2652.99 21993
27.4485 94.5527 | -0.165192 -0.955512 | 9434.39 -10520.8
27.9541 94.5139 | -0.561854 -1.86967 | -33547.8 -7900.74
28.4324 94.4184 | -0.934904 -4.18217 | 17100.8 13784.3
28.9129 94.3017 | 3.30157 -1.94213 | 4144.92 -9732.96
29.3848 94.1386 | 3.94326 -2.69568 | -12310.9 1509.25
29.838 93.9404 | 8.75586 -0.956779 | 30394.3 6171.51
30.2972 93.7193 | 0.966446 -1.98764 | -14224.6 -12944.6
30.7179 93.4394 | 0.723523 5.64655 | -19333.9 12386.9
31.0948 93.1252 | 2.67628 0.950832 | 14807.3 -5154.62
31.4566 92.786 | 0.625618 -0.100251 | -9536.79 21747.6
31.7912 92.4379 | 1.08905 -1.21757 | -5432.69 -19561.8
32.089 92.0492 | -1.24803 -2.78977 | 19638.1 1709.22
32.3844 91.6494 | -2.38433 -3.9748 | -8893.15 6295.54
32.6531 91.2365 | -2.70926 -6.91353 | 258.564 -17394.6
32.8978 90.7997 | -2.71045 -0.876443 | 5392.59 19263.9
33.1378 90.3703 | -2.6464 -1.06488 | -17909 -5495.92
33.3549 89.9322 | -1.55016 -2.0005 | 22090.5 2623
33.5987 89.503 | 2.16449 -0.918034 | -7995.73 2658.12
33.8371 89.0719 | -2.36058 -1.73609 | 51.849 -24177.4
34.0688 88.6214 | -5.04515 -1.97561 | 4941.71 8367.34
34.3185 88.1817 | 3.93313 -5.36893 | 227.802 -2844.76
34.5896 87.7536 | -4.12234 -1.14051 | -800.44 1717.95
34.887 87.3469 | -2.45555 1.77118 | -1604.09 20134.2
35.2119 86.9754 | 1.41644 -3.77713 | -5074.51 -19627.2
35.5466 86.6031 | -3.07751 -2.69274 | 9153.51 -2062.53
